Apparent.Time;Time span;Living Room Light (100W) [VA];Kitchen Light (100W) [VA];Cellar Light (200W) [VA];Bathroom Light (100W) [VA];Bathroom Mirror Light 10 W (LED) [VA];Bedroom Light (200W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Single Stove Plate [VA];Nespresso Coffee Machine, Single Cup [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster Salco MT 400 [VA];Electric Kettle / Petra WK288 1.5L [VA];AEG PN 2200 RX 4935365097 [VA];Hand-held Circular Saw / Bosch PKS 46 [VA];Skil 4270 [VA];Polishing Machine / Flex L 602 VR [VA];Hedge Trimmer / Bosch AHS 550-24 ST [VA];Atika LH 2500 G [VA];Lawn Mower / Sabo 32-EL [VA];Energy Saving Lamp / EL-REF 11 E27 [VA];CD/DVD Player / Philips DVDR 725 H [VA];TV Medion MD20123_DE_A [VA];SAT Receiver / Kathrein UFS913 [VA];Miele DG 1450 [VA];Handmixer / Phillips Robust HR 1581 [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [VA];Microwave / Panasonic NN 5259 [VA];Dishwasher NEFF SD6P1F (2011) [VA];Laptop Sony Vaio SVE151G11M [VA];Steam Iron / Phillips GC 4410 [VA];Washing Machine / Bosch WAE 28143 [VA];AEG NM 2701 Premium [VA];Hair Dryer Braun Silencio 1250 [VA];Canister vacuum cleaner / Siemens VS 06 G 1831 [VA];Siemens Kl 20 LA 65 (A+) [VA];Electric Razor Braun Cruzer 5 [VA];Electric Toothbrush Dondodent Professional Clean [VA];Router O2 Box 6431 [VA];
3224;2.05:44:00;0;0;0;0;0;0;0;0;1,4247393810577322;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1337389306140284;0,5700000000000001;1,4491096307288844;0;0;0;0;12,28502137183557;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3225;2.05:45:00;0;0;0;0;0;0;0;0;1,4247441277194168;0;0;0;0;0;0;0;0;0;0;0;0;0;1,134064161187124;0,5700000000000001;1,4491479463425538;0;0;0;0;12,285540826791811;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3226;2.05:46:00;0;0;0;0;0;0;0;0;1,4247647154783027;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1342702776711036;0,5700000000000001;1,449234384794279;0;0;0;0;12,286339236150829;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3227;2.05:47:00;0;0;0;0;0;0;0;0;1,4247718826205604;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1343137846464288;0,5700000000000001;1,449250847731914;0;0;0;0;12,286436250643215;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3228;2.05:48:00;0;0;0;0;0;0;0;0;1,4247786124963537;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1343444979683903;0,5700000000000001;1,4494047447291256;0;0;0;0;12,286660172537939;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3229;2.05:49:00;0;0;0;0;0;0;0;0;1,4247828108990428;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1343745898110376;0,5700000000000001;1,4494224751908051;0;0;0;0;12,286847799469397;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3230;2.05:50:00;0;0;0;0;0;0;0;0;1,4247937826263788;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1343924801624272;0,5700000000000001;1,4496809696244701;0;0;0;0;12,287255426908512;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3231;2.05:51:00;0;0;0;0;0;0;0;0;1,4249919504549526;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1344141966269843;0,5700000000000001;1,4498299576466303;0;0;0;0;12,287559066686566;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3232;2.05:52:00;0;0;0;0;0;0;0;0;1,4250236103904772;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1344700488026749;0,5700000000000001;1,4498434931655524;0;0;0;0;12,287875216473271;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3233;2.05:53:00;0;0;0;0;0;0;0;0;1,4250908919569827;0;0;0;0;0;0;0;0;0;0;0;0;0;1,134498864137574;0,5700000000000001;1,4499053939843047;0;0;0;0;12,287924969241631;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3234;2.05:54:00;0;0;0;0;0;0;0;0;1,425102929854479;0;0;0;0;0;0;0;0;0;0;0;0;0;1,134504770373583;0,5700000000000001;1,4500233651183811;0;0;0;0;12,28796296959898;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3235;2.05:55:00;0;0;0;0;0;0;0;0;1,4251262004528686;0;0;0;0;0;0;0;0;0;0;0;0;0;1,134505144409523;0,5700000000000001;1,4500574546476024;0;0;0;0;12,288147816979766;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3236;2.05:56:00;0;0;0;0;0;0;0;0;1,4251982530050218;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1345392795425964;0,5700000000000001;1,4500675319565768;0;0;0;0;12,289439124954969;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3237;2.05:57:00;0;0;0;0;0;0;0;0;1,4252130098319324;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1345404502932561;0,5700000000000001;1,4500953074331;0;0;0;0;12,289888584218911;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3238;2.05:58:00;0;0;0;0;0;0;0;0;1,4252143115403306;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1345524769034039;0,5700000000000001;1,45014790252226;0;0;0;0;12,289923944172225;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3239;2.05:59:00;0;0;0;0;0;0;0;0;1,4252268898962979;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1345613375630605;0,5700000000000001;1,4501839048106744;0;0;0;0;12,2899891458537;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3240;2.06:00:00;0;0;0;0;0;0;0;0;1,425334688531974;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1347580673564477;0,5700000000000001;1,4502170507311716;0;0;0;0;12,290510975513081;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3241;2.06:01:00;0;0;0;0;0;0;0;0;1,4253445885178566;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1347718442184047;0,5700000000000001;1,4503017446500115;0;0;0;0;12,290992583503087;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3242;2.06:02:00;0;0;0;0;0;0;0;0;1,4254477776306647;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1347828863123548;0,5700000000000001;1,4503744062176398;0;0;0;0;12,291056967879467;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3243;2.06:03:00;0;0;0;0;0;0;0;0;1,425489348735609;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1348360972974258;0,5700000000000001;1,4504326502746174;0;0;0;0;12,291852454513108;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10556573770492;11,7302163934426;
3244;2.06:04:00;0;0;0;0;0;0;0;0;1,4255232427452786;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1350557666097534;0,5700000000000001;1,4504749297274289;0;0;0;0;12,292443761985144;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3245;2.06:05:00;0;0;0;0;0;0;0;0;1,4255266144666494;0;0;0;0;0;0;0;0;0;0;0;0;0;1,135183786900406;0,5700000000000001;1,4504976173073298;0;0;0;0;12,293135264267951;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3246;2.06:06:00;0;0;0;0;0;0;0;0;1,425534524121667;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1351975058560835;0,5700000000000001;1,4505291488095666;0;0;0;0;12,293322572421815;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3247;2.06:07:00;0;0;0;0;0;0;0;0;1,4255900624104356;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1352007334522;0,5700000000000001;1,4507652163801852;0;0;0;0;12,294506118425247;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3248;2.06:08:00;0;0;0;0;0;0;0;0;1,4256294693884364;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1352120983118215;0,5700000000000001;1,4507757280867961;0;0;0;0;12,295079906653553;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3249;2.06:09:00;0;0;0;0;0;0;0;0;1,4256388148627985;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1352254273544236;0,5700000000000001;1,4508666195852775;0;0;0;0;12,29528804149143;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3250;2.06:10:00;0;0;0;0;0;0;0;0;1,4256562168771736;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1352389180874323;0,5700000000000001;1,4510118811788644;0;0;0;0;12,2954645687813;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3251;2.06:11:00;0;0;0;0;0;0;0;0;1,4257693397089428;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1353042634727177;0,5700000000000001;1,451053688261645;0;0;0;0;12,295768720703547;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3252;2.06:12:00;0;0;0;0;0;0;0;0;1,4257750777785372;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1353742706885563;0,5700000000000001;1,4511571114560617;0;0;0;0;12,295950961092213;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3253;2.06:13:00;0;0;0;0;0;0;0;0;1,4259077682609014;0;0;0;0;0;0;0;0;0;0;0;0;0;1,135385599057058;0,5700000000000001;1,4512425076447395;0;0;0;0;12,29615974182635;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3254;2.06:14:00;0;0;0;0;0;0;0;0;1,4260361374918291;0;0;0;0;0;0;0;0;0;0;0;0;0;1,135411147164415;0,5700000000000001;1,451297114484992;0;0;0;0;12,296182622196296;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3255;2.06:15:00;0;0;0;0;0;0;0;0;1,4260370296171188;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1354532210724457;0,5700000000000001;1,4513043570790611;0;0;0;0;12,296240854227703;0;3,8000000000000003;0;0;0;0;0;0;2,95228475409836;4,10735016393443;11,7302163934426;
3256;2.06:16:00;0;0;0;0;0;0;0;0;1,4261397966438145;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1355030769846515;0,5700000000000001;1,451339104324817;0;0;0;0;12,296436381513889;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3257;2.06:17:00;0;0;0;0;0;0;0;0;1,4262210185649065;0;0;0;0;0;0;0;0;0;0;0;0;0;1,135513974652959;0,5700000000000001;1,4513756141860144;0;0;0;0;12,29676297786567;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3258;2.06:18:00;0;0;0;0;0;0;0;0;1,4262798244457406;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1355635217382318;0,5700000000000001;1,4513969490506462;0;0;0;0;12,299417085124023;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3259;2.06:19:00;0;0;0;0;0;0;0;0;1,4263782581675186;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1355638465337181;0,5700000000000001;1,451419913361979;0;0;0;0;12,299578592958225;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3260;2.06:20:00;0;0;0;0;0;0;0;0;1,4263924630434468;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1355846985640148;0,5700000000000001;1,4515263448213374;0;0;0;0;12,299772852710555;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3261;2.06:21:00;0;0;0;0;0;0;0;0;1,426481186888802;0;0;0;0;0;0;0;0;0;0;0;0;0;1,135585188145225;0,5700000000000001;1,4516094256519187;0;0;0;0;12,300082179079968;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3262;2.06:22:00;0;0;0;0;0;0;0;0;1,4264889236041371;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1356699999830815;0,5700000000000001;1,4516596596329898;0;0;0;0;12,30039381763504;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3263;2.06:23:00;0;0;0;0;0;0;0;0;1,4266308005481694;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1356820711743532;0,5700000000000001;1,4519057579648362;0;0;0;0;12,300652448847439;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3264;2.06:24:00;0;0;0;0;0;0;0;0;1,4266403174735536;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1356901461819897;0,5700000000000001;1,4519485666880747;0;0;0;0;12,300929370090763;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3265;2.06:25:00;0;0;0;0;0;0;0;0;1,4268936452264733;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1357412093240358;0,5700000000000001;1,4519561977471733;0;0;0;0;12,3011682179578;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3266;2.06:26:00;0;0;0;0;0;0;0;0;1,4270424964452728;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1357687142895347;0,5700000000000001;1,4521274095559222;0;0;0;0;12,301201143236991;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3267;2.06:27:00;0;0;0;0;0;0;0;0;1,4270955998514891;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1357756937206676;0,5700000000000001;1,4522130629082408;0;0;0;0;12,301234982831913;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3268;2.06:28:00;0;0;0;0;0;0;0;0;1,4272115966067993;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1358011729713082;0,5700000000000001;1,452315571661193;0;0;0;0;12,301981639268538;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3269;2.06:29:00;0;0;0;0;0;0;0;0;1,4272162578272518;0;0;0;0;0;0;0;0;0;0;0;0;0;1,135898109173349;0,5700000000000001;1,4523955327837874;0;0;0;0;12,30207438219794;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3270;2.06:30:00;0;0;0;0;0;0;0;0;1,4272388588085163;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1359345674460593;0,5700000000000001;1,4525867322316703;0;0;0;0;12,302172771662255;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3271;2.06:31:00;0;0;0;0;0;0;0;0;1,4272837391469386;0;0;0;0;0;0;0;0;0;0;0;0;0;1,13597319208631;0,5700000000000001;1,4525953386404034;0;0;0;0;12,302269569886146;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3272;2.06:32:00;0;0;0;0;0;0;0;0;1,427377813933494;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1360575163028956;0,5700000000000001;1,4525988398264662;0;0;0;0;12,302340568863581;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3273;2.06:33:00;0;0;0;0;0;0;0;0;1,4273824261731691;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1361114246584854;0,5700000000000001;1,4526387237991152;0;0;0;0;12,302563324064293;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3274;2.06:34:00;0;0;0;0;0;0;0;0;1,4274312066126476;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1362264860613778;0,5700000000000001;1,4526778886835479;0;0;0;0;12,303370655897323;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3275;2.06:35:00;0;0;0;0;0;0;0;0;1,4274783030450575;0;0;0;0;0;0;0;0;0;0;0;0;0;1,136230410848382;0,5700000000000001;1,4527659737770786;0;0;0;0;12,305103523744174;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3276;2.06:36:00;0;0;0;0;0;0;0;0;1,4274880808312158;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1362549367886883;0,5700000000000001;1,452802032782651;0;0;0;0;12,305413312989895;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3277;2.06:37:00;0;0;0;0;0;0;0;0;1,4275021537631;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1364040382310305;0,5700000000000001;1,4528993437694881;0;0;0;0;12,305624725681561;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3278;2.06:38:00;0;0;0;0;0;0;0;0;1,427616570486849;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1364295913392093;0,5700000000000001;1,452915490895896;0;0;0;0;12,305870000395277;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7302163934426;
3279;2.06:39:00;0;0;0;0;0;0;0;0;1,4276237714262046;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1365984653135275;0,5700000000000001;1,4530222890537674;0;0;0;0;12,306186782319132;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3280;2.06:40:00;0;0;0;0;0;0;0;0;1,427649629336812;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1366400298601709;0,5700000000000001;1,4530265573530228;0;0;0;0;12,306627225233855;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3281;2.06:41:00;0;0;0;0;0;0;0;0;1,4277029873631444;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1366637147791794;0,5700000000000001;1,4530662593693877;0;0;0;0;12,306771842219502;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3282;2.06:42:00;0;0;0;0;0;0;0;0;1,4277285965700037;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1367196500282586;0,5700000000000001;1,4530925300547146;0;0;0;0;12,306832759132448;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3283;2.06:43:00;0;0;0;0;0;0;0;0;1,4277438758510892;0;0;0;0;0;0;0;0;0;0;0;0;0;1,136798586538005;0,5700000000000001;1,4531575957850227;0;0;0;0;12,306952451230176;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3284;2.06:44:00;0;0;0;0;0;0;0;0;1,4277617230444506;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1367986211205674;0,5700000000000001;1,4531898000480108;0;0;0;0;12,30701175017663;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3285;2.06:45:00;0;0;0;0;0;0;0;0;1,427905054950108;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1368772760944867;0,5700000000000001;1,4531907652899652;0;0;0;0;12,307033796715618;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3286;2.06:46:00;0;0;0;0;0;0;0;0;1,4279113187843684;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1369203161234105;0,5700000000000001;1,4532234841464453;0;0;0;0;12,307178219511673;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3287;2.06:47:00;0;0;0;0;0;0;0;0;1,4279805801017793;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1369573796804122;0,5700000000000001;1,4532720902313179;0;0;0;0;12,3072379381465;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3288;2.06:48:00;0;0;0;0;0;0;0;0;1,4279864036552714;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1369868425917775;0,5700000000000001;1,4533257607032883;0;0;0;0;12,307895226459623;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3289;2.06:49:00;0;0;0;0;0;0;0;0;1,4280176545105148;0;0;0;0;0;0;0;0;0;0;0;0;0;1,137016552567558;0,5700000000000001;1,4534576658037976;0;0;0;0;12,308373665682348;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3290;2.06:50:00;0;0;0;0;0;0;0;0;1,4281249858703666;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1370880741513654;0,5700000000000001;1,4536316622222523;0;0;0;0;12,308382116350321;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3291;2.06:51:00;0;0;0;0;0;0;0;0;1,4281733252928803;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1371852877573914;0,5700000000000001;1,4536413780412119;0;0;0;0;12,308898192020227;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3292;2.06:52:00;0;0;0;0;0;0;0;0;1,4282597791496645;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1372020559796838;0,5700000000000001;1,4536768509413307;0;0;0;0;12,30963770010077;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3293;2.06:53:00;0;0;0;0;0;0;0;0;1,4282767064468653;0;0;0;0;0;0;0;0;0;0;0;0;0;1,137207779858027;0,5700000000000001;1,4537211645830723;0;0;0;0;12,309710472196866;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3294;2.06:54:00;0;0;0;0;0;0;0;0;1,428464279141414;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1372094009369806;0,5700000000000001;1,4537335864358996;0;0;0;0;12,30971088540921;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3295;2.06:55:00;0;0;0;0;0;0;0;0;1,4286035368516903;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1372310624119484;0,5700000000000001;1,453778834949768;0;0;0;0;12,31003025647137;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3296;2.06:56:00;0;0;0;0;0;0;0;0;1,4287132896710553;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1372344849340812;0,5700000000000001;1,4538432786375588;0;0;0;0;12,310514084754203;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3297;2.06:57:00;0;0;0;0;0;0;0;0;1,4287703960389908;0;0;0;0;0;0;0;0;0;0;0;0;0;1,137238589007216;0,5700000000000001;1,4538441707185281;0;0;0;0;12,310592223961011;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3298;2.06:58:00;0;0;0;0;0;0;0;0;1,4288474564071725;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1373623410176232;0,5700000000000001;1,4538504385427697;0;0;0;0;12,31072134400809;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3299;2.06:59:00;0;0;0;0;0;0;0;0;1,4289871594640375;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1375570255203096;0,5700000000000001;1,4538824775087837;0;0;0;0;12,311095840303139;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3300;2.07:00:00;0;0;0;0;0;0;0;0;1,4290408157307497;0;0;0;0;0;0;0;0;0;0;0;0;0;1,137610246691967;0,5700000000000001;1,4538979200730993;0;0;0;0;12,311121046430944;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3301;2.07:01:00;0;0;0;0;0;0;0;0;1,429064706459113;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1376137635672154;0,5700000000000001;1,4539340676954557;0;0;0;0;12,311428812363863;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3302;2.07:02:00;0;0;0;0;0;0;0;0;1,42907194313493;0;0;0;0;0;0;0;0;0;0;0;0;0;1,137630834727708;0,5700000000000001;1,453938832840234;0;0;0;0;12,31186559123347;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3303;2.07:03:00;0;0;0;0;0;0;0;0;1,4290941582988461;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1376489340460874;0,5700000000000001;1,4540014852734584;0;0;0;0;12,313578219830408;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3304;2.07:04:00;0;0;0;0;0;0;0;0;1,429205718090706;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1377451566139913;0,5700000000000001;1,4542739986556628;0;0;0;0;12,313710947071993;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3305;2.07:05:00;0;0;0;0;0;0;0;0;1,4292088621498844;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1378751272682057;0,5700000000000001;1,4543473986298838;0;0;0;0;12,313909713124996;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3306;2.07:06:00;0;0;0;0;0;0;0;0;1,4292157790674553;0;0;0;0;0;0;0;0;0;0;0;0;0;1,137906337530703;0,5700000000000001;1,454405605641112;0;0;0;0;12,315046643423857;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3307;2.07:07:00;0;0;0;0;0;0;0;0;1,4292414114290155;0;0;0;0;0;0;0;0;0;0;0;0;0;1,137957548672523;0,5700000000000001;1,4545612364580818;0;0;0;0;12,31535741810493;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3308;2.07:08:00;0;0;0;0;0;0;0;0;1,429265238093382;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1380039238452098;0,5700000000000001;1,4548255496582103;0;0;0;0;12,31541905006194;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
3309;2.07:09:00;0;0;0;0;0;0;0;0;1,4292784701131764;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1380678638652515;0,5700000000000001;1,454832309543703;0;0;0;0;12,315727592431053;0;3,8000000000000003;0;0;0;0;0;0;2,95255918032787;4,10735016393443;11,7338163934426;
