Inner Device Heat Gains.Time;Time span;Living Room Light (100W) [Watt];Kitchen Light (100W) [Watt];Cellar Light (200W) [Watt];Bathroom Light (100W) [Watt];Bathroom Mirror Light 10 W (LED) [Watt];Bedroom Light (200W) [Watt];Egg Cooker / Russell Hobbs 14048-56 Stylo [Watt];Juicer / Moulinex Vitafruit [Watt];Kitchen radio / AEG KRC 4323 CD [Watt];Single Stove Plate [Watt];Nespresso Coffee Machine, Single Cup [Watt];Food Slicer / DOMO Schneidemaschine DO521S [Watt];Toaster Salco MT 400 [Watt];Electric Kettle / Petra WK288 1.5L [Watt];AEG PN 2200 RX 4935365097 [Watt];Hand-held Circular Saw / Bosch PKS 46 [Watt];Skil 4270 [Watt];Polishing Machine / Flex L 602 VR [Watt];Hedge Trimmer / Bosch AHS 550-24 ST [Watt];Atika LH 2500 G [Watt];Lawn Mower / Sabo 32-EL [Watt];Energy Saving Lamp / EL-REF 11 E27 [Watt];CD/DVD Player / Philips DVDR 725 H [Watt];TV Medion MD20123_DE_A [Watt];SAT Receiver / Kathrein UFS913 [Watt];Miele DG 1450 [Watt];Handmixer / Phillips Robust HR 1581 [Watt];Extractor Hood / Miele DA 429-4 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [Watt];Microwave / Panasonic NN 5259 [Watt];Dishwasher NEFF SD6P1F (2011) [Watt];Laptop Sony Vaio SVE151G11M [Watt];Steam Iron / Phillips GC 4410 [Watt];Washing Machine / Bosch WAE 28143 [Watt];AEG NM 2701 Premium [Watt];Hair Dryer Braun Silencio 1250 [Watt];Canister vacuum cleaner / Siemens VS 06 G 1831 [Watt];Siemens Kl 20 LA 65 (A+) [Watt];Electric Razor Braun Cruzer 5 [Watt];Electric Toothbrush Dondodent Professional Clean [Watt];Router O2 Box 6431 [Watt];
4361;3.00:41:00;0;0;0;0;0;0;0;0;1,4122541956380426;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1259586858004296;0,3096607147992528;1,4581567825454729;0;0;0;0;12,12031920417356;0;2,8927252979506854;0;0;0;0;0;0;0,94695337704918;0,224674803278688;6,41716819672131;
4362;3.00:42:00;0;0;0;0;0;0;0;0;1,4124774787996732;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1259897223228204;0,3096688619313766;1,458370374848784;0;0;0;0;12,120461359831005;0;2,8930185011466634;0;0;0;0;0;0;0,94695337704918;0,224674803278688;6,41716819672131;
4363;3.00:43:00;0;0;0;0;0;0;0;0;1,4125128507805602;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1260794696708234;0,3096833652709311;1,4583746606946497;0;0;0;0;12,120581234205192;0;2,893034515404997;0;0;0;0;0;0;0,94695337704918;0,224674803278688;6,41716819672131;
4364;3.00:44:00;0;0;0;0;0;0;0;0;1,4126290212187222;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1261071688176199;0,30969206343116;1,458431359217378;0;0;0;0;12,120699671474336;0;2,893106377591764;0;0;0;0;0;0;0,94695337704918;0,224674803278688;6,41716819672131;
4365;3.00:45:00;0;0;0;0;0;0;0;0;1,41275327650058;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1261502309102804;0,3096979184755839;1,4584461025413824;0;0;0;0;12,120945823565878;0;2,893109179515229;0;0;0;0;0;0;0,94695337704918;0,224674803278688;6,41716819672131;
4366;3.00:46:00;0;0;0;0;0;0;0;0;1,41292560961061;0;0;0;0;0;0;0;0;0;0;0;0;0;1,126184200383398;0,3097356696707769;1,458477800623819;0;0;0;0;12,121327499783812;0;2,8931739926562847;0;0;0;0;0;0;0,94695337704918;0,224674803278688;6,41716819672131;
4367;3.00:47:00;0;0;0;0;0;0;0;0;1,412941573612018;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1262721979919903;0,30973852800387647;1,4585139851900306;0;0;0;0;12,121707663236778;0;2,893699450172414;0;0;0;0;0;0;0,94695337704918;0,224674803278688;6,41718016393443;
4368;3.00:48:00;0;0;0;0;0;0;0;0;1,4129876524397114;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1264212925188606;0,3097408070691817;1,458592519834623;0;0;0;0;12,122204718283934;0;2,8938692902272876;0;0;0;0;0;0;0,94695337704918;0,224674803278688;6,41718016393443;
4369;3.00:49:00;0;0;0;0;0;0;0;0;1,4130222260384475;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1264443168643277;0,3097580047832887;1,458646320221777;0;0;0;0;12,122340345294079;0;2,8940414947109785;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4370;3.00:50:00;0;0;0;0;0;0;0;0;1,4131939749154072;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1265698336711691;0,30976026571612825;1,458653202557383;0;0;0;0;12,122778122457834;0;2,8940532501585103;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4371;3.00:51:00;0;0;0;0;0;0;0;0;1,4133745704780403;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1267159279083538;0,30976998478495354;1,4588109102880955;0;0;0;0;12,123014334227971;0;2,894124402682198;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4372;3.00:52:00;0;0;0;0;0;0;0;0;1,4134164144927461;0;0;0;0;0;0;0;0;0;0;0;0;0;1,126723739668175;0,3098014490342492;1,4591206528636005;0;0;0;0;12,123223966013617;0;2,8944505483907306;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4373;3.00:53:00;0;0;0;0;0;0;0;0;1,4135395896188563;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1267779146241135;0,30980814569753196;1,4593078732697973;0;0;0;0;12,12343934023983;0;2,894543712881926;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4374;3.00:54:00;0;0;0;0;0;0;0;0;1,4135524776013724;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1268370103247105;0,3098221583669259;1,4593976505106334;0;0;0;0;12,123507688037519;0;2,8947393942711384;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4375;3.00:55:00;0;0;0;0;0;0;0;0;1,4135741629133836;0;0;0;0;0;0;0;0;0;0;0;0;0;1,126865260410845;0,30982411794448794;1,4595945427951722;0;0;0;0;12,12475447855692;0;2,8948473025607506;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4376;3.00:56:00;0;0;0;0;0;0;0;0;1,4136554098231444;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1268708565106538;0,30988604105646744;1,459659688114824;0;0;0;0;12,124769012777518;0;2,894933096589942;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4377;3.00:57:00;0;0;0;0;0;0;0;0;1,4136919106007053;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1270093438163915;0,30989856767563967;1,4597013996818817;0;0;0;0;12,125029752829851;0;2,8949786914148334;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4378;3.00:58:00;0;0;0;0;0;0;0;0;1,413742618926708;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1270195617787435;0,3099075811222126;1,4598662363220392;0;0;0;0;12,125285395061503;0;2,8950649254232066;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4379;3.00:59:00;0;0;0;0;0;0;0;0;1,4137428037329485;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1270352542545659;0,3099171258808802;1,459902876353844;0;0;0;0;12,125535147540694;0;2,8950684203057935;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4380;3.01:00:00;0;0;0;0;0;0;0;0;1,4137488387794284;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1270479920455856;0,3099307060200258;1,4599051129589176;0;0;0;0;12,125754049272105;0;2,895186612690171;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4381;3.01:01:00;0;0;0;0;0;0;0;0;1,413755714108446;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1270695713811503;0,3099310921363437;1,4599121797450458;0;0;0;0;12,126528251583283;0;2,8952201248205838;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4382;3.01:02:00;0;0;0;0;0;0;0;0;1,4137817255470182;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1270779014208938;0,30997766440468744;1,460012265942628;0;0;0;0;12,127216032909017;0;2,8952445822196418;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4383;3.01:03:00;0;0;0;0;0;0;0;0;1,4138403074028547;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1271712844304982;0,3100153830810013;1,4600242476760483;0;0;0;0;12,127689933130583;0;2,8953527437598985;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4384;3.01:04:00;0;0;0;0;0;0;0;0;1,4138569029184822;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1272169680183475;0,31004643398866466;1,4600561127586922;0;0;0;0;12,128157369843303;0;2,8953767398705614;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4385;3.01:05:00;0;0;0;0;0;0;0;0;1,4139164066358747;0;0;0;0;0;0;0;0;0;0;0;0;0;1,127323724036568;0,3100646742832659;1,4600707500712873;0;0;0;0;12,12819858117939;0;2,8954381945384307;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4386;3.01:06:00;0;0;0;0;0;0;0;0;1,4140454160709495;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1273279384773762;0,31013226614586165;1,4602136066487355;0;0;0;0;12,128240047093275;0;2,8954600789205474;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4387;3.01:07:00;0;0;0;0;0;0;0;0;1,4141226805301776;0;0;0;0;0;0;0;0;0;0;0;0;0;1,127336912807122;0,31013266618558233;1,4602386151934226;0;0;0;0;12,128529178457324;0;2,895511383035033;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4388;3.01:08:00;0;0;0;0;0;0;0;0;1,4141476278120548;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1273681551537875;0,3101625720753467;1,4603326897787958;0;0;0;0;12,12855238322358;0;2,8955455883684618;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4389;3.01:09:00;0;0;0;0;0;0;0;0;1,4141532200011908;0;0;0;0;0;0;0;0;0;0;0;0;0;1,12757436050452;0,310178400774442;1,4604083151359812;0;0;0;0;12,129320903263046;0;2,895623737852114;0;0;0;0;0;0;0,94695337704918;0,224802491803279;6,41718016393443;
4390;3.01:10:00;0;0;0;0;0;0;0;0;1,4142713450650966;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1276106514848843;0,3102737897926194;1,460485976858612;0;0;0;0;12,129420300286323;0;2,8956724546279817;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4391;3.01:11:00;0;0;0;0;0;0;0;0;1,414348405740801;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1276332420354744;0,3102861396946776;1,460882113115246;0;0;0;0;12,130111936113355;0;2,8957937016306206;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4392;3.01:12:00;0;0;0;0;0;0;0;0;1,4145934633533919;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1277177920512174;0,3102936033702262;1,4609616883048147;0;0;0;0;12,131160921340625;0;2,8961316358897844;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4393;3.01:13:00;0;0;0;0;0;0;0;0;1,4146256059308415;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1277715773343737;0,31036219908114876;1,460961787972495;0;0;0;0;12,131174563610003;0;2,8961407158666295;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4394;3.01:14:00;0;0;0;0;0;0;0;0;1,4146675572069685;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1277769000779734;0,3104098769222022;1,4609888107796996;0;0;0;0;12,132021905737707;0;2,8963420195332983;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4395;3.01:15:00;0;0;0;0;0;0;0;0;1,414696581690368;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1278020781172113;0,31041587516331387;1,4610053090068482;0;0;0;0;12,13215040815131;0;2,8965306668171857;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4396;3.01:16:00;0;0;0;0;0;0;0;0;1,4147040421255732;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1278919447987603;0,31041766711542795;1,4610383592323493;0;0;0;0;12,132242115038968;0;2,896755634615107;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4397;3.01:17:00;0;0;0;0;0;0;0;0;1,4147326079753622;0;0;0;0;0;0;0;0;0;0;0;0;0;1,127905285707381;0,3104337863342952;1,461108423664694;0;0;0;0;12,132265953779152;0;2,8969293991528935;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4398;3.01:18:00;0;0;0;0;0;0;0;0;1,4147395549471282;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1279865293769704;0,3104592032462065;1,4612654187230372;0;0;0;0;12,132632148460258;0;2,8970356624602176;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4399;3.01:19:00;0;0;0;0;0;0;0;0;1,4147711584281795;0;0;0;0;0;0;0;0;0;0;0;0;0;1,128071036212598;0,3105161272088658;1,4615095486533338;0;0;0;0;12,132691209207755;0;2,8971293202183652;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4400;3.01:20:00;0;0;0;0;0;0;0;0;1,41481589996921;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1280812487527283;0,31052177434332623;1,4615369185773006;0;0;0;0;12,133406510645072;0;2,897194667542814;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4401;3.01:21:00;0;0;0;0;0;0;0;0;1,4149221139944916;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1281345875181883;0,31054720063065855;1,461546041318792;0;0;0;0;12,13544896201104;0;2,8972174734058775;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4402;3.01:22:00;0;0;0;0;0;0;0;0;1,4150297278532409;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1281932510659871;0,31057829583996166;1,461572482259891;0;0;0;0;12,136635578652104;0;2,8973934650712847;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4403;3.01:23:00;0;0;0;0;0;0;0;0;1,415082366593115;0;0;0;0;0;0;0;0;0;0;0;0;0;1,128204841134153;0,31059267033624727;1,4617250482244526;0;0;0;0;12,13666566944034;0;2,897396290990543;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4404;3.01:24:00;0;0;0;0;0;0;0;0;1,4151620221473988;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1282730797896485;0,3105991708689186;1,4617515600897313;0;0;0;0;12,136882444307679;0;2,897430419655282;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4405;3.01:25:00;0;0;0;0;0;0;0;0;1,4153021611317578;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1283211654571028;0,31062768342466596;1,4618192876043345;0;0;0;0;12,13727847251568;0;2,89760124203598;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4406;3.01:26:00;0;0;0;0;0;0;0;0;1,4153474529429193;0;0;0;0;0;0;0;0;0;0;0;0;0;1,128368937503619;0,3106369895018002;1,462111606165369;0;0;0;0;12,137748482402161;0;2,8976517769865273;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4407;3.01:27:00;0;0;0;0;0;0;0;0;1,4155217189305822;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1284367223675154;0,3107294403377428;1,4621965025529386;0;0;0;0;12,138505846825208;0;2,8977645382082313;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4408;3.01:28:00;0;0;0;0;0;0;0;0;1,4156453841247465;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1284386745312898;0,31076114882009376;1,4622424004909589;0;0;0;0;12,138600076473947;0;2,897841228567634;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4409;3.01:29:00;0;0;0;0;0;0;0;0;1,41568206959844;0;0;0;0;0;0;0;0;0;0;0;0;0;1,128494540284572;0,31076235299153726;1,462276491507874;0;0;0;0;12,14132121481987;0;2,897866565674588;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4410;3.01:30:00;0;0;0;0;0;0;0;0;1,4158164084666933;0;0;0;0;0;0;0;0;0;0;0;0;0;1,128497302460873;0,31081385955582497;1,4624365604306824;0;0;0;0;12,142858091069167;0;2,897943723007217;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4411;3.01:31:00;0;0;0;0;0;0;0;0;1,4158785076178202;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1285112711899121;0,31084975763604433;1,4625121186383;0;0;0;0;12,143051213517825;0;2,898011160463997;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4412;3.01:32:00;0;0;0;0;0;0;0;0;1,4161191364832413;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1285222785049502;0,31086447379471316;1,462653488109578;0;0;0;0;12,143513629456706;0;2,898045341811203;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4413;3.01:33:00;0;0;0;0;0;0;0;0;1,4161343422220258;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1285447663281778;0,3109340267034502;1,4626695157123288;0;0;0;0;12,143727980037891;0;2,898049471228877;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4414;3.01:34:00;0;0;0;0;0;0;0;0;1,4162178613660137;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1285503465995295;0,3109541696189141;1,462678710888183;0;0;0;0;12,14382899226185;0;2,8981846528427844;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4415;3.01:35:00;0;0;0;0;0;0;0;0;1,4162541549159724;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1285528956090833;0,3109782940713856;1,4627280231386597;0;0;0;0;12,144654691365513;0;2,8983094311226174;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4416;3.01:36:00;0;0;0;0;0;0;0;0;1,4165246035534185;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1285762025882722;0,3109868025668982;1,4630354518789639;0;0;0;0;12,145058849222975;0;2,8984923774366216;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4417;3.01:37:00;0;0;0;0;0;0;0;0;1,416551415497659;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1285919204206243;0,3110611884798683;1,4630433208353715;0;0;0;0;12,145409256045626;0;2,8985874889879946;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4418;3.01:38:00;0;0;0;0;0;0;0;0;1,4166270611064342;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1287380546915464;0,31112559188677824;1,463047679160855;0;0;0;0;12,148441241774568;0;2,898703925659739;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4419;3.01:39:00;0;0;0;0;0;0;0;0;1,4166895318120827;0;0;0;0;0;0;0;0;0;0;0;0;0;1,128758238718156;0,3111523711619122;1,4631045412387322;0;0;0;0;12,14879560710283;0;2,8987770301395526;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4420;3.01:40:00;0;0;0;0;0;0;0;0;1,4167415963443368;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1287733845918448;0,31116151507561035;1,4631956909949042;0;0;0;0;12,149070621553385;0;2,8988184133132813;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4421;3.01:41:00;0;0;0;0;0;0;0;0;1,4170425835834215;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1289037036021057;0,31116870715890904;1,4632132696210556;0;0;0;0;12,149448280997847;0;2,8988984682067054;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4422;3.01:42:00;0;0;0;0;0;0;0;0;1,4170543703444167;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1289089650917103;0,31119649875922223;1,463357055125551;0;0;0;0;12,149889575011315;0;2,8989243925635195;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4423;3.01:43:00;0;0;0;0;0;0;0;0;1,4170647305509154;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1289197497224064;0,3112243528361577;1,4635175422210662;0;0;0;0;12,150729140279365;0;2,899026315386599;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4424;3.01:44:00;0;0;0;0;0;0;0;0;1,417090468582697;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1289295814138236;0,31126611470922105;1,4635339795139175;0;0;0;0;12,151713237091718;0;2,899045751843297;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4425;3.01:45:00;0;0;0;0;0;0;0;0;1,4171877193710511;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1289697589611642;0,31128907748452944;1,463564407951611;0;0;0;0;12,151911923175541;0;2,8990605617277336;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4426;3.01:46:00;0;0;0;0;0;0;0;0;1,4172929885716372;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1289996569816194;0,31132044587006613;1,4636293951819412;0;0;0;0;12,15232119773712;0;2,8990731071326676;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4427;3.01:47:00;0;0;0;0;0;0;0;0;1,417388272055377;0;0;0;0;0;0;0;0;0;0;0;0;0;1,129012388392923;0,31133105407669903;1,4636930680661913;0;0;0;0;12,152628521452197;0;2,899147613172301;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4428;3.01:48:00;0;0;0;0;0;0;0;0;1,4173884852165803;0;0;0;0;0;0;0;0;0;0;0;0;0;1,129033502517817;0,3113662005162568;1,4639077479905365;0;0;0;0;12,152684141182029;0;2,899233599221777;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4429;3.01:49:00;0;0;0;0;0;0;0;0;1,4173886259348438;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1290430037120889;0,31145562366827956;1,4640885303977276;0;0;0;0;12,153066844838015;0;2,8993189028315807;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4430;3.01:50:00;0;0;0;0;0;0;0;0;1,417483025845728;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1291313474539357;0,31148186411521384;1,4641206651636924;0;0;0;0;12,153505618881054;0;2,8993884050078;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4431;3.01:51:00;0;0;0;0;0;0;0;0;1,4175212489121625;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1291355095561422;0,31153463077667;1,4641222698143936;0;0;0;0;12,153701822389722;0;2,899417609564507;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4432;3.01:52:00;0;0;0;0;0;0;0;0;1,4178412783557908;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1291666868012664;0,3115363687998192;1,4642066063606385;0;0;0;0;12,153720444872018;0;2,899434648387962;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4433;3.01:53:00;0;0;0;0;0;0;0;0;1,4179051151719095;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1294204527195297;0,31154013596925817;1,4642211480748422;0;0;0;0;12,153842781149395;0;2,8994467210687405;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4434;3.01:54:00;0;0;0;0;0;0;0;0;1,418029272720766;0;0;0;0;0;0;0;0;0;0;0;0;0;1,129429358756089;0,31155664079175055;1,4643408182087285;0;0;0;0;12,154871645063059;0;2,8995272873002165;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4435;3.01:55:00;0;0;0;0;0;0;0;0;1,418064979700294;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1294404676136782;0,31158672051879754;1,4643904480554184;0;0;0;0;12,155415248285117;0;2,8997664852512965;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4436;3.01:56:00;0;0;0;0;0;0;0;0;1,4180764375144137;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1294738046778237;0,3115931902987698;1,4644089324486145;0;0;0;0;12,155832978268217;0;2,899855798419643;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4437;3.01:57:00;0;0;0;0;0;0;0;0;1,4181397273894596;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1295129345164594;0,3116122925463149;1,4645382611024287;0;0;0;0;12,157003938646964;0;2,8998727833712548;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4438;3.01:58:00;0;0;0;0;0;0;0;0;1,418247313049189;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1295429162194484;0,311685151156674;1,4646718596814907;0;0;0;0;12,157097351879608;0;2,8999745175014318;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4439;3.01:59:00;0;0;0;0;0;0;0;0;1,4182883000490105;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1295865888663292;0,3117016851768646;1,464712033715615;0;0;0;0;12,157500964376592;0;2,899974763879246;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4440;3.02:00:00;0;0;0;0;0;0;0;0;1,4183214885615425;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1296059457198402;0,31170810881462124;1,4647401522428465;0;0;0;0;12,157588632275983;0;2,8999926492148838;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4441;3.02:01:00;0;0;0;0;0;0;0;0;1,418335245333397;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1296171477108763;0,31173323821956905;1,464863633782408;0;0;0;0;12,157724085068569;0;2,9001533705783347;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4442;3.02:02:00;0;0;0;0;0;0;0;0;1,4185149241455401;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1296855610875052;0,3117607635232401;1,464885899761936;0;0;0;0;12,157985836917096;0;2,900251557480963;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4443;3.02:03:00;0;0;0;0;0;0;0;0;1,4186311652324493;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1296976745461573;0,3117614183891996;1,4649839206374087;0;0;0;0;12,15817070751608;0;2,9003796056914535;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4444;3.02:04:00;0;0;0;0;0;0;0;0;1,4188788947916675;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1297257234533018;0,3118196126701694;1,4651559906043314;0;0;0;0;12,15929881598196;0;2,900418044339686;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4445;3.02:05:00;0;0;0;0;0;0;0;0;1,4188928744463565;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1297410663086571;0,3118427765045176;1,465184680073522;0;0;0;0;12,159352914422163;0;2,9005308366654803;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
4446;3.02:06:00;0;0;0;0;0;0;0;0;1,4189076406362608;0;0;0;0;0;0;0;0;0;0;0;0;0;1,129760296487366;0,3118879754751377;1,4651900275723013;0;0;0;0;12,160077513526808;0;2,9007995898743273;0;0;0;0;0;0;0,947455426229508;0,224802491803279;6,41718016393443;
