Reactive.Time;Time span;Bathroom Light (20W) [var];Bathroom Mirror Light 10 W (LED) [var];Kitchen Light (20W) [var];Cellar Light (20W) [var];Living Room Light (Energy Saving Lamp, 20W) [var];Bedroom Light (20W) [var];Children Room Light Device (20W) [var];AFK BM-2N [var];Eye Glass Cleaner Grundig UC 5020 [var];Clatronic MS 3249 Milk Foamer [var];Nespresso Coffee Machine, Single Cup [var];AEG PN 2200 RX 4935365097 [var];Hand-held Circular Saw / Bosch PKS 46 [var];Skil 4270 [var];Polishing Machine / Flex L 602 VR [var];Dishwasher NEFF SD6P1F (2011) [var];Christopeit Treadmill TM 2 Pro [var];Lawn Mower / Sabo 32-EL [var];Digitalpiano / Kawai CN-23 [var];Lamp Ikea V1017 Jansjo [var];AEG SB 2E 650 R [var];Cordless Screwdriver / Bosch PSR 18 LI-2 [var];Electric Kettle / Petra WK288 1.5L [var];Energy Saving Lamp / EL-REF 11 E27 [var];CD/DVD Player / Philips DVDR 725 H [var];TV Medion MD20123_DE_A [var];SAT Receiver / Kathrein UFS913 [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Single Stove Plate [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster Salco MT 400 [var];PC / Acer 8400 [var];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [var];Epson Stylus Color 860 [var];TASKalfa 180 [var];Canon CanoScan LIDE 110 [var];TFT Monitor Samsung S27C750P [var];Active Speaker Trust Tytan 2.1 [var];Gaming Computer [var];Cell Phone Samsung Charging [var];Miele DG 1450 [var];Handmixer / Phillips Robust HR 1581 [var];Westinghouse Fanaway [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Microwave / Panasonic NN 5259 [var];Kitchen Machine Bosch UM4VE2B [var];Extractor Hood / Miele DA 429-4 [var];Miele DA 61 [var];Deep Fryer / DeLonghi F 28311.W Rotofritteuse [var];Ricecooker / Tristar RK-6112 [var];Steam Cooker / Phillips HD9140 [var];Immersion Blender Noah Hit Top [var];Fondue / Unold 48746 Asia [var];Bauknecht GTE 260 [var];Dryer / Miele T 8626 WP [var];Electronic Hometrainer / Kettler Satura E [var];Hair Dryer Braun Silencio 1250 [var];Laptop Sony Vaio SVE151G11M [var];Steam Iron / Phillips GC 4410 [var];Washing Machine / Bosch WAE 28143 [var];Phone Siemens Gigaset C320 [var];Canister vacuum cleaner / Siemens VS 06 G 1831 [var];External Harddrive Iomega 3.5" [var];Nintendo Wii [var];Siemens Kl 20 LA 65 (A+) [var];Electric Razor Braun Cruzer 5 [var];Electric Toothbrush Dondodent Professional Clean [var];Samsung CLP-315W [var];Fax / Phillips Faxjet 525 Primo (IPF525) [var];Microsoft Xbox 360 [var];Yamaha RX-V667 [var];Router O2 Box 6431 [var];
3894;2.16:54:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9930203865519303;0;0;0,368283032660133;0,02;0,9214749743286859;0;0;0,45489131227416096;0;0;0;3,7105281128188325;3,4498488619613523;0,0800448043840978;0,8489879323536147;0;0,7615001328680256;0,1;1,3201761576719724;1,04666606557377;0;0;0;0;0;0;3,9203081571930176;0;0;0;0;0;0;0;0;0;0;1,3315838227499808;0;0,1;0;0;6,85059081967213;0;0;0,6530045545887024;0;2,44978147540984;-4,10037475409836;4,639075065201967;1,6585537025908392;1,1836785996921295;3,9925341603269557;-19,64053950819672;
3895;2.16:55:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9931376071644051;0;0;0,3682877304478082;0,02;0,9214944694884522;0;0;0,4549041086436367;0;0;0;3,7120591910176803;3,450292586369127;0,08004534075659961;0,8490011715060337;0;0,7615646299248348;0,1;1,32017900041235;1,04666606557377;0;0;0;0;0;0;3,92041839552743;0;0;0;0;0;0;0;0;0;0;1,3316380613518681;0;0,1;0;0;6,85059081967213;0;0;0,6530173297280671;0;2,44978147540984;-4,10037475409836;4,639107009186968;1,6585551369085936;1,1837226406432375;3,993037058558518;-19,64053950819672;
3896;2.16:56:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9931400995979414;0;0;0,368289318653933;0,02;0,921526583140707;0;0;0,45492757958086705;0;0;0;3,7131056048779203;3,4504891549858105;0,0800454860766731;0,8490166510437311;0;0,7615779826557242;0,1;1,3201820285760784;1,04666606557377;0;0;0;0;0;0;3,920445681163521;0;0;0;0;0;0;0;0;0;0;1,3316428966055094;0;0,1;0;0;6,85059081967213;0;0;0,6530225702015405;0;2,44978147540984;-4,10037475409836;4,639396029981567;1,6588573309752248;1,1837957153399175;3,9931554411795562;-19,64053950819672;
3897;2.16:57:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,993196559756021;0;0;0,3683816450037461;0,02;0,9215318318363473;0;0;0,4549392260998646;0;0;0;3,7147591958161326;3,4506010924032657;0,08004593715709259;0,8490453598959883;0;0,7616573158993049;0,1;1,320182258346323;1,04666606557377;0;0;0;0;0;0;3,920707290752354;0;0;0;0;0;0;0;0;0;0;1,3317304965112189;0;0,1;0;0;6,85059081967213;0;0;0,6530290305959706;0;2,44978147540984;-4,10037475409836;4,639591302694181;1,6588797811603802;1,1838203584513072;3,9932028135024624;-19,64050737704918;
3898;2.16:58:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9932820418146533;0;0;0,36838574576959265;0,02;0,9215535371938837;0;0;0,45495548115042345;0;0;0;3,715083431066457;3,4513908333105623;0,08005086896377352;0,8491100739314782;0;0,7616594986438452;0,1;1,3201950568746261;1,04666606557377;0;0;0;0;0;0;3,9207971119213987;0;0;0;0;0;0;0;0;0;0;1,3317351950784193;0;0,1;0;0;6,85059081967213;0;0;0,6530368804315723;0;2,44978147540984;-4,10037475409836;4,639640227107117;1,6589077550650582;1,1838270230449142;3,9936459943364584;-19,64050737704918;
3899;2.16:59:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9933763614420512;0;0;0,368385862245975;0,02;0,9215913082912792;0;0;0,4549599563320301;0;0;0;3,716954276698776;3,451522597642421;0,08005366608446349;0,8491803197036857;0;0,7616844368452259;0,1;1,3201991575772065;1,04666606557377;0;0;0;0;0;0;3,9208379591157447;0;0;0;0;0;0;0;0;0;0;1,3318561815309728;0;0,1;0;0;6,85069475409836;0;0;0,6530866503572502;0;2,44978147540984;-4,10037475409836;4,639766930774528;1,6589557647805129;1,1838973345566202;3,993992052834951;-19,64050737704918;
3900;2.17:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9934067921518612;0;0;0,3684074250557587;0,02;0,921679442234162;0;0;0,45497167037425906;0;0;0;3,718683290698812;3,4519955526702573;0,08005536318306211;0,8492122715553421;0;0,7616884386760919;0,1;1,320206279391837;1,04667704918033;0;0;0;0;0;0;3,920931006295709;0;0;0;0;0;0;0;0;0;0;1,3318956573501677;0;0,1;0;0;6,8508668852459;0;0;0,6531145523852582;0;2,44978147540984;-4,10037475409836;4,639768079011921;1,6589576760987004;1,1839498779097004;3,9940856642443925;-19,64050737704918;
3901;2.17:01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9934974606791513;0;0;0,36841058414653494;0,02;0,9217295743248689;0;0;0,45497188371552955;0;0;0;3,7188701735568213;3,452732621778008;0,08005695273156349;0,849266036167233;0;0,7616917485390319;0,1;1,3202109742259964;1,04667704918033;0;0;0;0;0;0;3,9210044159537043;0;0;0;0;0;0;0;0;0;0;1,3319420842264247;0;0,1;0;0;6,8508668852459;0;0;0,6531553390875364;0;2,44978147540984;-4,10037475409836;4,640756549699145;1,6591132763450576;1,1839825398815718;3,994153653248282;-19,6402268852459;
3902;2.17:02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9935762115018327;0;0;0,3684138215695118;0,02;0,9217502079303188;0;0;0,4549795515211232;0;0;0;3,7191019428769057;3,4527795970224613;0,08006165219016555;0,8492663352572868;0;0,7617012243174829;0,1;1,320211577793285;1,04667704918033;0;0;0;0;0;0;3,921060727622419;0;0;0;0;0;0;0;0;0;0;1,332065215536836;0;0,1;0;0;6,850903278688531;0;0;0,6531679087421558;0;2,44978147540984;-4,10037475409836;4,640851229272004;1,6591632942447894;1,1841799853354145;3,9946915828054474;-19,6402268852459;
3903;2.17:03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9936161697029675;0;0;0,3684281406072732;0,02;0,921771763090592;0;0;0,45508202112153756;0;0;0;3,7220916971328317;3,4535371644945614;0,08006206589975981;0,8492702345733525;0;0,761704785396522;0,1;1,3202121581213702;1,04668459016393;0;0;0;0;0;0;3,9213330205297274;0;0;0;0;0;0;0;0;0;0;1,332066124335682;0;0,1;0;0;6,850903278688531;0;0;0,6531972422672065;0;2,44978147540984;-4,10037475409836;4,640858834475157;1,6591990139147224;1,1842164729360725;3,994695600777094;-19,6402268852459;
3904;2.17:04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,99370944439381;0;0;0,3684355062909651;0,02;0,9217815695592788;0;0;0,4551289295673981;0;0;0;3,726693145031846;3,453862685390793;0,08007182810878095;0,8492822252934487;0;0,761758792163066;0,1;1,3202149289318583;1,04668459016393;0;0;0;0;0;0;3,92163782095049;0;0;0;0;0;0;0;0;0;0;1,3320852730248238;0;0,1;0;0;6,850903278688531;0;0;0,65323226061905;0;2,44978147540984;-4,10037475409836;4,640883480744707;1,6592266821682815;1,1842684709747264;3,994962513822723;-19,640189672131143;
3905;2.17:05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9937710884572633;0;0;0,36848775431748554;0,02;0,9217954764622476;0;0;0,455179116471878;0;0;0;3,727725189292568;3,4539147760963482;0,08007408571674919;0,8493432387399394;0;0,7617680384347686;0,1;1,3202163682698365;1,04668459016393;0;0;0;0;0;0;3,921702620735978;0;0;0;0;0;0;0;0;0;0;1,3321481844809948;0;0,1;0;0;6,85119327868852;0;0;0,6532434403922253;0;2,44978147540984;-4,10037475409836;4,640928447196725;1,6593432016468472;1,184289573031356;3,9949801265710523;-19,640189672131143;
3906;2.17:06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9937903689471166;0;0;0,3685639895269577;0,02;0,9218144037083131;0;0;0,4552062815180291;0;0;0;3,7337234274740667;3,4542172171146444;0,08007457457646329;0,8494078751013122;0;0,7617849208268447;0,1;1,320217066591347;1,04668459016393;0;0;0;0;0;0;3,9217586580893613;0;0;0;0;0;0;0;0;0;0;1,3321899684533207;0;0,1;0;0;6,85119327868852;0;0;0,6532477330502143;0;2,44978147540984;-4,10037475409836;4,641105152539248;1,6594001697188985;1,1843464372692256;3,9950221848395016;-19,640189672131143;
3907;2.17:07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9938282720264633;0;0;0,36856565845922584;0,02;0,9218259843900263;0;0;0,4552081041958539;0;0;0;3,7366790434871944;3,4542625357678793;0,08007622736427393;0,8494356110706939;0;0,7618194340581312;0,1;1,3202315908717426;1,04671770491803;0;0;0;0;0;0;3,9219881328118964;0;0;0;0;0;0;0;0;0;0;1,3321919586735202;0;0,1;0;0;6,85119327868852;0;0;0,6532691635189455;0;2,44978147540984;-4,10037475409836;4,641542607277228;1,6596735575966268;1,1843606898163037;3,9950898077379193;-19,64007081967214;
3908;2.17:08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9938563243445038;0;0;0,3685847654579377;0,02;0,9218899055749845;0;0;0,4552304017643106;0;0;0;3,7367625873315156;3,4544952973750114;0,08008080497321148;0,8494433401001342;0;0,7618246733797694;0,1;1,3202619205212656;1,04671770491803;0;0;0;0;0;0;3,92235768647336;0;0;0;0;0;0;0;0;0;0;1,332228902577007;0;0,1;0;0;6,85119327868852;0;0;0,6533164438228088;0;2,44978147540984;-4,10037475409836;4,6416152515377584;1,6596861097037692;1,1843827862836134;3,995122010698911;-19,64007081967214;
3909;2.17:09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9939243356158878;0;0;0,3685945560810196;0,02;0,9218912080157043;0;0;0,4552371630227318;0;0;0;3,74065306583479;3,4553206715458376;0,08008418052646615;0,8494986636200047;0;0,7618289003298712;0,1;1,3202676579581898;1,04671770491803;0;0;0;0;0;0;3,9224180547812653;0;0;0;0;0;0;0;0;0;0;1,3322515985931802;0;0,1;0;0;6,8514950819672205;0;0;0,6533247242476861;0;2,44978147540984;-4,10037475409836;4,641649886003026;1,6597374586385658;1,1844051501479989;3,995262742574381;-19,64007081967214;
3910;2.17:10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9939351019282618;0;0;0,368605672429902;0,02;0,9218918922730318;0;0;0,4552392371917678;0;0;0;3,7419312410967223;3,4555505684951564;0,08008793216568129;0,8495246812158536;0;0,761829361934481;0,1;1,3202942281248156;1,0468162295082;0;0;0;0;0;0;3,92257723297821;0;0;0;0;0;0;0;0;0;0;1,3323006861488549;0;0,1;0;0;6,8514950819672205;0;0;0,6533387059800102;0;2,44978147540984;-4,10037475409836;4,641689291127197;1,6597707857204698;1,184459061357816;3,9956242500092776;-19,64007081967214;
3911;2.17:11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,993945695678082;0;0;0,36860834132022136;0,02;0,921944764001825;0;0;0,4552426722950871;0;0;0;3,7441558872927945;3,456431899751994;0,080088799754732;0,8495816642176731;0;0,7618326781845802;0,1;1,3202945615561654;1,0468162295082;0;0;0;0;0;0;3,9226979131340283;0;0;0;0;0;0;0;0;0;0;1,3323018561233173;0;0,1;0;0;6,8514950819672205;0;0;0,6533660835005517;0;2,44978147540984;-4,10037475409836;4,641852702659669;1,6598505424015169;1,184587643490336;3,9957063465867817;-19,64007081967214;
3912;2.17:12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,994027427482232;0;0;0,36861492393705114;0,02;0,9219511198335231;0;0;0,45528236230861246;0;0;0;3,746598031821982;3,4566470396206856;0,08009258018613272;0,8496288489419915;0;0,7618406922593813;0,1;1,3202976745063402;1,04685737704918;0;0;0;0;0;0;3,922727801511233;0;0;0;0;0;0;0;0;0;0;1,3323765059354404;0;0,1;0;0;6,8515437704918;0;0;0,6534090450339626;0;2,44978147540984;-4,10037475409836;4,641951407456512;1,659858272848523;1,1845994715988792;3,9961004263131668;-19,63993868852459;
3913;2.17:13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,99405876026157;0;0;0,3686400919105057;0,02;0,9219632879404063;0;0;0,45529555393601584;0;0;0;3,756419491841396;3,4569360625374825;0,08009290983351111;0,8496531009606757;0;0,761861193633197;0,1;1,3202984032357237;1,0471368852459;0;0;0;0;0;0;3,92277231281355;0;0;0;0;0;0;0;0;0;0;1,3324381175727067;0;0,1;0;0;6,8515437704918;0;0;0,6534118776913023;0;2,44978147540984;-4,10037475409836;4,642030800400129;1,6599778262628495;1,1846511445589722;3,9961011343704085;-19,63993868852459;
3914;2.17:14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9942896301774615;0;0;0,36864317292077675;0,02;0,921994656994992;0;0;0,45530874211021943;0;0;0;3,7576726828313753;3,4571705581601844;0,08009397434653193;0,8496877576134171;0;0,7618700119927909;0,1;1,3202995679050633;1,0471368852459;0;0;0;0;0;0;3,9227749068569353;0;0;0;0;0;0;0;0;0;0;1,3324563422664333;0;0,1;0;0;6,85169573770491;0;0;0,6534474014906957;0;2,44978147540984;-4,10037475409836;4,642114986864331;1,6600023345090875;1,1846647704419344;3,996136643484863;-19,63993868852459;
3915;2.17:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9942942551741758;0;0;0,3686809850378439;0,02;0,9220368297023898;0;0;0,4553208388062626;0;0;0;3,758653892189676;3,4572156978608124;0,08009402478665642;0,8497882465331879;0;0,7619106248524801;0,1;1,320303810402352;1,04717459016393;0;0;0;0;0;0;3,922854739612224;0;0;0;0;0;0;0;0;0;0;1,3324662974806731;0;0,1;0;0;6,85169573770491;0;0;0,653471522864254;0;2,44978147540984;-4,10037475409836;4,642573012083505;1,6600075439112167;1,184683975303891;3,9961368168858824;-19,63993868852459;
3916;2.17:16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9943719060796583;0;0;0,3686838795120216;0,02;0,9220483467147411;0;0;0,4553498965836553;0;0;0;3,759898165002727;3,4580006891353747;0,08009692102213171;0,849812516665293;0;0,7619289310931998;0,1;1,3203066480689754;1,04717459016393;0;0;0;0;0;0;3,9229751474457077;0;0;0;0;0;0;0;0;0;0;1,3324742519292185;0;0,1;0;0;6,85169573770491;0;0;0,6534834633984078;0;2,44978147540984;-4,10037475409836;4,642718306338514;1,6600634883887648;1,184704827059217;3,996142325804231;-19,63974180327869;
3917;2.17:17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,994414103077526;0;0;0,368688258714975;0,02;0,9220983531696985;0;0;0,45537035573394324;0;0;0;3,7623537360581407;3,4580182894767852;0,08009894836935802;0,8498189526189232;0;0,761930517640613;0,1;1,3203113406734508;1,04725983606557;0;0;0;0;0;0;3,923131225541674;0;0;0;0;0;0;0;0;0;0;1,3324837281460717;0;0,1;0;0;6,8517897704918;0;0;0,65350483610457;0;2,44978147540984;-4,10037475409836;4,6427480181938305;1,660193232711219;1,1847605210868213;3,9961810699305294;-19,63974180327869;
3918;2.17:18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9944699411214457;0;0;0,36871726800871096;0,02;0,9221129566051198;0;0;0,45537149614887945;0;0;0;3,7642901637587176;3,4582028986984557;0,08010331668191943;0,8498474979737048;0;0,7619339731783386;0,1;1,3203154757320272;1,04725983606557;0;0;0;0;0;0;3,923209422349756;0;0;0;0;0;0;0;0;0;0;1,3325222539417183;0;0,1;0;0;6,8517897704918;0;0;0,6535358131615765;0;2,44978147540984;-4,10037475409836;4,64307967449546;1,6602365332645563;1,1847692121159854;3,9962077397205773;-19,63974180327869;
3919;2.17:19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9945136736788234;0;0;0,3687235018638771;0,02;0,9221375227619699;0;0;0,45541487878986164;0;0;0;3,765315868932886;3,4583850744626585;0,08010573977431183;0,8498810167789979;0;0,7620079123887946;0,1;1,3203180450968142;1,04725983606557;0;0;0;0;0;0;3,923240572078711;0;0;0;0;0;0;0;0;0;0;1,332574934883209;0;0,1;0;0;6,85179147540984;0;0;0,6535885501213066;0;2,44978147540984;-4,10037475409836;4,643330174234138;1,660319374041112;1,1847736464428067;3,9963376810801954;-19,639541311475412;
3920;2.17:20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9945643681524161;0;0;0,3687259036668701;0,02;0,9221555873656513;0;0;0,4554312811008939;0;0;0;3,7677273201075354;3,4590210659387712;0,080109684371736;0,849882414805829;0;0,7620398029005491;0,1;1,32032046895575;1,04725983606557;0;0;0;0;0;0;3,923309596591764;0;0;0;0;0;0;0;0;0;0;1,332576471814735;0;0,1;0;0;6,85179147540984;0;0;0,6536231691920309;0;2,44978147540984;-4,10037475409836;4,643609885030569;1,6603866640903995;1,1848913827859575;3,9963706511639963;-19,639541311475412;
3921;2.17:21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9946185345408067;0;0;0,3687646160854724;0,02;0,9222308904187708;0;0;0,4554407490113671;0;0;0;3,768187659823151;3,4591504705753398;0,08010984938440938;0,8498984119571162;0;0,7620706235502219;0,1;1,3203271906283014;1,04808213114754;0;0;0;0;0;0;3,9234472876086968;0;0;0;0;0;0;0;0;0;0;1,33261435454332;0;0,1;0;0;6,85179147540984;0;0;0,6536786695318969;0;2,44978147540984;-4,10037475409836;4,643653013762661;1,6605011700435137;1,1848929991412205;3,99649857422582;-19,639541311475412;
3922;2.17:22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9946481428043734;0;0;0,3687696637202389;0,02;0,9222326716974925;0;0;0,4554551815230303;0;0;0;3,7683644190959513;3,4591605351571397;0,08011061645444936;0,8500342785678499;0;0,7620773100765377;0,1;1,3203288875695984;1,04808213114754;0;0;0;0;0;0;3,923484047170511;0;0;0;0;0;0;0;0;0;0;1,3327092395276983;0;0,1;0;0;6,85179147540984;0;0;0,6536828080508422;0;2,44978147540984;-4,10037475409836;4,64367534272591;1,6605726219251973;1,1849046789786581;3,996555643305351;-19,639541311475412;
3923;2.17:23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9946751956619588;0;0;0,3687702808613095;0,02;0,9222383993080904;0;0;0,45546318060069696;0;0;0;3,770312797568764;3,4593211902942276;0,08011098679668499;0,8501393785536273;0;0,7621299752650657;0,1;1,32033840239462;1,04808213114754;0;0;0;0;0;0;3,9238092935909767;0;0;0;0;0;0;0;0;0;0;1,3328614806709236;0;0,1;0;0;6,8518439344262205;0;0;0,6537705293738544;0;2,44978147540984;-4,10037475409836;4,6436953014183855;1,6605761749356491;1,184984675712792;3,996669816788268;-19,639541311475412;
3924;2.17:24:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9946983219916794;0;0;0,36881150197656043;0,02;0,922261361366435;0;0;0,45547191635915124;0;0;0;3,7720212095279537;3,4593754407086426;0,08011110760366218;0,8503206367430396;0;0,7621468289606285;0,1;1,320348918336719;1,04828836065574;0;0;0;0;0;0;3,923812399171831;0;0;0;0;0;0;0;0;0;0;1,3328620051814875;0;0,1;0;0;6,8518439344262205;0;0;0,6538080012374675;0;2,44978147540984;-4,10037475409836;4,644196848294263;1,660585182656272;1,1851517970617726;3,9970693180351655;-19,639541311475412;
3925;2.17:25:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9947026334449465;0;0;0,3688198266759967;0,02;0,9222988301003814;0;0;0,4554752324556975;0;0;0;3,774307048510516;3,459635095561079;0,08011143806471871;0,8503665785542524;0;0,7621493037846895;0,1;1,3203560686939548;1,04828836065574;0;0;0;0;0;0;3,9241539664842593;0;0;0;0;0;0;0;0;0;0;1,3329444251423164;0;0,1;0;0;6,8518439344262205;0;0;0,6538120493162617;0;2,44978147540984;-4,10037475409836;4,644233270411676;1,660595607414289;1,1852218543829791;3,997343658602286;-19,639302622950822;
3926;2.17:26:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9947331496253184;0;0;0,3688464151981848;0,02;0,9224357876997837;0;0;0,4554769487065569;0;0;0;3,774937376219534;3,459780895435197;0,08011759829049508;0,8503751994959523;0;0,7621583614092011;0,1;1,3203571190472931;1,04828836065574;0;0;0;0;0;0;3,924189355354801;0;0;0;0;0;0;0;0;0;0;1,3329842080767482;0;0,1;0;0;6,8518439344262205;0;0;0,6538200547365338;0;2,44978147540984;-4,10037475409836;4,644349567932879;1,6606151711117907;1,1852391240932083;3,9977229186032255;-19,639302622950822;
3927;2.17:27:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9947530451107547;0;0;0,36885669070499494;0,02;0,922446682046637;0;0;0,45547703724968414;0;0;0;3,7780764546356336;3,460061437299605;0,08011856253665973;0,8504045669533734;0;0,7621691342434317;0,1;1,320358083710254;1,04828836065574;0;0;0;0;0;0;3,9243012405254296;0;0;0;0;0;0;0;0;0;0;1,3330891644990208;0;0,1;0;0;6,8518439344262205;0;0;0,6538257162071579;0;2,44978147540984;-4,10037475409836;4,644650192825294;1,6606575756712283;1,185301587960884;3,9977621819044473;-19,639302622950822;
3928;2.17:28:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9948538674591425;0;0;0,3688736959518752;0,02;0,922495408132632;0;0;0,45550209474079967;0;0;0;3,7846894581075556;3,4607108545244856;0,08011912945739542;0,8504340053477897;0;0,7621776984317306;0,1;1,3203583155914418;1,04845278688525;0;0;0;0;0;0;3,9245765045901173;0;0;0;0;0;0;0;0;0;0;1,3330902615874882;0;0,1;0;0;6,85196377049181;0;0;0,6538341884805181;0;2,44978147540984;-4,10037475409836;4,64509409167715;1,6607057517357058;1,185340626400673;3,997852164988754;-19,639302622950822;
3929;2.17:29:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9948783282779339;0;0;0,36890488204600186;0,02;0,922508401870302;0;0;0,4555202096322373;0;0;0;3,784980838077539;3,4608497326256495;0,08012148087433449;0,8505042310780295;0;0,762180834633808;0,1;1,3203615335533772;1,04919180327869;0;0;0;0;0;0;3,924578343106437;0;0;0;0;0;0;0;0;0;0;1,3331220028684987;0;0,1;0;0;6,85196377049181;0;0;0,6538530099780827;0;2,44978147540984;-4,10037475409836;4,645288977498417;1,6607362145670113;1,1853559737571655;3,9979537797548734;-19,6392824590164;
3930;2.17:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,994880719726727;0;0;0,3689180252333084;0,02;0,9225527342363182;0;0;0,4555473137600212;0;0;0;3,7857411463957336;3,461069703667095;0,080121943200788;0,8505228661761445;0;0,7621816946349881;0,1;1,3203615996435296;1,04919180327869;0;0;0;0;0;0;3,9246958066972315;0;0;0;0;0;0;0;0;0;0;1,3331585927573817;0;0,1;0;0;6,85196377049181;0;0;0,6538546833103128;0;2,44978147540984;-4,10037475409836;4,64535102746416;1,6608555466001118;1,1854315438798064;3,9982922611780634;-19,6392824590164;
3931;2.17:31:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9948841249121003;0;0;0,3689515555542421;0,02;0,9226131175489845;0;0;0,4555837190320303;0;0;0;3,7870765204279615;3,4611015990675735;0,08012194625128893;0,8505763155343427;0;0,7621940560063736;0,1;1,3203728399809764;1,04919180327869;0;0;0;0;0;0;3,924721606910481;0;0;0;0;0;0;0;0;0;0;1,3332969948633322;0;0,1;0;0;6,85196377049181;0;0;0,653869091050854;0;2,44978147540984;-4,10037475409836;4,645608977410955;1,6610510324015735;1,1854820777246189;3,9983712050239593;-19,6392824590164;
3932;2.17:32:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9949147203529567;0;0;0,3689578784467672;0,02;0,92266369973385;0;0;0,45560009228432163;0;0;0;3,78755784439908;3,462067512891011;0,0801219604650302;0,8505880798294762;0;0,7621952386432289;0,1;1,3203739848589093;1,04925295081967;0;0;0;0;0;0;3,9250397591729698;0;0;0;0;0;0;0;0;0;0;1,3333043599978613;0;0,1;0;0;6,85196377049181;0;0;0,6538881741500967;0;2,44978147540984;-4,10037475409836;4,6462432117341095;1,661064674109284;1,1855216950335208;3,9983910145447763;-19,6392824590164;
