Inner Device Heat Gains.Time;Calender;Bathroom Light (20W);Bathroom Mirror Light 10 W (LED);Kitchen Light (20W);Cellar Light (20W);Living Room Light (Energy Saving Lamp, 20W);Bedroom Light (20W);Children Room Light Device (20W);AFK BM-2N;Eye Glass Cleaner Grundig UC 5020;Clatronic MS 3249 Milk Foamer;Nespresso Coffee Machine, Single Cup;AEG PN 2200 RX 4935365097;Hand-held Circular Saw / Bosch PKS 46;Skil 4270;Polishing Machine / Flex L 602 VR;Dishwasher NEFF SD6P1F (2011);Christopeit Treadmill TM 2 Pro;Lawn Mower / Sabo 32-EL;Digitalpiano / Kawai CN-23;Lamp Ikea V1017 Jansjo;AEG SB 2E 650 R;Cordless Screwdriver / Bosch PSR 18 LI-2;Electric Kettle / Petra WK288 1.5L;Energy Saving Lamp / EL-REF 11 E27;CD/DVD Player / Philips DVDR 725 H;TV Medion MD20123_DE_A;SAT Receiver / Kathrein UFS913;Egg Cooker / Russell Hobbs 14048-56 Stylo;Juicer / Moulinex Vitafruit;Kitchen radio / AEG KRC 4323 CD;Single Stove Plate;Food Slicer / DOMO Schneidemaschine DO521S;Toaster Salco MT 400;PC / Acer 8400;PC Monitor / Fujitsu Siemens Scaleoview D19-1;Epson Stylus Color 860;TASKalfa 180;Canon CanoScan LIDE 110;TFT Monitor Samsung S27C750P;Active Speaker Trust Tytan 2.1;Gaming Computer;Cell Phone Samsung Charging;Miele DG 1450;Handmixer / Phillips Robust HR 1581;Westinghouse Fanaway;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power;Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind;Microwave / Panasonic NN 5259;Kitchen Machine Bosch UM4VE2B;Extractor Hood / Miele DA 429-4;Miele DA 61;Deep Fryer / DeLonghi F 28311.W Rotofritteuse;Ricecooker / Tristar RK-6112;Steam Cooker / Phillips HD9140;Immersion Blender Noah Hit Top;Fondue / Unold 48746 Asia;Bauknecht GTE 260;Dryer / Miele T 8626 WP;Electronic Hometrainer / Kettler Satura E;Hair Dryer Braun Silencio 1250;Laptop Sony Vaio SVE151G11M;Steam Iron / Phillips GC 4410;Washing Machine / Bosch WAE 28143;Phone Siemens Gigaset C320;Canister vacuum cleaner / Siemens VS 06 G 1831;External Harddrive Iomega 3.5";Nintendo Wii;Siemens Kl 20 LA 65 (A+);Electric Razor Braun Cruzer 5;Electric Toothbrush Dondodent Professional Clean;Samsung CLP-315W;Fax / Phillips Faxjet 525 Primo (IPF525);Microsoft Xbox 360;Yamaha RX-V667;Router O2 Box 6431;
686;11:26:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
687;11:27:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
688;11:28:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
689;11:29:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
690;11:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
691;11:31:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;1;5;5;5;5;5;5;10;
692;11:32:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
693;11:33:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
694;11:34:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
695;11:35:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
696;11:36:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
697;11:37:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
698;11:38:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
699;11:39:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
700;11:40:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;7;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
701;11:41:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
702;11:42:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
703;11:43:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;1;5;5;5;5;5;5;10;
704;11:44:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
705;11:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
706;11:46:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
707;11:47:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
708;11:48:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;3;5;5;5;5;5;5;10;
709;11:49:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;3;5;5;5;5;5;5;10;
710;11:50:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;3;5;5;5;5;5;5;10;
711;11:51:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;4;5;5;5;5;5;5;10;
712;11:52:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
713;11:53:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
714;11:54:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
715;11:55:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
716;11:56:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;3;5;5;5;5;5;5;10;
717;11:57:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
718;11:58:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
719;11:59:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
720;12:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;1;5;5;5;5;5;5;10;
721;12:01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
722;12:02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;1;5;5;5;5;5;5;10;
723;12:03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;1;5;5;5;5;5;5;10;
724;12:04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;1;5;5;5;5;5;5;10;
725;12:05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;2;5;5;5;5;5;5;10;
726;12:06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;2;10;0;0;5;0;5;5;5;5;5;5;10;
727;12:07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
728;12:08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
729;12:09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
730;12:10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
731;12:11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;1;10;0;0;5;2;5;5;5;5;5;5;10;
732;12:12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
733;12:13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
734;12:14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
735;12:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;2;0;5;0;5;0;1;10;0;0;5;1;5;5;5;5;5;5;10;
736;12:16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
737;12:17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;1;5;5;5;5;5;5;10;
738;12:18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
739;12:19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
740;12:20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
741;12:21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;1;5;5;5;5;5;5;10;
742;12:22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
743;12:23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
744;12:24:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
745;12:25:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
746;12:26:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
747;12:27:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
748;12:28:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;1;5;5;5;5;5;5;10;
749;12:29:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
750;12:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
751;12:31:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
752;12:32:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
753;12:33:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
754;12:34:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
755;12:35:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
756;12:36:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
757;12:37:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;0;5;5;5;5;5;5;10;
758;12:38:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;1;5;5;5;5;5;5;10;
759;12:39:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;1;5;5;5;5;5;5;10;
760;12:40:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;1;5;5;5;5;5;5;10;
761;12:41:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;1;5;5;5;5;5;5;10;
762;12:42:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;1;5;5;5;5;5;5;10;
763;12:43:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;6;1;0;0;1;0;1;5;0;1;0;0;0;0;0;1;1;0;5;0;5;0;1;10;0;0;5;2;5;5;5;5;5;5;10;
