Reactive.Time;Time span;Bathroom Light (60W) [var];Bathroom Mirror Light 100W (Conventional) [var];Children Room Light Device (20W) [var];Living Room Light (60W) [var];Bedroom Light (200W) [var];Kitchen Light (20W) [var];Electric Kettle / Petra WK288 1.5L [var];CD/DVD Player / Philips DVDR 725 H [var];Phillips 32-9615 [var];SAT Receiver / Kathrein UFS913 [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Moulinex electronic 833 [var];Kitchen radio / AEG KRC 4323 CD [var];Single Stove Plate [var];Coffee Machine / Braun KF 580E [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster / Tefal Vario [var];Extractor Hood / Miele DA 429-4 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [var];Microwave / Panasonic NN-CD757W [var];Miele H 5241 B [var];Miele DA 61 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Laptop Sony Vaio SVE151G11M [var];Washing Machine / Bosch WFS 8000 [var];Hair Dryer / Braun Satin Pro 2200 Ion Care [var];LED Lamp Globe E 14 Ambient 3W matt [var];Vacuum Cleaner FiF [var];Yamaha RX-V667 [var];Liebherr CBP 4056-20A [var];Electric Tooth Brush / Phillips HX9332 [var];Phone Siemens Gigaset C320 [var];Router / AVM FRITZ! Box Fon WLAN 7390 [var];
4460;3.02:20:00;0;0;0;0;0;0;0;0,3689971632720356;1,1365409421082304;0,46419870383019;0;0;0,45827722233045415;0;0;0;0;0;0;8,129052541849203;0;0;0;0,1;0;0;0;0;4,069576212998633;0;0,6792003263142886;3,43873639344262;2,7139104339553026;
4461;3.02:21:00;0;0;0;0;0;0;0;0,3690118226461518;1,1365451172241126;0,4642626631095054;0;0;0,4583036966228839;0;0;0;0;0;0;8,129185175459538;0;0;0;0,1;0;0;0;0;4,069816463372762;0;0,6792152844193438;3,43873639344262;2,713973415001916;
4462;3.02:22:00;0;0;0;0;0;0;0;0,36902780144393255;1,1365747313212973;0,464301656630825;0;0;0,4583252040674309;0;0;0;0;0;0;8,129279895638119;0;0;0;0,1;0;0;0;0;4,0699156613727165;0;0,6792256234715586;3,43873639344262;2,714018167719393;
4463;3.02:23:00;0;0;0;0;0;0;0;0,36906215266787235;1,1366274010289819;0,4643078606013875;0;0;0,45832749961145264;0;0;0;0;0;0;8,129656694280905;0;0;0;0,1;0;0;0;0;4,069934457641761;0;0,6792333836551113;3,43873639344262;2,7142174204572806;
4464;3.02:24:00;0;0;0;0;0;0;0;0,36906372598623577;1,1366722841814256;0,46431414684306926;0;0;0,458338597989448;0;0;0;0;0;0;8,130296114091248;0;0;0;0,1;0;0;0;0;4,069966319950442;0;0,6792351902570776;3,43873639344262;2,7143478280585653;
4465;3.02:25:00;0;0;0;0;0;0;0;0,36906487159793133;1,1367898474945015;0,4643637785016638;0;0;0,45834881444404924;0;0;0;0;0;0;8,130641609386108;0;0;0;0,1;0;0;0;0;4,070006669277862;0;0,6792438313883363;3,43873639344262;2,7145303624750023;
4466;3.02:26:00;0;0;0;0;0;0;0;0,3690802115799482;1,1368251100812223;0,4644004607063665;0;0;0,45839946043786095;0;0;0;0;0;0;8,130782120554901;0;0;0;0,1;0;0;0;0;4,070126660390242;0;0,6792668938111368;3,43873639344262;2,714541279830655;
4467;3.02:27:00;0;0;0;0;0;0;0;0,36908419165606493;1,1368910024035275;0,46440422894856137;0;0;0,45844881941588267;0;0;0;0;0;0;8,130914042780963;0;0;0;0,1;0;0;0;0;4,07029273172682;0;0,6792675276123099;3,43873639344262;2,714693842926054;
4468;3.02:28:00;0;0;0;0;0;0;0;0,3690892101652885;1,1369148504785598;0,46440888654165696;0;0;0,45851588270138305;0;0;0;0;0;0;8,131074048669856;0;0;0;0,1;0;0;0;0;4,070454007202338;0;0,6792928115018899;3,43873639344262;2,7147028523093617;
4469;3.02:29:00;0;0;0;0;0;0;0;0,36911084659706395;1,136924223614845;0,4644298232624509;0;0;0,4585205904983185;0;0;0;0;0;0;8,131272746219167;0;0;0;0,1;0;0;0;0;4,070604861662014;0;0,6793088779738147;3,43873639344262;2,7147304873526745;
4470;3.02:30:00;0;0;0;0;0;0;0;0,36912282855719236;1,1369475545861578;0,4644651333268514;0;0;0,45858379037098745;0;0;0;0;0;0;8,132200563026164;0;0;0;0,1;0;0;0;0;4,0709026085859294;0;0,679319632995366;3,43873639344262;2,714759491730891;
4471;3.02:31:00;0;0;0;0;0;0;0;0,3691413675091407;1,1371247852973918;0,464507599245113;0;0;0,45860530202976885;0;0;0;0;0;0;8,132228798901341;0;0;0;0,1;0;0;0;0;4,070980086233641;0;0,679381650598013;3,43873639344262;2,7148165265779527;
4472;3.02:32:00;0;0;0;0;0;0;0;0,3691863734647204;1,1371901499097774;0,46453227207664993;0;0;0,4586124024459388;0;0;0;0;0;0;8,132256572282435;0;0;0;0,1;0;0;0;0;4,071007490694494;0;0,679399519911609;3,43873639344262;2,714927089150163;
4473;3.02:33:00;0;0;0;0;0;0;0;0,36919466428692743;1,137223831961833;0,46454717408685126;0;0;0,4586381563623428;0;0;0;0;0;0;8,132510615028412;0;0;0;0,1;0;0;0;0;4,071099364694824;0;0,6794064486249716;3,43873639344262;2,7151664439608854;
4474;3.02:34:00;0;0;0;0;0;0;0;0,369209528026536;1,1372448263555275;0,46459362149551936;0;0;0,45864443907159713;0;0;0;0;0;0;8,132522551926153;0;0;0;0,1;0;0;0;0;4,071260382225219;0;0,6794081307774105;3,43873639344262;2,715298318452602;
4475;3.02:35:00;0;0;0;0;0;0;0;0,36920975977215664;1,1372955501005422;0,46463432463795634;0;0;0,45866362740046523;0;0;0;0;0;0;8,132802233081339;0;0;0;0,1;0;0;0;0;4,071487670006369;0;0,6794162501728979;3,43873639344262;2,7153132051806255;
4476;3.02:36:00;0;0;0;0;0;0;0;0,3692413493298357;1,137332877008611;0,46464872815243763;0;0;0,45868141525829603;0;0;0;0;0;0;8,132954520763043;0;0;0;0,1;0;0;0;0;4,071488761889722;0;0,679441860362792;3,43873639344262;2,7153628320494763;
4477;3.02:37:00;0;0;0;0;0;0;0;0,36926384040121774;1,1373464790326628;0,4646573038429395;0;0;0,4587314536189722;0;0;0;0;0;0;8,133219043751193;0;0;0;0,1;0;0;0;0;4,07155091988353;0;0,6794443333823911;3,43873639344262;2,715520741743484;
4478;3.02:38:00;0;0;0;0;0;0;0;0,3692892344145653;1,13736235959866;0,46466268636527613;0;0;0,4587315678315836;0;0;0;0;0;0;8,133276435762735;0;0;0;0,1;0;0;0;0;4,071617117225667;0;0,6794566028097565;3,43873639344262;2,7157393915253927;
4479;3.02:39:00;0;0;0;0;0;0;0;0,3693026775231764;1,1373934783526918;0,46466738966701093;0;0;0,4587345725284007;0;0;0;0;0;0;8,133570530370658;0;0;0;0,1;0;0;0;0;4,071727977389796;0;0,6794762126232544;3,43873639344262;2,7157473218164268;
4480;3.02:40:00;0;0;0;0;0;0;0;0,369349665559318;1,1374158706346564;0,4647090743884709;0;0;0,4587387976894529;0;0;0;0;0;0;8,133755927610652;0;0;0;0,1;0;0;0;0;4,071941579022448;0;0,679478047510912;3,43873639344262;2,7160086741101495;
4481;3.02:41:00;0;0;0;0;0;0;0;0,3693707237661212;1,1374534469024407;0,4647096391688091;0;0;0,45874973349207554;0;0;0;0;0;0;8,133883090897681;0;0;0;0,1;0;0;0;0;4,071953710046631;0;0,6794804612215294;3,43873639344262;2,7160574310299315;
4482;3.02:42:00;0;0;0;0;0;0;0;0,3693863556626145;1,13763628749216;0,464714541226472;0;0;0,45875631913928605;0;0;0;0;0;0;8,1341756071471;0;0;0;0,1;0;0;0;0;4,072052732920736;0;0,6795096571519785;3,43873639344262;2,716061320293821;
4483;3.02:43:00;0;0;0;0;0;0;0;0,3694087829267578;1,1376827674468275;0,46479944146078256;0;0;0,4587866854718887;0;0;0;0;0;0;8,134747946818946;0;0;0;0,1;0;0;0;0;4,072169597125161;0;0,6795409082383657;3,43873639344262;2,7161571125836974;
4484;3.02:44:00;0;0;0;0;0;0;0;0,36942770430165794;1,1377078679552999;0,46480039820559377;0;0;0,4588001772186723;0;0;0;0;0;0;8,135770978339172;0;0;0;0,1;0;0;0;0;4,0725419042730735;0;0,67963006265056;3,43873639344262;2,7161665028521167;
4485;3.02:45:00;0;0;0;0;0;0;0;0,36944330877945797;1,1377259644119253;0,4648245890371694;0;0;0,458832769062949;0;0;0;0;0;0;8,136633244639711;0;0;0;0,1;0;0;0;0;4,072575952108935;0;0,6796712889202792;3,43873639344262;2,716355126375483;
4486;3.02:46:00;0;0;0;0;0;0;0;0,36946902285610655;1,1377556384931118;0,4648287862640902;0;0;0,4588380143512411;0;0;0;0;0;0;8,137128011095548;0;0;0;0,1;0;0;0;0;4,072622615209025;0;0,6796972129317476;3,43873639344262;2,716476372989025;
4487;3.02:47:00;0;0;0;0;0;0;0;0,3694822154907861;1,1377641147494244;0,46483773565539716;0;0;0,4588621295892305;0;0;0;0;0;0;8,137482379684633;0;0;0;0,1;0;0;0;0;4,0727327906359765;0;0,6797178331591206;3,43873639344262;2,716485013610751;
4488;3.02:48:00;0;0;0;0;0;0;0;0,3694897342037436;1,1378622655413884;0,4648417409349923;0;0;0,4588629597399206;0;0;0;0;0;0;8,137804832859693;0;0;0;0,1;0;0;0;0;4,0728162663455;0;0,6797278718750174;3,43873639344262;2,7165218809201743;
4489;3.02:49:00;0;0;0;0;0;0;0;0,36950792671229815;1,1378829224713445;0,4648432097205299;0;0;0,4588653382343702;0;0;0;0;0;0;8,138119729818971;0;0;0;0,1;0;0;0;0;4,072915635233961;0;0,6797546971554408;3,43873639344262;2,7165366795265298;
4490;3.02:50:00;0;0;0;0;0;0;0;0,36950960121403587;1,138053429895462;0,4648575929274198;0;0;0,4588835380224142;0;0;0;0;0;0;8,13815277198008;0;0;0;0,1;0;0;0;0;4,0731165578930195;0;0,679755188546684;3,43873639344262;2,7166687041928395;
4491;3.02:51:00;0;0;0;0;0;0;0;0,3695278136778817;1,1380845611894759;0,46487576298193983;0;0;0,45889043083700726;0;0;0;0;0;0;8,138624093729897;0;0;0;0,1;0;0;0;0;4,0731780724627304;0;0,6797708122824797;3,43873639344262;2,716755815836915;
4492;3.02:52:00;0;0;0;0;0;0;0;0,36953374410265294;1,1380918590527354;0,46488082614470805;0;0;0,4589239953280343;0;0;0;0;0;0;8,139138110797768;0;0;0;0,1;0;0;0;0;4,073470199019656;0;0,6797812149698438;3,43873639344262;2,716791087248714;
4493;3.02:53:00;0;0;0;0;0;0;0;0,36953412546653724;1,1381634794715256;0,46488851992505636;0;0;0,45892775656576157;0;0;0;0;0;0;8,13943019606559;0;0;0;0,1;0;0;0;0;4,07350193362575;0;0,6797828627718437;3,43873639344262;2,7170964713266375;
4494;3.02:54:00;0;0;0;0;0;0;0;0,36963338514297894;1,1382054959915895;0,46489414284681635;0;0;0,45894097303721165;0;0;0;0;0;0;8,139811510939728;0;0;0;0,1;0;0;0;0;4,073611033057753;0;0,6798141206527959;3,43873639344262;2,71722982739941;
4495;3.02:55:00;0;0;0;0;0;0;0;0,36964076185031036;1,13820649669246;0,464898715458486;0;0;0,4589649048050101;0;0;0;0;0;0;8,139963941694532;0;0;0;0,1;0;0;0;0;4,073889668698111;0;0,6798442503230167;3,43873639344262;2,717280879006184;
4496;3.02:56:00;0;0;0;0;0;0;0;0,3696735234795521;1,1383275678275813;0,4649044776549228;0;0;0,45898893602136326;0;0;0;0;0;0;8,139997300591315;0;0;0;0,1;0;0;0;0;4,074060623495881;0;0,6798682941550631;3,43873639344262;2,717312105775036;
4497;3.02:57:00;0;0;0;0;0;0;0;0,36973855069354333;1,1383554286777275;0,4649334118036997;0;0;0,45899697031544917;0;0;0;0;0;0;8,140158940790753;0;0;0;0,1;0;0;0;0;4,074077731508194;0;0,679875279603083;3,43873639344262;2,7175074230236076;
4498;3.02:58:00;0;0;0;0;0;0;0;0,3697522544153899;1,1384112125953199;0,46495440847464564;0;0;0,459000392791059;0;0;0;0;0;0;8,140572598478641;0;0;0;0,1;0;0;0;0;4,074206259178117;0;0,6799239922721367;3,43873639344262;2,7175115002754895;
4499;3.02:59:00;0;0;0;0;0;0;0;0,36978101990002166;1,138413248423921;0,46495515129814236;0;0;0,4590078096618903;0;0;0;0;0;0;8,141076697747671;0;0;0;0,1;0;0;0;0;4,074261998647261;0;0,6799430320824363;3,43873639344262;2,7182130786484873;
4500;3.03:00:00;0;0;0;0;0;0;0;0,36978778618497204;1,1384723785115085;0,46497131301881905;0;0;0,45901556715636915;0;0;0;0;0;0;8,141091945904467;0;0;0;0,1;0;0;0;0;4,074646184235442;0;0,6799728330490988;3,43873639344262;2,7182435652077537;
4501;3.03:01:00;0;0;0;0;0;0;0;0,3698177667938294;1,1384807197357705;0,46497706213408035;0;0;0,45902685128619797;0;0;0;0;0;0;8,14228293416237;0;0;0;0,1;0;0;0;0;4,074738605020465;0;0,6799738547943316;3,43873639344262;2,7185462109241487;
4502;3.03:02:00;0;0;0;0;0;0;0;0,3698811431751129;1,138556792214798;0,46498646058031756;0;0;0,459030033996524;0;0;0;0;0;0;8,143461720534615;0;0;0;0,1;0;0;0;0;4,074911614274975;0;0,6799810235399978;3,43873639344262;2,7185980396465377;
4503;3.03:03:00;0;0;0;0;0;0;0;0,3698976617363572;1,138621994053376;0,464997082897243;0;0;0,4590406911137507;0;0;0;0;0;0;8,143666647891093;0;0;0;0,1;0;0;0;0;4,074983373591026;0;0,6800103528853431;3,43873639344262;2,71866119986008;
4504;3.03:04:00;0;0;0;0;0;0;0;0,36990776936819864;1,1386315311724393;0,46499727727644313;0;0;0,45905807230218065;0;0;0;0;0;0;8,144053833877212;0;0;0;0,1;0;0;0;0;4,075015580171408;0;0,6800289555513188;3,43873639344262;2,7187050870197313;
4505;3.03:05:00;0;0;0;0;0;0;0;0,36991093523629975;1,1386325702351636;0,46500223654578376;0;0;0,4590669301056361;0;0;0;0;0;0;8,14440284509701;0;0;0;0,1;0;0;0;0;4,075252955340306;0;0,6800423544534477;3,43873639344262;2,7187446585627533;
4506;3.03:06:00;0;0;0;0;0;0;0;0,3699259347264337;1,138797029180657;0,4650548566367019;0;0;0,45908673025768787;0;0;0;0;0;0;8,14473651453899;0;0;0;0,1;0;0;0;0;4,07528717085326;0;0,680052992029307;3,43873639344262;2,71887896800528;
4507;3.03:07:00;0;0;0;0;0;0;0;0,3699295802371447;1,1388519281511744;0,4651088082640221;0;0;0,4591213966781961;0;0;0;0;0;0;8,145033590544115;0;0;0;0,1;0;0;0;0;4,075545867502118;0;0,6800531017242687;3,43873639344262;2,7189164915169393;
4508;3.03:08:00;0;0;0;0;0;0;0;0,36993213609467446;1,138967146089554;0,465115654179969;0;0;0,4591350163110597;0;0;0;0;0;0;8,145084732651243;0;0;0;0,1;0;0;0;0;4,0758846421797434;0;0,6800890977215066;3,43873639344262;2,7190165270129754;
4509;3.03:09:00;0;0;0;0;0;0;0;0,3699656524970147;1,1390329456424055;0,4651392208538981;0;0;0,45918808932750094;0;0;0;0;0;0;8,14548680368518;0;0;0;0,1;0;0;0;0;4,076161122668414;0;0,6800896088840415;3,43873639344262;2,7190428601761742;
4510;3.03:10:00;0;0;0;0;0;0;0;0,36999253118536757;1,1391537199516468;0,4651501437798312;0;0;0,45920848162507033;0;0;0;0;0;0;8,145505913659568;0;0;0;0,1;0;0;0;0;4,0762420658298755;0;0,6801197246617723;3,43873639344262;2,7191009972923177;
4511;3.03:11:00;0;0;0;0;0;0;0;0,37000806081599885;1,1391780438953916;0,4651530887022739;0;0;0,4592252091017103;0;0;0;0;0;0;8,145687252073534;0;0;0;0,1;0;0;0;0;4,076349578768945;0;0,6801275629818904;3,43873639344262;2,7193430597734856;
4512;3.03:12:00;0;0;0;0;0;0;0;0,3700093168964092;1,1391828912513784;0,4651845929476673;0;0;0,45927461143626463;0;0;0;0;0;0;8,14570609509571;0;0;0;0,1;0;0;0;0;4,076393461322959;0;0,6801378696652195;3,43873639344262;2,719344379639321;
4513;3.03:13:00;0;0;0;0;0;0;0;0,3700177740755229;1,1391846084121935;0,465186791524926;0;0;0,4593031652081769;0;0;0;0;0;0;8,145795139074206;0;0;0;0,1;0;0;0;0;4,0764769695213925;0;0,6801414334283234;3,43873639344262;2,719579932949561;
4514;3.03:14:00;0;0;0;0;0;0;0;0,3700336643229988;1,139284833570343;0,4651873640238477;0;0;0,4593223326259579;0;0;0;0;0;0;8,1459261254211;0;0;0;0,1;0;0;0;0;4,076516099933032;0;0,6801735832652926;3,43873639344262;2,7196191860975767;
4515;3.03:15:00;0;0;0;0;0;0;0;0,3700419083199873;1,1393394472436176;0,4652110889584522;0;0;0,4593299126375015;0;0;0;0;0;0;8,145944389205948;0;0;0;0,1;0;0;0;0;4,076804280242598;0;0,6801870525898907;3,43873639344262;2,719762396277318;
4516;3.03:16:00;0;0;0;0;0;0;0;0,3701026146289391;1,1395189600205362;0,4652208876492913;0;0;0,45933994564599206;0;0;0;0;0;0;8,146805408057178;0;0;0;0,1;0;0;0;0;4,07700223551921;0;0,6802376576822553;3,43873639344262;2,7199032738547237;
4517;3.03:17:00;0;0;0;0;0;0;0;0,37010671678534124;1,1395451731910762;0,4652539775419483;0;0;0,4593476027487954;0;0;0;0;0;0;8,147942019513692;0;0;0;0,1;0;0;0;0;4,077292079323635;0;0,6802523499986083;3,43873639344262;2,719977641978326;
4518;3.03:18:00;0;0;0;0;0;0;0;0,3701176418839483;1,1395666224886445;0,46525506645421727;0;0;0,4593679132543437;0;0;0;0;0;0;8,148584473035001;0;0;0;0,1;0;0;0;0;4,077359212051822;0;0,6802528997033542;3,43873639344262;2,7200664846687443;
4519;3.03:19:00;0;0;0;0;0;0;0;0,3701299199033703;1,1396400423112745;0,4653422503411371;0;0;0,45939049126202225;0;0;0;0;0;0;8,149269725538788;0;0;0;0,1;0;0;0;0;4,077427441937239;0;0,6802574426687625;3,43873639344262;2,7201046193148795;
4520;3.03:20:00;0;0;0;0;0;0;0;0,37013549226753023;1,1396532711227778;0,465356104012268;0;0;0,4594179484563052;0;0;0;0;0;0;8,149498259549473;0;0;0;0,1;0;0;0;0;4,077468954325414;0;0,6802728094137638;3,43873639344262;2,7201221976579397;
4521;3.03:21:00;0;0;0;0;0;0;0;0,3701649275695444;1,1396548410233056;0,46548430386491363;0;0;0,4594292501508629;0;0;0;0;0;0;8,149571819040464;0;0;0;0,1;0;0;0;0;4,077481933122478;0;0,680279703770759;3,44019590163934;2,7202496409295986;
4522;3.03:22:00;0;0;0;0;0;0;0;0,3701681151815652;1,1397249493502075;0,46549745383585084;0;0;0,4594354360153193;0;0;0;0;0;0;8,15151490488761;0;0;0;0,1;0;0;0;0;4,077616197020586;0;0,6803102379838712;3,44019590163934;2,72028513520775;
4523;3.03:23:00;0;0;0;0;0;0;0;0,37018488626185925;1,1397274534876047;0,46549960148488584;0;0;0,4594652294892671;0;0;0;0;0;0;8,151868288421873;0;0;0;0,1;0;0;0;0;4,077642981134596;0;0,680340743072799;3,44019590163934;2,7203207144525727;
4524;3.03:24:00;0;0;0;0;0;0;0;0,3702041686217519;1,139731588230033;0,4655090529478946;0;0;0,45946652709204183;0;0;0;0;0;0;8,152038548256408;0;0;0;0,1;0;0;0;0;4,07773566313765;0;0,6803585223099199;3,44019590163934;2,720323630115172;
4525;3.03:25:00;0;0;0;0;0;0;0;0,37024523314284125;1,1397370625624388;0,4655123138672518;0;0;0,45951034492532905;0;0;0;0;0;0;8,152484189152936;0;0;0;0,1;0;0;0;0;4,077767260686191;0;0,6803662197376668;3,44019590163934;2,7203967951537043;
4526;3.03:26:00;0;0;0;0;0;0;0;0,37025310925050053;1,1397632049975137;0,4655419045967059;0;0;0,45951617790183097;0;0;0;0;0;0;8,15259027734918;0;0;0;0,1;0;0;0;0;4,077810466685492;0;0,6803750715201423;3,44019590163934;2,720417088749017;
4527;3.03:27:00;0;0;0;0;0;0;0;0,37026562487095044;1,139783232145317;0,4655657963087018;0;0;0,45951993630862487;0;0;0;0;0;0;8,153013510719472;0;0;0;0,1;0;0;0;0;4,0778449431655766;0;0,6803891398632259;3,44019590163934;2,720575632858579;
4528;3.03:28:00;0;0;0;0;0;0;0;0,370274516993934;1,1398978462080234;0,4655757411898049;0;0;0,45953982011956557;0;0;0;0;0;0;8,153522961086434;0;0;0;0,1;0;0;0;0;4,078049766354555;0;0,6804218031535966;3,44019590163934;2,72058263828128;
4529;3.03:29:00;0;0;0;0;0;0;0;0,37027962302662537;1,139899689188836;0,4656089359214861;0;0;0,4595570110022521;0;0;0;0;0;0;8,15360218172274;0;0;0;0,1;0;0;0;0;4,078095225160664;0;0,68051224126576;3,44019590163934;2,72061341196264;
4530;3.03:30:00;0;0;0;0;0;0;0;0,37028448767086725;1,1399115252868284;0,46561553722414184;0;0;0,45956633921362505;0;0;0;0;0;0;8,153740997917614;0;0;0;0,1;0;0;0;0;4,078124877784101;0;0,6805227748370143;3,44019590163934;2,720642791586866;
4531;3.03:31:00;0;0;0;0;0;0;0;0,3703339486955137;1,1400361914690456;0,46561891333703503;0;0;0,45958312924253986;0;0;0;0;0;0;8,153866922218548;0;0;0;0,1;0;0;0;0;4,078255158515886;0;0,6805357165541842;3,44019590163934;2,7206765570105778;
4532;3.03:32:00;0;0;0;0;0;0;0;0,370359688954804;1,1400443363982666;0,46563130057585095;0;0;0,45961497433922555;0;0;0;0;0;0;8,154057042018103;0;0;0;0,1;0;0;0;0;4,078291077575233;0;0,6805865463342533;3,44019590163934;2,720748777845755;
4533;3.03:33:00;0;0;0;0;0;0;0;0,37037474063822257;1,1401130499647336;0,46563493744469714;0;0;0,45961713537253973;0;0;0;0;0;0;8,154121898135417;0;0;0;0,1;0;0;0;0;4,0783721452377;0;0,6806004500143409;3,44019590163934;2,7207940005678135;
4534;3.03:34:00;0;0;0;0;0;0;0;0,3703832518708856;1,1401275420991512;0,4656360931286077;0;0;0,4596351729558663;0;0;0;0;0;0;8,15469678648321;0;0;0;0,1;0;0;0;0;4,078496186306529;0;0,6806687672759475;3,44019590163934;2,720848254209765;
4535;3.03:35:00;0;0;0;0;0;0;0;0,37038602151661887;1,14013658954222;0,4656725306055477;0;0;0,4596698772795951;0;0;0;0;0;0;8,154706847102297;0;0;0;0,1;0;0;0;0;4,078648763962069;0;0,6806831166568267;3,44019590163934;2,7209327057905357;
4536;3.03:36:00;0;0;0;0;0;0;0;0,3704046895918693;1,140145783936122;0,46568896010843935;0;0;0,4596844523810321;0;0;0;0;0;0;8,1549444638817;0;0;0;0,1;0;0;0;0;4,078776077778298;0;0,680725739677155;3,44019590163934;2,7210709986986292;
4537;3.03:37:00;0;0;0;0;0;0;0;0,37043278548466607;1,1401523223587096;0,4657026768869645;0;0;0,45973998820989903;0;0;0;0;0;0;8,154978730070761;0;0;0;0,1;0;0;0;0;4,079006292357115;0;0,6807333995053177;3,44019590163934;2,72109016939931;
4538;3.03:38:00;0;0;0;0;0;0;0;0,3704376302806449;1,140195590036305;0,4657242504599892;0;0;0,45976694391993056;0;0;0;0;0;0;8,155426772960052;0;0;0;0,1;0;0;0;0;4,079446244051818;0;0,6807581280236207;3,44019590163934;2,7211887077842642;
4539;3.03:39:00;0;0;0;0;0;0;0;0,3704523074373579;1,1401957851840385;0,4657341448805607;0;0;0,45981986724586466;0;0;0;0;0;0;8,156183782344497;0;0;0;0,1;0;0;0;0;4,079464194360698;0;0,6807791748574672;3,44019590163934;2,7213663563185073;
4540;3.03:40:00;0;0;0;0;0;0;0;0,370540566581905;1,1403203399126565;0,4657392250891894;0;0;0,4598363748424355;0;0;0;0;0;0;8,156211835802546;0;0;0;0,1;0;0;0;0;4,0798623630292346;0;0,680788049133194;3,44019590163934;2,7214502558140317;
4541;3.03:41:00;0;0;0;0;0;0;0;0,37055548490635365;1,1403206887034276;0,4657562847139024;0;0;0,45995977231619983;0;0;0;0;0;0;8,156512062758496;0;0;0;0,1;0;0;0;0;4,080116976778005;0;0,6808302755254604;3,44019590163934;2,721578791030726;
4542;3.03:42:00;0;0;0;0;0;0;0;0,37056935303076993;1,1403345705640227;0,465757047175995;0;0;0,46001664225482625;0;0;0;0;0;0;8,156596815235352;0;0;0;0,1;0;0;0;0;4,080289298826759;0;0,680834294400042;3,44019590163934;2,7216254594145273;
4543;3.03:43:00;0;0;0;0;0;0;0;0,3705819534868987;1,1404475620541688;0,4658276488814545;0;0;0,46001900062386847;0;0;0;0;0;0;8,156665013572455;0;0;0;0,1;0;0;0;0;4,080673734416577;0;0,6808587478417939;3,44019590163934;2,721626029318854;
4544;3.03:44:00;0;0;0;0;0;0;0;0,37059213248240763;1,1404765169550517;0,46583691806121147;0;0;0,46002583291065346;0;0;0;0;0;0;8,156921164968292;0;0;0;0,1;0;0;0;0;4,080896570125363;0;0,6808591464373183;3,44019590163934;2,7216325012866975;
4545;3.03:45:00;0;0;0;0;0;0;0;0,3705934700886295;1,1404776368605944;0,4658425169687808;0;0;0,4600402562472488;0;0;0;0;0;0;8,156927254620156;0;0;0;0,1;0;0;0;0;4,080928999467933;0;0,6808691725380032;3,44019590163934;2,7216643969311534;
4546;3.03:46:00;0;0;0;0;0;0;0;0,37061948836734654;1,1405317928688077;0,46587675487642083;0;0;0,4600482452532114;0;0;0;0;0;0;8,157481807478348;0;0;0;0,1;0;0;0;0;4,081023742621166;0;0,6808907973867793;3,44019590163934;2,721685246426401;
4547;3.03:47:00;0;0;0;0;0;0;0;0,37063131696168045;1,140614867055992;0,4659044451002224;0;0;0,46007472717666625;0;0;0;0;0;0;8,157794692482181;0;0;0;0,1;0;0;0;0;4,081439061720759;0;0,6808926884181583;3,44019590163934;2,721794559001008;
4548;3.03:48:00;0;0;0;0;0;0;0;0,3706756358091967;1,1406192353015892;0,46591714852215055;0;0;0,46008333901376297;0;0;0;0;0;0;8,15799707368692;0;0;0;0,1;0;0;0;0;4,081727681252618;0;0,6809142689210789;3,44019590163934;2,7219194948202996;
4549;3.03:49:00;0;0;0;0;0;0;0;0,37068146542196606;1,1406590045312195;0,46593611980387833;0;0;0,4601044733547345;0;0;0;0;0;0;8,158053812272437;0;0;0;0,1;0;0;0;0;4,081807387159691;0;0,6809430298221639;3,44019590163934;2,722257031593449;
4550;3.03:50:00;0;0;0;0;0;0;0;0,3706829362207145;1,1406812194949254;0,46593850600615;0;0;0,46012525941538096;0;0;0;0;0;0;8,158262912951596;0;0;0;0,1;0;0;0;0;4,08191013505417;0;0,6809778468589924;3,44019590163934;2,7225951844454004;
4551;3.03:51:00;0;0;0;0;0;0;0;0,37070083843030477;1,1406902206956429;0,4659569018562025;0;0;0,4601587908774928;0;0;0;0;0;0;8,158613553826246;0;0;0;0,1;0;0;0;0;4,0820049849563675;0;0,6809874530160351;3,44019590163934;2,722694423232567;
4552;3.03:52:00;0;0;0;0;0;0;0;0,37070580814293147;1,140841433391552;0,46596531605464886;0;0;0,46017823261223767;0;0;0;0;0;0;8,159037687834253;0;0;0;0,1;0;0;0;0;4,0821953164555005;0;0,680991380783916;3,44019590163934;2,7227332529821973;
4553;3.03:53:00;0;0;0;0;0;0;0;0,3707085415303799;1,1409093316899275;0,46596686152127575;0;0;0,46020182629374823;0;0;0;0;0;0;8,15903991423576;0;0;0;0,1;0;0;0;0;4,082324929493263;0;0,6810015854897903;3,44019590163934;2,722937956446897;
4554;3.03:54:00;0;0;0;0;0;0;0;0,3707207980694448;1,1409100446810956;0,46598257308850355;0;0;0,46020537477854606;0;0;0;0;0;0;8,159303505274947;0;0;0;0,1;0;0;0;0;4,082517859252639;0;0,6810147658040048;3,44019590163934;2,723085192043855;
