None.Time;Calender;Calender for Excel;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;
969;16:09:00;'16:09:00;2;;;0;2;1;1;
970;16:10:00;'16:10:00;2;;;0;2;1;1;
971;16:11:00;'16:11:00;2;;;0;2;1;1;
972;16:12:00;'16:12:00;2;;;0;2;1;1;
973;16:13:00;'16:13:00;2;;;0;2;1;1;
974;16:14:00;'16:14:00;2;;;0;2;1;1;
975;16:15:00;'16:15:00;2;;;0;2;1;1;
976;16:16:00;'16:16:00;2;;;0;2;1;1;
977;16:17:00;'16:17:00;2;;;0;2;1;1;
978;16:18:00;'16:18:00;2;;;0;2;1;1;
979;16:19:00;'16:19:00;2;;;0;2;1;1;
980;16:20:00;'16:20:00;2;;;0;2;1;1;
981;16:21:00;'16:21:00;2;;;0;1;1;1;
982;16:22:00;'16:22:00;2;;;0;1;1;1;
983;16:23:00;'16:23:00;2;;;0;1;1;1;
984;16:24:00;'16:24:00;2;;;0;1;1;1;
985;16:25:00;'16:25:00;2;;;0;1;1;1;
986;16:26:00;'16:26:00;2;;;0;1;1;1;
987;16:27:00;'16:27:00;2;;;0;1;1;1;
988;16:28:00;'16:28:00;2;;;0;1;1;1;
989;16:29:00;'16:29:00;2;;;0;1;1;1;
990;16:30:00;'16:30:00;2;;;0;1;1;1;
991;16:31:00;'16:31:00;2;;;0;1;1;1;
992;16:32:00;'16:32:00;2;;;0;1;1;1;
993;16:33:00;'16:33:00;2;;;0;1;1;1;
994;16:34:00;'16:34:00;2;;;0;1;1;1;
995;16:35:00;'16:35:00;2;;;0;1;1;1;
996;16:36:00;'16:36:00;2;;;0;1;1;1;
997;16:37:00;'16:37:00;2;;;0;1;1;1;
998;16:38:00;'16:38:00;2;;;0;1;1;1;
999;16:39:00;'16:39:00;2;;;0;1;1;1;
1000;16:40:00;'16:40:00;2;;;0;1;1;1;
1001;16:41:00;'16:41:00;2;;;0;1;1;1;
1002;16:42:00;'16:42:00;2;;;0;1;1;1;
1003;16:43:00;'16:43:00;2;;;0;1;1;1;
1004;16:44:00;'16:44:00;2;;;0;1;1;1;
1005;16:45:00;'16:45:00;2;;;0;1;1;1;
1006;16:46:00;'16:46:00;2;;;0;1;1;1;
1007;16:47:00;'16:47:00;2;;;0;1;1;1;
1008;16:48:00;'16:48:00;2;;;0;1;1;1;
1009;16:49:00;'16:49:00;2;;;0;1;1;1;
1010;16:50:00;'16:50:00;2;;;0;1;1;1;
1011;16:51:00;'16:51:00;1;;;0;1;1;1;
1012;16:52:00;'16:52:00;1;;;0;1;1;1;
1013;16:53:00;'16:53:00;1;;;0;1;1;1;
1014;16:54:00;'16:54:00;1;;;0;1;1;1;
1015;16:55:00;'16:55:00;1;;;0;1;1;1;
1016;16:56:00;'16:56:00;1;;;0;1;1;1;
1017;16:57:00;'16:57:00;1;;;0;1;1;1;
1018;16:58:00;'16:58:00;1;;;0;1;1;1;
1019;16:59:00;'16:59:00;1;;;0;1;1;1;
1020;17:00:00;'17:00:00;1;;;0;1;1;1;
1021;17:01:00;'17:01:00;1;;;0;1;1;1;
1022;17:02:00;'17:02:00;1;;;0;1;1;1;
1023;17:03:00;'17:03:00;1;;;0;1;1;1;
1024;17:04:00;'17:04:00;1;;;0;1;1;1;
1025;17:05:00;'17:05:00;1;;;0;1;1;1;
1026;17:06:00;'17:06:00;1;;;0;1;1;1;
1027;17:07:00;'17:07:00;1;;;0;1;1;1;
1028;17:08:00;'17:08:00;1;;;0;1;1;1;
1029;17:09:00;'17:09:00;1;;;0;1;1;1;
1030;17:10:00;'17:10:00;1;;;0;1;1;1;
1031;17:11:00;'17:11:00;1;;;0;1;1;1;
1032;17:12:00;'17:12:00;1;;;0;1;1;1;
1033;17:13:00;'17:13:00;1;;;0;1;1;1;
1034;17:14:00;'17:14:00;1;;;0;1;1;1;
1035;17:15:00;'17:15:00;1;;;0;1;1;1;
1036;17:16:00;'17:16:00;1;;;0;1;1;1;
1037;17:17:00;'17:17:00;1;;;0;1;1;1;
1038;17:18:00;'17:18:00;1;;;0;1;1;1;
1039;17:19:00;'17:19:00;1;;;0;1;1;1;
1040;17:20:00;'17:20:00;1;;;0;1;1;1;
1041;17:21:00;'17:21:00;1;;;0;1;1;1;
1042;17:22:00;'17:22:00;1;;;0;1;1;1;
1043;17:23:00;'17:23:00;1;;;0;1;1;1;
1044;17:24:00;'17:24:00;1;;;0;1;1;1;
1045;17:25:00;'17:25:00;1;;;0;1;1;1;
1046;17:26:00;'17:26:00;1;;;0;1;1;1;
1047;17:27:00;'17:27:00;1;;;0;1;1;1;
1048;17:28:00;'17:28:00;1;;;0;1;1;1;
1049;17:29:00;'17:29:00;1;;;0;1;1;1;
1050;17:30:00;'17:30:00;1;;;0;1;1;1;
1051;17:31:00;'17:31:00;1;;;0;1;1;1;
1052;17:32:00;'17:32:00;1;;;0;1;1;1;
1053;17:33:00;'17:33:00;1;;;0;1;1;1;
1054;17:34:00;'17:34:00;1;;;0;1;1;2;
1055;17:35:00;'17:35:00;1;;;0;1;1;2;
1056;17:36:00;'17:36:00;1;;;0;1;1;2;
1057;17:37:00;'17:37:00;1;;;0;1;1;2;
1058;17:38:00;'17:38:00;1;;;0;1;1;2;
1059;17:39:00;'17:39:00;1;;;0;1;1;2;
1060;17:40:00;'17:40:00;1;;;0;1;1;2;
1061;17:41:00;'17:41:00;1;;;0;1;1;2;
1062;17:42:00;'17:42:00;1;;;0;1;1;2;
1063;17:43:00;'17:43:00;1;;;0;1;1;2;
1064;17:44:00;'17:44:00;1;;;0;0;1;2;
1065;17:45:00;'17:45:00;1;;;0;0;1;2;
1066;17:46:00;'17:46:00;1;;;0;0;1;2;
1067;17:47:00;'17:47:00;1;;;0;0;1;2;
1068;17:48:00;'17:48:00;1;;;0;0;1;2;
1069;17:49:00;'17:49:00;1;;;0;0;1;2;
1070;17:50:00;'17:50:00;1;;;0;0;1;2;
1071;17:51:00;'17:51:00;1;;;0;0;1;2;
1072;17:52:00;'17:52:00;1;;;0;0;1;2;
1073;17:53:00;'17:53:00;1;;;0;0;1;2;
1074;17:54:00;'17:54:00;1;;;0;0;1;2;
1075;17:55:00;'17:55:00;1;;;0;0;1;2;
1076;17:56:00;'17:56:00;1;;;0;0;1;2;
1077;17:57:00;'17:57:00;1;;;0;0;1;2;
1078;17:58:00;'17:58:00;1;;;0;0;1;2;
1079;17:59:00;'17:59:00;1;;;0;0;1;2;
1080;18:00:00;'18:00:00;1;;;0;0;1;2;
1081;18:01:00;'18:01:00;1;;;0;0;1;2;
1082;18:02:00;'18:02:00;1;;;0;0;1;2;
1083;18:03:00;'18:03:00;1;;;0;0;1;2;
1084;18:04:00;'18:04:00;1;;;0;0;1;2;
1085;18:05:00;'18:05:00;1;;;0;0;1;2;
1086;18:06:00;'18:06:00;1;;;0;0;1;2;
1087;18:07:00;'18:07:00;1;;;0;0;1;2;
1088;18:08:00;'18:08:00;1;;;0;0;1;2;
1089;18:09:00;'18:09:00;1;;;0;0;1;2;
1090;18:10:00;'18:10:00;1;;;0;0;1;2;
1091;18:11:00;'18:11:00;1;;;0;0;1;2;
1092;18:12:00;'18:12:00;1;;;0;0;1;2;
1093;18:13:00;'18:13:00;1;;;0;0;1;2;
1094;18:14:00;'18:14:00;1;;;0;0;1;2;
1095;18:15:00;'18:15:00;1;;;0;0;1;2;
1096;18:16:00;'18:16:00;1;;;0;0;1;2;
1097;18:17:00;'18:17:00;1;;;0;0;1;2;
1098;18:18:00;'18:18:00;1;;;0;0;1;2;
1099;18:19:00;'18:19:00;1;;;0;0;1;2;
1100;18:20:00;'18:20:00;1;;;0;0;1;2;
1101;18:21:00;'18:21:00;1;;;0;0;1;2;
1102;18:22:00;'18:22:00;1;;;0;0;1;2;
1103;18:23:00;'18:23:00;1;;;0;0;0;2;
1104;18:24:00;'18:24:00;1;;;0;0;0;2;
1105;18:25:00;'18:25:00;1;;;0;0;0;2;
1106;18:26:00;'18:26:00;1;;;0;0;0;2;
1107;18:27:00;'18:27:00;1;;;0;0;0;2;
1108;18:28:00;'18:28:00;1;;;0;0;0;2;
1109;18:29:00;'18:29:00;1;;;0;0;0;1;
1110;18:30:00;'18:30:00;1;;;0;0;0;1;
1111;18:31:00;'18:31:00;1;;;0;0;0;1;
1112;18:32:00;'18:32:00;1;;;0;0;0;1;
1113;18:33:00;'18:33:00;1;;;0;0;0;1;
1114;18:34:00;'18:34:00;1;;;0;0;0;1;
1115;18:35:00;'18:35:00;1;;;0;0;0;1;
1116;18:36:00;'18:36:00;1;;;0;0;0;1;
1117;18:37:00;'18:37:00;1;;;0;0;0;1;
1118;18:38:00;'18:38:00;1;;;0;0;0;1;
1119;18:39:00;'18:39:00;1;;;0;0;0;1;
1120;18:40:00;'18:40:00;1;;;0;0;0;1;
1121;18:41:00;'18:41:00;1;;;0;0;0;1;
1122;18:42:00;'18:42:00;1;;;0;0;0;1;
1123;18:43:00;'18:43:00;1;;;0;0;0;1;
1124;18:44:00;'18:44:00;1;;;0;0;0;0;
1125;18:45:00;'18:45:00;1;;;0;0;0;0;
1126;18:46:00;'18:46:00;1;;;0;0;0;0;
1127;18:47:00;'18:47:00;1;;;0;0;0;0;
1128;18:48:00;'18:48:00;1;;;0;0;0;0;
1129;18:49:00;'18:49:00;1;;;0;0;0;0;
1130;18:50:00;'18:50:00;1;;;0;0;0;0;
1131;18:51:00;'18:51:00;1;;;0;0;0;0;
1132;18:52:00;'18:52:00;1;;;0;0;0;0;
1133;18:53:00;'18:53:00;1;;;0;0;0;0;
1134;18:54:00;'18:54:00;1;;;0;0;0;0;
1135;18:55:00;'18:55:00;1;;;0;0;0;0;
1136;18:56:00;'18:56:00;0;;;0;0;0;0;
1137;18:57:00;'18:57:00;0;;;0;0;0;0;
1138;18:58:00;'18:58:00;0;;;0;0;0;0;
1139;18:59:00;'18:59:00;0;;;0;0;0;0;
1140;19:00:00;'19:00:00;0;;;0;0;0;0;
1141;19:01:00;'19:01:00;0;;;0;0;0;0;
1142;19:02:00;'19:02:00;0;;;0;0;0;0;
1143;19:03:00;'19:03:00;0;;;0;0;0;0;
1144;19:04:00;'19:04:00;0;;;0;0;0;0;
1145;19:05:00;'19:05:00;0;;;0;0;0;0;
1146;19:06:00;'19:06:00;0;;;0;0;0;0;
1147;19:07:00;'19:07:00;0;;;0;0;0;0;
1148;19:08:00;'19:08:00;0;;;0;0;0;0;
1149;19:09:00;'19:09:00;0;;;0;0;0;0;
1150;19:10:00;'19:10:00;0;;;0;0;0;0;
1151;19:11:00;'19:11:00;0;;;0;0;0;0;
1152;19:12:00;'19:12:00;0;;;0;0;0;0;
1153;19:13:00;'19:13:00;0;;;0;0;0;0;
1154;19:14:00;'19:14:00;0;;;0;0;0;0;
1155;19:15:00;'19:15:00;0;;;0;0;0;0;
1156;19:16:00;'19:16:00;0;;;0,5;0;0;0;
1157;19:17:00;'19:17:00;0;;;0,5;0;0;0;
1158;19:18:00;'19:18:00;0;;;0,5;0;0;0;
1159;19:19:00;'19:19:00;0;;;0,5;0;0;0;
1160;19:20:00;'19:20:00;0;;;0,5;0;0;0;
1161;19:21:00;'19:21:00;0;;;0,5;0;0;0;
1162;19:22:00;'19:22:00;0;;;0,5;0;0;0;
1163;19:23:00;'19:23:00;0;;;0,5;0;0;0;
1164;19:24:00;'19:24:00;0;;;0,5;0;0;0;
1165;19:25:00;'19:25:00;0;;;0,5;0;0;0;
1166;19:26:00;'19:26:00;0;;;0,5;0;0;0;
1167;19:27:00;'19:27:00;0;;;0,5;0;0;0;
1168;19:28:00;'19:28:00;0;;;0,5;0;0;0;
1169;19:29:00;'19:29:00;0;;;0,5;0;0;0;
1170;19:30:00;'19:30:00;0;;;0,5;0;0;0;
1171;19:31:00;'19:31:00;0;;;0,5;0;0;0;
1172;19:32:00;'19:32:00;0;;;0,5;0;0;0;
1173;19:33:00;'19:33:00;0;;;0,5;0;0;0;
1174;19:34:00;'19:34:00;0;;;0,5;0;0;0;
1175;19:35:00;'19:35:00;0;;;0,5;0;0;0;
1176;19:36:00;'19:36:00;0;;;0,5;0;0;0;
1177;19:37:00;'19:37:00;0;;;0,5;0;0;0;
1178;19:38:00;'19:38:00;0;;;0,5;0;0;0;
1179;19:39:00;'19:39:00;0;;;0,5;0;0;0;
1180;19:40:00;'19:40:00;0;;;0,5;0;0;0;
1181;19:41:00;'19:41:00;0;;;0,5;0;0;0;
1182;19:42:00;'19:42:00;0;;;0,5;0;0;0;
1183;19:43:00;'19:43:00;0;;;0,5;0;0;0;
1184;19:44:00;'19:44:00;0;;;0,5;0;0;0;
1185;19:45:00;'19:45:00;0;;;0,5;0;0;0;
1186;19:46:00;'19:46:00;0;;;0,5;0;0;0;
1187;19:47:00;'19:47:00;0;;;0,5;0;0;0;
1188;19:48:00;'19:48:00;0;;;0,5;0;0;0;
1189;19:49:00;'19:49:00;0;;;0,5;0;0;0;
1190;19:50:00;'19:50:00;0;;;0,5;0;0;0;
1191;19:51:00;'19:51:00;0;;;0,5;0;0;0;
1192;19:52:00;'19:52:00;0;;;0,5;0;0;0;
1193;19:53:00;'19:53:00;0;;;0,5;0;0;0;
1194;19:54:00;'19:54:00;0;;;0,5;0;0;0;
1195;19:55:00;'19:55:00;0;;;0,5;1;0;0;
1196;19:56:00;'19:56:00;0;;;0,5;1;0;0;
1197;19:57:00;'19:57:00;0;;;0,5;1;0;0;
1198;19:58:00;'19:58:00;0;;;0,5;1;0;0;
1199;19:59:00;'19:59:00;0;;;0,5;1;0;0;
1200;20:00:00;'20:00:00;0;;;0,5;1;0;0;
1201;20:01:00;'20:01:00;0;;;0,5;1;0;0;
1202;20:02:00;'20:02:00;0;;;0,5;1;0;0;
1203;20:03:00;'20:03:00;0;;;0,5;1;0;0;
1204;20:04:00;'20:04:00;0;;;0,5;1;0;0;
1205;20:05:00;'20:05:00;0;;;0,5;1;0;0;
1206;20:06:00;'20:06:00;0;;;0,5;1;0;0;
1207;20:07:00;'20:07:00;0;;;0,5;1;0;0;
1208;20:08:00;'20:08:00;0;;;0,5;1;0;0;
1209;20:09:00;'20:09:00;0;;;0,5;1;0;0;
1210;20:10:00;'20:10:00;0;;;0,5;1;0;0;
1211;20:11:00;'20:11:00;0;;;0,5;1;0;0;
1212;20:12:00;'20:12:00;0;;;0,5;1;0;0;
1213;20:13:00;'20:13:00;0;;;0,5;1;0;0;
1214;20:14:00;'20:14:00;0;;;0,5;1;0;0;
1215;20:15:00;'20:15:00;0;;;0,5;1;0;0;
1216;20:16:00;'20:16:00;0;;;0,5;1;0;0;
1217;20:17:00;'20:17:00;0;;;0,5;1;0;0;
1218;20:18:00;'20:18:00;0;;;0,5;1;0;0;
1219;20:19:00;'20:19:00;0;;;0,5;1;0;0;
1220;20:20:00;'20:20:00;0;;;0,5;1;0;0;
1221;20:21:00;'20:21:00;0;;;0,5;1;0;0;
1222;20:22:00;'20:22:00;0;;;0,5;1;0;0;
1223;20:23:00;'20:23:00;0;;;0,5;1;0;0;
1224;20:24:00;'20:24:00;0;;;0,5;1;0;0;
1225;20:25:00;'20:25:00;0;;;0,5;1;0;0;
1226;20:26:00;'20:26:00;0;;;0,5;1;0;0;
1227;20:27:00;'20:27:00;0;;;0,5;1;0;0;
1228;20:28:00;'20:28:00;0;;;0,5;1;0;0;
1229;20:29:00;'20:29:00;0;;;0,5;1;0;0;
1230;20:30:00;'20:30:00;0;;;0,5;1;0;0;
1231;20:31:00;'20:31:00;0;;;0,5;1;0;0;
1232;20:32:00;'20:32:00;0;;;0,5;1;0;0;
1233;20:33:00;'20:33:00;0;;;0,5;1;0;0;
1234;20:34:00;'20:34:00;0;;;0,5;1;0;0;
1235;20:35:00;'20:35:00;0;;;0,5;1;0;0;
1236;20:36:00;'20:36:00;0;;;0,5;1;0;0;
1237;20:37:00;'20:37:00;0;;;0,5;1;0;0;
1238;20:38:00;'20:38:00;0;;;0,5;1;0;0;
1239;20:39:00;'20:39:00;0;;;0,5;1;0;0;
1240;20:40:00;'20:40:00;0;;;0,5;1;0;0;
1241;20:41:00;'20:41:00;0;;;0,5;1;0;0;
1242;20:42:00;'20:42:00;0;;;0,5;1;0;0;
1243;20:43:00;'20:43:00;0;;;0,5;1;0;0;
1244;20:44:00;'20:44:00;0;;;0,5;1;0;0;
1245;20:45:00;'20:45:00;0;;;0,5;1;0;0;
1246;20:46:00;'20:46:00;0;;;0,5;1;0;0;
1247;20:47:00;'20:47:00;0;;;0,5;1;0;0;
1248;20:48:00;'20:48:00;0;;;0,5;1;0;0;
1249;20:49:00;'20:49:00;0;;;0,5;1;0;0;
1250;20:50:00;'20:50:00;0;;;0,5;1;0;0;
1251;20:51:00;'20:51:00;0;;;0,5;1;0;0;
1252;20:52:00;'20:52:00;0;;;0,5;1;0;0;
1253;20:53:00;'20:53:00;0;;;0,5;1;0;0;
1254;20:54:00;'20:54:00;0;;;0,5;1;0;0;
1255;20:55:00;'20:55:00;0;;;0,5;1;0;0;
1256;20:56:00;'20:56:00;0;;;0,5;1;0;0;
1257;20:57:00;'20:57:00;0;;;0,5;1;0;0;
1258;20:58:00;'20:58:00;0;;;0,5;1;0;0;
1259;20:59:00;'20:59:00;0;;;0,5;1;0;0;
1260;21:00:00;'21:00:00;0;;;0,5;1;0;0;
1261;21:01:00;'21:01:00;0;;;0,5;1;0;0;
1262;21:02:00;'21:02:00;0;;;0,5;1;0;0;
1263;21:03:00;'21:03:00;0;;;0,5;1;0;0;
1264;21:04:00;'21:04:00;0;;;0,5;1;0;0;
1265;21:05:00;'21:05:00;0;;;0,5;1;0;0;
1266;21:06:00;'21:06:00;0;;;0,5;1;0;0;
1267;21:07:00;'21:07:00;0;;;0,5;1;0;0;
1268;21:08:00;'21:08:00;0;;;0,5;1;0;0;
1269;21:09:00;'21:09:00;0;;;0,5;1;0;0;
1270;21:10:00;'21:10:00;0;;;0,5;1;0;0;
1271;21:11:00;'21:11:00;0;;;0,5;1;0;0;
1272;21:12:00;'21:12:00;0;;;0,5;1;0;0;
1273;21:13:00;'21:13:00;0;;;0,5;1;0;0;
1274;21:14:00;'21:14:00;0;;;0,5;1;0;0;
1275;21:15:00;'21:15:00;0;;;0,5;1;0;0;
1276;21:16:00;'21:16:00;0;;;0,5;1;0;0;
1277;21:17:00;'21:17:00;0;;;0,5;1;0;0;
1278;21:18:00;'21:18:00;0;;;0,5;1;0;0;
1279;21:19:00;'21:19:00;0;;;0,5;1;0;0;
1280;21:20:00;'21:20:00;0;;;0,5;1;0;0;
1281;21:21:00;'21:21:00;0;;;0,5;1;0;0;
1282;21:22:00;'21:22:00;0;;;0,5;1;0;0;
1283;21:23:00;'21:23:00;0;;;0,5;1;0;0;
1284;21:24:00;'21:24:00;0;;;0,5;1;0;0;
1285;21:25:00;'21:25:00;0;;;0;1;0;0;
1286;21:26:00;'21:26:00;0;;;0;1;0;0;
1287;21:27:00;'21:27:00;0;;;0;1;0;0;
1288;21:28:00;'21:28:00;0;;;0;1;0;0;
1289;21:29:00;'21:29:00;0;;;0;1;0;0;
1290;21:30:00;'21:30:00;0;;;0;1;0;0;
1291;21:31:00;'21:31:00;0;;;0;1;0;0;
1292;21:32:00;'21:32:00;0;;;0;1;0;0;
1293;21:33:00;'21:33:00;0;;;0;1;0;0;
1294;21:34:00;'21:34:00;0;;;0;1;0;0;
1295;21:35:00;'21:35:00;0;;;0;1;0;0;
1296;21:36:00;'21:36:00;0;;;0;1;0;0;
1297;21:37:00;'21:37:00;0;;;0;1;0;0;
1298;21:38:00;'21:38:00;0;;;0;1;0;0;
1299;21:39:00;'21:39:00;0;;;0;1;0;0;
1300;21:40:00;'21:40:00;0;;;0;1;0;0;
1301;21:41:00;'21:41:00;0;;;0;1;0;0;
1302;21:42:00;'21:42:00;0;;;0;1;0;0;
1303;21:43:00;'21:43:00;0;;;0;1;0;0;
1304;21:44:00;'21:44:00;0;;;0;1;0;0;
1305;21:45:00;'21:45:00;0;;;0;1;0;0;
1306;21:46:00;'21:46:00;0;;;0;1;0;0;
1307;21:47:00;'21:47:00;0;;;0;1;0;0;
1308;21:48:00;'21:48:00;0;;;0;1;0;0;
1309;21:49:00;'21:49:00;0;;;0;1;0;0;
1310;21:50:00;'21:50:00;0;;;0;1;0;0;
1311;21:51:00;'21:51:00;0;;;0;1;0;0;
1312;21:52:00;'21:52:00;0;;;0;1;0;0;
1313;21:53:00;'21:53:00;0;;;0;0;0;0;
1314;21:54:00;'21:54:00;0;;;0;0;0;0;
1315;21:55:00;'21:55:00;0;;;0;0;0;0;
1316;21:56:00;'21:56:00;0;;;0;0;0;0;
1317;21:57:00;'21:57:00;0;;;0;0;0;0;
1318;21:58:00;'21:58:00;0;;;0;0;0;0;
1319;21:59:00;'21:59:00;0;;;0;0;0;0;
1320;22:00:00;'22:00:00;0;;;0;0;0;0;
1321;22:01:00;'22:01:00;0;;;0,5;0;0;0;
1322;22:02:00;'22:02:00;0;;;0,5;1;0;0;
1323;22:03:00;'22:03:00;0;;;0,5;1;0;0;
1324;22:04:00;'22:04:00;0;;;0,5;1;0;0;
1325;22:05:00;'22:05:00;0;;;0,5;1;0;0;
1326;22:06:00;'22:06:00;0;;;0,5;1;0;0;
1327;22:07:00;'22:07:00;0;;;0,5;1;0;0;
1328;22:08:00;'22:08:00;0;;;0,5;1;0;0;
1329;22:09:00;'22:09:00;0;;;0,5;1;0;0;
1330;22:10:00;'22:10:00;0;;;0,5;1;0;0;
1331;22:11:00;'22:11:00;0;;;0,5;1;0;0;
1332;22:12:00;'22:12:00;0;;;0,5;1;0;0;
1333;22:13:00;'22:13:00;0;;;0,5;1;0;0;
1334;22:14:00;'22:14:00;0;;;0,5;1;0;0;
1335;22:15:00;'22:15:00;0;;;0,5;1;0;0;
1336;22:16:00;'22:16:00;0;;;0,5;1;0;0;
1337;22:17:00;'22:17:00;0;;;0,5;1;0;0;
1338;22:18:00;'22:18:00;0;;;0,5;1;0;0;
1339;22:19:00;'22:19:00;0;;;0,5;1;0;0;
1340;22:20:00;'22:20:00;0;;;0,5;1;0;0;
1341;22:21:00;'22:21:00;0;;;0,5;1;0;0;
1342;22:22:00;'22:22:00;0;;;0,5;1;0;0;
1343;22:23:00;'22:23:00;0;;;0,5;1;0;0;
1344;22:24:00;'22:24:00;0;;;0,5;1;0;0;
1345;22:25:00;'22:25:00;0;;;0,5;1;0;0;
1346;22:26:00;'22:26:00;0;;;0,5;1;0;0;
1347;22:27:00;'22:27:00;0;;;0,5;1;0;0;
1348;22:28:00;'22:28:00;0;;;0,5;1;0;0;
1349;22:29:00;'22:29:00;0;;;0,5;1;0;0;
1350;22:30:00;'22:30:00;0;;;0,5;1;0;0;
1351;22:31:00;'22:31:00;0;;;0,5;1;0;0;
1352;22:32:00;'22:32:00;0;;;0,5;1;0;0;
1353;22:33:00;'22:33:00;0;;;0,5;1;0;0;
1354;22:34:00;'22:34:00;0;;;0,5;1;0;0;
1355;22:35:00;'22:35:00;0;;;0,5;1;0;0;
1356;22:36:00;'22:36:00;0;;;0,5;1;0;0;
1357;22:37:00;'22:37:00;0;;;0,5;1;0;0;
1358;22:38:00;'22:38:00;0;;;0,5;1;0;0;
1359;22:39:00;'22:39:00;0;;;0,5;1;0;0;
1360;22:40:00;'22:40:00;0;;;0,5;1;0;0;
1361;22:41:00;'22:41:00;0;;;0,5;1;0;0;
1362;22:42:00;'22:42:00;0;;;0,5;1;0;0;
1363;22:43:00;'22:43:00;0;;;0,5;1;0;0;
1364;22:44:00;'22:44:00;0;;;0,5;1;0;0;
1365;22:45:00;'22:45:00;0;;;0,5;1;0;0;
1366;22:46:00;'22:46:00;0;;;0,5;1;0;1;
1367;22:47:00;'22:47:00;0;;;0,5;1;0;1;
1368;22:48:00;'22:48:00;0;;;0,5;1;0;1;
1369;22:49:00;'22:49:00;0;;;0,5;1;0;1;
1370;22:50:00;'22:50:00;0;;;0,5;1;0;1;
1371;22:51:00;'22:51:00;0;;;0,5;1;0;1;
1372;22:52:00;'22:52:00;0;;;0,5;1;0;1;
1373;22:53:00;'22:53:00;0;;;0,5;1;0;1;
1374;22:54:00;'22:54:00;0;;;0,5;1;0;1;
1375;22:55:00;'22:55:00;0;;;0,5;1;0;1;
1376;22:56:00;'22:56:00;0;;;0,5;1;0;1;
1377;22:57:00;'22:57:00;0;;;0,5;1;0;1;
1378;22:58:00;'22:58:00;0;;;0,5;1;0;1;
1379;22:59:00;'22:59:00;0;;;0,5;1;0;1;
1380;23:00:00;'23:00:00;0;;;0,5;1;0;1;
1381;23:01:00;'23:01:00;0;;;0,5;1;0;1;
1382;23:02:00;'23:02:00;0;;;0,5;1;0;1;
1383;23:03:00;'23:03:00;0;;;0,5;1;0;1;
1384;23:04:00;'23:04:00;0;;;0,5;1;0;1;
1385;23:05:00;'23:05:00;1;;;0,5;1;0;1;
1386;23:06:00;'23:06:00;1;;;0,5;1;0;1;
1387;23:07:00;'23:07:00;1;;;0,5;1;0;1;
1388;23:08:00;'23:08:00;1;;;0,5;1;0;1;
1389;23:09:00;'23:09:00;1;;;0,5;1;0;1;
1390;23:10:00;'23:10:00;1;;;0,5;1;0;1;
1391;23:11:00;'23:11:00;1;;;0,5;1;0;1;
1392;23:12:00;'23:12:00;1;;;0,5;1;0;1;
1393;23:13:00;'23:13:00;1;;;0,5;1;0;1;
1394;23:14:00;'23:14:00;1;;;0,5;1;0;1;
1395;23:15:00;'23:15:00;1;;;0,5;1;0;1;
1396;23:16:00;'23:16:00;1;;;0,5;1;1;1;
1397;23:17:00;'23:17:00;1;;;0,5;1;1;1;
1398;23:18:00;'23:18:00;1;;;0,5;1;1;1;
1399;23:19:00;'23:19:00;1;;;0,5;1;1;1;
1400;23:20:00;'23:20:00;1;;;0,5;1;1;1;
1401;23:21:00;'23:21:00;1;;;0,5;1;1;1;
1402;23:22:00;'23:22:00;1;;;0,5;1;1;1;
1403;23:23:00;'23:23:00;1;;;0,5;1;1;1;
1404;23:24:00;'23:24:00;1;;;0,5;1;1;1;
1405;23:25:00;'23:25:00;1;;;0,5;1;1;1;
1406;23:26:00;'23:26:00;1;;;0,5;1;1;1;
1407;23:27:00;'23:27:00;1;;;0,5;1;1;1;
1408;23:28:00;'23:28:00;1;;;0,5;1;1;1;
1409;23:29:00;'23:29:00;1;;;0,5;1;1;1;
1410;23:30:00;'23:30:00;1;;;0,5;1;1;1;
1411;23:31:00;'23:31:00;1;;;0,5;1;1;1;
1412;23:32:00;'23:32:00;1;;;0,5;1;1;1;
1413;23:33:00;'23:33:00;1;;;0,5;1;1;1;
1414;23:34:00;'23:34:00;1;;;0,5;1;1;1;
1415;23:35:00;'23:35:00;1;;;0,5;1;1;1;
1416;23:36:00;'23:36:00;1;;;0,5;1;1;1;
1417;23:37:00;'23:37:00;1;;;0,5;1;1;1;
1418;23:38:00;'23:38:00;1;;;0,5;1;1;1;
1419;23:39:00;'23:39:00;1;;;0,5;1;1;1;
1420;23:40:00;'23:40:00;1;;;0,5;1;1;1;
1421;23:41:00;'23:41:00;1;;;0,5;1;1;1;
1422;23:42:00;'23:42:00;1;;;0,5;1;1;1;
1423;23:43:00;'23:43:00;1;;;0,5;1;1;1;
1424;23:44:00;'23:44:00;1;;;0,5;1;1;1;
1425;23:45:00;'23:45:00;1;;;0,5;1;1;1;
1426;23:46:00;'23:46:00;1;;;0,5;1;1;1;
1427;23:47:00;'23:47:00;1;;;0,5;1;1;1;
1428;23:48:00;'23:48:00;1;;;0,5;1;1;1;
1429;23:49:00;'23:49:00;1;;;0,5;1;1;1;
1430;23:50:00;'23:50:00;1;;;0,5;1;1;1;
1431;23:51:00;'23:51:00;1;;;0,5;1;1;1;
1432;23:52:00;'23:52:00;1;;;0,5;1;1;1;
1433;23:53:00;'23:53:00;1;;;0,5;1;1;1;
