Reactive.Time;Time span;Living Room Light (100W) [var];Kitchen Light (100W) [var];Bathroom Light (100W) [var];Bathroom Mirror Light 10 W (LED) [var];Bedroom Light (200W) [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Single Stove Plate [var];Nespresso Coffee Machine, Single Cup [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster Salco MT 400 [var];PC / Acer 8400 [var];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Christopeit Treadmill TM 2 Pro [var];Laptop Sony Vaio SVE151G11M [var];Lawn Mower / Sabo 32-EL [var];Hifi System / Sharp XL-HF300PH [var];Electric Kettle / Petra WK288 1.5L [var];Energy Saving Lamp / EL-REF 11 E27 [var];CD/DVD Player / Philips DVDR 725 H [var];TV Medion MD20123_DE_A [var];SAT Receiver / Kathrein UFS913 [var];Canister vacuum cleaner / Siemens VS 06 G 1831 [var];Microsoft Xbox 360 [var];Miele DG 1450 [var];Handmixer / Phillips Robust HR 1581 [var];Dishwasher NEFF SD6P1F (2011) [var];Dryer / Miele T 8626 WP [var];Hedge Trimmer / Bosch AHS 550-24 ST [var];Atika LH 2500 G [var];Steam Iron / Phillips GC 4410 [var];Washing Machine / Bosch WAE 28143 [var];Hair Dryer Braun Silencio 1250 [var];Siemens Kl 20 LA 65 (A+) [var];Router O2 Box 6431 [var];Electric Razor Braun Cruzer 5 [var];Electric Toothbrush Dondodent Professional Clean [var];
2775;1.22:15:00;0;0;0;0;0;0;0;0,4327950471679902;0;0;0;0;0,5137785640858524;0,39826059088543136;0;0;0,1;0;0,9567167557990911;0;0;0,34632726308860684;0,01;0,4319181822229407;0;1,1361065234920371;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2776;1.22:16:00;0;0;0;0;0;0;0;0,4328060292825865;0;0;0;0;0,5137883330492167;0,39826570642194703;0;0;0,1;0;0,9567294568846435;0;0;0,34634025488171866;0,01;0,43192015181655147;0;1,1361737027691046;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2777;1.22:17:00;0;0;0;0;0;0;0;0,43280777315483926;0;0;0;0;0,5138076716798607;0,3982694375866641;0;0;0,1;0;0,9567694912808069;0;0;0,3463486960102731;0,01;0,4319377395346304;0;1,1361900393008508;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2778;1.22:18:00;0;0;0;0;0;0;0;0,4328308992612211;0;0;0;0;0,5138463481872966;0,398273721154421;0;0;0,1;0;0,9568460874322116;0;0;0,3463538736246698;0,01;0,43193898537202996;0;1,136218219604546;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2779;1.22:19:00;0;0;0;0;0;0;0;0,4328471276740465;0;0;0;0;0,5138663395072472;0,3982875516557921;0;0;0,1;0;0,9568800149739929;0;0;0,34635563677588127;0,01;0,43194289975476363;0;1,1362318436761019;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2780;1.22:20:00;0;0;0;0;0;0;0;0,4328472148957578;0;0;0;0;0,5138771451490088;0,39831284366858144;0;0;0,1;0;0,9569021314657463;0;0;0,3463718826666182;0,01;0,4319805113370104;0;1,1363083480285958;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2781;1.22:21:00;0;0;0;0;0;0;0;0,432881692702911;0;0;0;0;0,5139126154102912;0,39833409776900164;0;0;0,1;0;0,9569588806398769;0;0;0,3463915682739593;0,01;0,43198795954854585;0;1,1363582824794443;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2782;1.22:22:00;0;0;0;0;0;0;0;0,4329041918485131;0;0;0;0;0,513990803058887;0,3983345812275413;0;0;0,1;0;0,9569664748775464;0;0;0,34640278373932204;0,01;0,4320138640619999;0;1,136361211280972;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2783;1.22:23:00;0;0;0;0;0;0;0;0,4329508319878943;0;0;0;0;0,5139948398025669;0,39833664052686585;0;0;0,1;0;0,9571143071097639;0;0;0,3464272192219366;0,01;0,43203807318836485;0;1,1363649392824768;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2784;1.22:24:00;0;0;0;0;0;0;0;0,4329545219112082;0;0;0;0;0,5140179279968019;0,3983560806276021;0;0;0,1;0;0,9571850070986954;0;0;0,3464335682641857;0,01;0,4320463166656595;0;1,136401458528715;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2785;1.22:25:00;0;0;0;0;0;0;0;0,4329923520420746;0;0;0;0;0,5140502633659991;0,39837397079480646;0;0;0,1;0;0,9572489862529718;0;0;0,3464354182786672;0,01;0,4320484804472731;0;1,1364062452438473;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2786;1.22:26:00;0;0;0;0;0;0;0;0,4329933822100801;0;0;0;0;0,5140882294278909;0,3983964389385352;0;0;0,1;0;0,9572506166420686;0;0;0,3464501337872914;0,01;0,43206597827117815;0;1,136431268213001;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2787;1.22:27:00;0;0;0;0;0;0;0;0,43300093042085597;0;0;0;0;0,5140989396794754;0,3983967705759444;0;0;0,1;0;0,9572626964906213;0;0;0,3464622851665542;0,01;0,43207744068146325;0;1,1364346509237484;0;0;0;0;0;0;0;0;0;0;-9,84776065573771;2,14428918032787;-4,12222245901639;
2788;1.22:28:00;0;0;0;0;0;0;0;0,43300641092410674;0;0;0;0;0,5141071342725275;0,3983988549566074;0;0;0,1;0;0,9572818539237464;0;0;0,34648639340417176;0,01;0,432133221851941;0;1,1364522712323861;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2789;1.22:29:00;0;0;0;0;0;0;0;0,4330524908297092;0;0;0;0;0,5141088846767705;0,39843865106282034;0;0;0,1;0;0,9573114277598707;0;0;0,3464895658542924;0,01;0,4322231499550418;0;1,1365154939924147;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2790;1.22:30:00;0;0;0;0;0;0;0;0,4330629657278813;0;0;0;0;0,5141430935293295;0,3984743822535678;0;0;0,1;0;0,9573390406401929;0;0;0,3464896588749245;0,01;0,4322495089930688;0;1,1365290180082852;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2791;1.22:31:00;0;0;0;0;0;0;0;0,43308344502539114;0;0;0;0;0,5141433800861206;0,39848207125700935;0;0;0,1;0;0,9573970692939014;0;0;0,34648967551805;0,01;0,4322697912665698;0;1,1365530061536808;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2792;1.22:32:00;0;0;0;0;0;0;0;0,43308894002147197;0;0;0;0;0,5141469097443779;0,39850059888261025;0;0;0,1;0;0,9573976112520427;0;0;0,34655635112872696;0,01;0,4322725847841605;0;1,1365545222836804;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2793;1.22:33:00;0;0;0;0;0;0;0;0,4330947618025316;0;0;0;0;0,5141709734529791;0,3985314788951905;0;0;0,1;0;0,9574300960003926;0;0;0,3465576940783954;0,01;0,43227607187745104;0;1,1365754273234152;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2794;1.22:34:00;0;0;0;0;0;0;0;0,43311064212166117;0;0;0;0;0,514179734344038;0,39855282896079236;0;0;0,1;0;0,9574540343189833;0;0;0,3465605174826445;0,01;0,4323374688813547;0;1,1366060362442716;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2795;1.22:35:00;0;0;0;0;0;0;0;0,4331288319654796;0;0;0;0;0,5141802042559012;0,39856277624722664;0;0;0,1;0;0,9574622455318581;0;0;0,34656292873122874;0,01;0,4323580524291664;0;1,1366343246034851;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2796;1.22:36:00;0;0;0;0;0;0;0;0,43313625508115794;0;0;0;0;0,5141941491926137;0,39856488719578725;0;0;0,1;0;0,9574627743948557;0;0;0,34657305843034714;0,01;0,4323634968813937;0;1,136653951531391;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2797;1.22:37:00;0;0;0;0;0;0;0;0,4331474279870243;0;0;0;0;0,5142008519873434;0,3985858242574708;0;0;0,1;0;0,9574690289514359;0;0;0,3465831820883788;0,01;0,4323850302319878;0;1,1366861994872204;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2798;1.22:38:00;0;0;0;0;0;0;0;0,4331512234784526;0;0;0;0;0,5142603808556885;0,39859475850179854;0;0;0,1;0;0,9574813054670019;0;0;0,3465884355292242;0,01;0,4323957355568994;0;1,1367213088137775;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2799;1.22:39:00;0;0;0;0;0;0;0;0,43315638130061007;0;0;0;0;0,5142636072200637;0,3986039217355452;0;0;0,1;0;0,9575343124571213;0;0;0,3465983563039283;0,01;0,4324081325907503;0;1,1367300334824073;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2800;1.22:40:00;0;0;0;0;0;0;0;0,4331702496433044;0;0;0;0;0,5142893365042004;0,3986077159435355;0;0;0,1;0;0,9575393022573413;0;0;0,346626898283262;0,01;0,43241240712124696;0;1,1367483859192402;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2801;1.22:41:00;0;0;0;0;0;0;0;0,4331939157213078;0;0;0;0;0,5143343363426938;0,39860843201185014;0;0;0,1;0;0,9577155963030067;0;0;0,34664805803380006;0,01;0,4324157107152586;0;1,136810168353808;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2802;1.22:42:00;0;0;0;0;0;0;0;0,43320156839202584;0;0;0;0;0,5143504475240317;0,3986306873403274;0;0;0,1;0;0,9577389069326776;0;0;0,3466508789384635;0,01;0,43243034065398267;0;1,136864851413647;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2803;1.22:43:00;0;0;0;0;0;0;0;0,43320732665669603;0;0;0;0;0,5143573089355507;0,3986307564721876;0;0;0,1;0;0,9577495220781415;0;0;0,34666167809837245;0,01;0,4324417450725445;0;1,1368903419399305;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2804;1.22:44:00;0;0;0;0;0;0;0;0,4332166863728924;0;0;0;0;0,5143651326177976;0,3986360575157098;0;0;0,1;0;0,9577650051577901;0;0;0,3466665467641285;0,01;0,4324631982500752;0;1,1369235088867464;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2805;1.22:45:00;0;0;0;0;0;0;0;0,43321998957407754;0;0;0;0;0,5143751810028969;0,3986419823587067;0;0;0,1;0;0,9578070235011179;0;0;0,3466930080302473;0,01;0,4325484212862146;0;1,1369271574316286;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2806;1.22:46:00;0;0;0;0;0;0;0;0,4332413058004658;0;0;0;0;0,5143812726843768;0,39867979616929256;0;0;0,1;0;0,9578178511659284;0;0;0,34669540887238665;0,01;0,4325687560247186;0;1,1369736298765978;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2807;1.22:47:00;0;0;0;0;0;0;0;0,43326796329824585;0;0;0;0;0,5144137465899066;0,39868864598489023;0;0;0,1;0;0,957887613824168;0;0;0,34669622236043734;0,01;0,4325716444674618;0;1,1369975184410919;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2808;1.22:48:00;0;0;0;0;0;0;0;0,4332876404975862;0;0;0;0;0,5144246400241702;0,39874937963296136;0;0;0,1;0;0,9578986210474423;0;0;0,34671666410665375;0,01;0,43257215028617635;0;1,137024014943109;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2809;1.22:49:00;0;0;0;0;0;0;0;0,4332946225756272;0;0;0;0;0,5144311534085432;0,3987528236052912;0;0;0,1;0;0,957918803542156;0;0;0,3467172240026222;0,01;0,4325833685429584;0;1,1370368210862547;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2810;1.22:50:00;0;0;0;0;0;0;0;0,43333167078879303;0;0;0;0;0,514451522566811;0,3987653400532995;0;0;0,1;0;0,9579594035214943;0;0;0,34675857226221957;0,01;0,432601455544844;0;1,1371014859796293;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2811;1.22:51:00;0;0;0;0;0;0;0;0,43334038011259324;0;0;0;0;0,5144751700789063;0,39876610806748053;0;0;0,1;0;0,9579942403259015;0;0;0,34676357977315114;0,01;0,43261564106306866;0;1,1371661081624056;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2812;1.22:52:00;0;0;0;0;0;0;0;0,43334641803476276;0;0;0;0;0,5145141501138495;0,3987701635634861;0;0;0,1;0;0,9580239096946253;0;0;0,3467640511889211;0,01;0,4326185617866828;0;1,1371726198471128;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2813;1.22:53:00;0;0;0;0;0;0;0;0,4333535218353768;0;0;0;0;0,514561237619631;0,3987837011937252;0;0;0,1;0;0,9580917184027312;0;0;0,34676460009897225;0,01;0,43261903675838337;0;1,13719401446276;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2814;1.22:54:00;0;0;0;0;0;0;0;0,4333554113547459;0;0;0;0;0,5145920675345401;0,39879434228067295;0;0;0,1;0;0,9581472894583363;0;0;0,34677905609593673;0,01;0,43261926810505585;0;1,1372172696512193;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2815;1.22:55:00;0;0;0;0;0;0;0;0,43338751204987613;0;0;0;0;0,514631140447611;0,3987956471269083;0;0;0,1;0;0,9581701089073631;0;0;0,3467799413017077;0,01;0,43263761756940905;0;1,1372778682590279;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2816;1.22:56:00;0;0;0;0;0;0;0;0,4334383866127401;0;0;0;0;0,5146430041551395;0,3988237789006908;0;0;0,1;0;0,9581728155419436;0;0;0,34682451247578533;0,01;0,4326639947428384;0;1,1372918953989626;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2817;1.22:57:00;0;0;0;0;0;0;0;0,4334433291347208;0;0;0;0;0,5146493997136142;0,3988660202143544;0;0;0,1;0;0,9582229149708984;0;0;0,34682664231137206;0,01;0,43269137483224385;0;1,1372952635039897;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2818;1.22:58:00;0;0;0;0;0;0;0;0,4334528815744375;0;0;0;0;0,514719567057333;0,398868325942715;0;0;0,1;0;0,9582263728282381;0;0;0,3468414229173642;0,01;0,43269433317489303;0;1,1373643167715302;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2819;1.22:59:00;0;0;0;0;0;0;0;0,4334629140804759;0;0;0;0;0,5147251705404695;0,3988901565127171;0;0;0,1;0;0,9582435982930017;0;0;0,3468531651721788;0,01;0,43271178805893823;0;1,13736663868397;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,14428918032787;-4,12222245901639;
2820;1.23:00:00;0;0;0;0;0;0;0;0,43347307057233264;0;0;0;0;0,5147440281690411;0,39891200950031025;0;0;0,1;0;0,958314442155863;0;0;0,3468535265187918;0,01;0,4327297927907761;0;1,1373998259806954;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2821;1.23:01:00;0;0;0;0;0;0;0;0,4335160148832639;0;0;0;0;0,514763403957056;0,39897098836540623;0;0;0,1;0;0,9583435496244105;0;0;0,34685430914919907;0,01;0,43276945017194796;0;1,1374042190218063;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2822;1.23:02:00;0;0;0;0;0;0;0;0,43352788354664373;0;0;0;0;0,5147764065378084;0,39900913838218793;0;0;0,1;0;0,9583869436639627;0;0;0,34685929814574606;0,01;0,4327809425055504;0;1,1375169384378256;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2823;1.23:03:00;0;0;0;0;0;0;0;0,433532805360537;0;0;0;0;0,5147928816341736;0,39901044134193;0;0;0,1;0;0,9583989830493662;0;0;0,3468710369786388;0,01;0,43278787120023515;0;1,137528590294441;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2824;1.23:04:00;0;0;0;0;0;0;0;0,4335357420724835;0;0;0;0;0,5148110569550599;0,39902818133173235;0;0;0,1;0;0,9584498097270534;0;0;0,3468958981433648;0,01;0,432789336647232;0;1,1375402809958792;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2825;1.23:05:00;0;0;0;0;0;0;0;0,43359193936843576;0;0;0;0;0,5148207906807187;0,3990314649834174;0;0;0,1;0;0,9584637433459215;0;0;0,34691839116054685;0,01;0,43279922444657093;0;1,13757467416317;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2826;1.23:06:00;0;0;0;0;0;0;0;0,433606742411168;0;0;0;0;0,5148231244801046;0,3990318704200163;0;0;0,1;0;0,9584642447547118;0;0;0,3469342725818245;0,01;0,43280008923501556;0;1,1376071484607462;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2827;1.23:07:00;0;0;0;0;0;0;0;0,43362005096771206;0;0;0;0;0,5148370173685761;0,3990328752447317;0;0;0,1;0;0,9584767053595259;0;0;0,3469425789198372;0,01;0,43280730517488686;0;1,1376886716036243;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2828;1.23:08:00;0;0;0;0;0;0;0;0,43362374595457703;0;0;0;0;0,5148372085036937;0,39904527606399504;0;0;0,1;0;0,958543003740627;0;0;0,3469717276914842;0,01;0,4328268361053177;0;1,1377384874625656;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2829;1.23:09:00;0;0;0;0;0;0;0;0,43369820643383583;0;0;0;0;0,5148386720794849;0,3990820108130216;0;0;0,1;0;0,9585463218477457;0;0;0,34697966108733913;0,01;0,43284609270936686;0;1,1378693411990708;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2830;1.23:10:00;0;0;0;0;0;0;0;0,4337142444176378;0;0;0;0;0,5148540723021998;0,3990972324821939;0;0;0,1;0;0,9585530644252425;0;0;0,3469830145188974;0,01;0,43285861238287926;0;1,137887303252835;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2831;1.23:11:00;0;0;0;0;0;0;0;0,4337534450327451;0;0;0;0;0,5148615113555854;0,3990976315358115;0;0;0,1;0;0,9585672954566475;0;0;0,34699285563314225;0,01;0,4328809180822928;0;1,137911049058188;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2832;1.23:12:00;0;0;0;0;0;0;0;0,4338011513592815;0;0;0;0;0,5148948805421674;0,3991065889059762;0;0;0,1;0;0,9586235356318962;0;0;0,3470135622558444;0,01;0,43289572414581295;0;1,1379250351653414;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2833;1.23:13:00;0;0;0;0;0;0;0;0,43380289670641375;0;0;0;0;0,514902426623107;0,39910949562047976;0;0;0,1;0;0,958627306080594;0;0;0,34702039305779386;0,01;0,43289856629656714;0;1,1379392627138172;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,12222245901639;
2834;1.23:14:00;0;0;0;0;0;0;0;0,4338439841997871;0;0;0;0;0,5149166518472849;0,3991122777426787;0;0;0,1;0;0,9586536106672894;0;0;0,3470459633781135;0,01;0,4329056417762253;0;1,1380299526452218;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2835;1.23:15:00;0;0;0;0;0;0;0;0,4338469629146458;0;0;0;0;0,5149300755408923;0,3991132667428579;0;0;0,1;0;0,9586586699190296;0;0;0,34705397640700897;0,01;0,43292598791530396;0;1,138278086404508;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2836;1.23:16:00;0;0;0;0;0;0;0;0,43385832313977274;0;0;0;0;0,5149494717068374;0,3991516706568087;0;0;0,1;0;0,9587109886217795;0;0;0,3470611786858711;0,01;0,4329763812857259;0;1,1382981919774318;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2837;1.23:17:00;0;0;0;0;0;0;0;0,433863412458438;0;0;0;0;0,5149764194499826;0,39915426841590135;0;0;0,1;0;0,9587199594177432;0;0;0,3470731566135252;0,01;0,432988896349837;0;1,138323173155654;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2838;1.23:18:00;0;0;0;0;0;0;0;0,433892361005104;0;0;0;0;0,5149926847728759;0,39916317237287025;0;0;0,1;0;0,9587255301215936;0;0;0,3470749082936149;0,01;0,43302618272909893;0;1,1383441917867139;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2839;1.23:19:00;0;0;0;0;0;0;0;0,43389730107358543;0;0;0;0;0,5150002636791592;0,39917994362792397;0;0;0,1;0;0,9587380608799223;0;0;0,3470754687517757;0,01;0,43303450905132734;0;1,13835781623524;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2840;1.23:20:00;0;0;0;0;0;0;0;0,433921562481622;0;0;0;0;0,5150150453141868;0,3992102616221278;0;0;0,1;0;0,9588144369014882;0;0;0,34708374798753816;0,01;0,4330468974880173;0;1,1383890061715034;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2841;1.23:21:00;0;0;0;0;0;0;0;0,43392386570436436;0;0;0;0;0,5150297748071597;0,39922905899308925;0;0;0,1;0;0,9588306350958893;0;0;0,3471049191773781;0,01;0,4330547819813063;0;1,1384108765070111;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2842;1.23:22:00;0;0;0;0;0;0;0;0,4339670175914982;0;0;0;0;0,5150571225494629;0,39923051129464393;0;0;0,1;0;0,958891972033519;0;0;0,3471106174626258;0,01;0,43311018611818725;0;1,1384259783988424;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2843;1.23:23:00;0;0;0;0;0;0;0;0,4339769781997223;0;0;0;0;0,5150801727158233;0,39923875262407216;0;0;0,1;0;0,9589760397287171;0;0;0,34711753749719626;0,01;0,4331119564081821;0;1,138453636087465;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2844;1.23:24:00;0;0;0;0;0;0;0;0,4339894293732573;0;0;0;0;0,5151120236937765;0,399268589875768;0;0;0,1;0;0,9589806152584163;0;0;0,34717473071619614;0,01;0,4331179325175776;0;1,1385065918989234;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2845;1.23:25:00;0;0;0;0;0;0;0;0,4340229400788028;0;0;0;0;0,5151166872714461;0,3992687776153492;0;0;0,1;0;0,958981072348674;0;0;0,3471764347612534;0,01;0,43312421184817185;0;1,138627221999663;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2846;1.23:26:00;0;0;0;0;0;0;0;0,43402400874498875;0;0;0;0;0,5151252040125264;0,3992858646675535;0;0;0,1;0;0,9590657595516894;0;0;0,3471808427504057;0,01;0,43312793779542225;0;1,1386379965977715;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2847;1.23:27:00;0;0;0;0;0;0;0;0,4340446111950742;0;0;0;0;0,5151374953760376;0,39929335453321974;0;0;0,1;0;0,9590795976998656;0;0;0,34718224224381433;0,01;0,4331283327825736;0;1,1387764758769192;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2848;1.23:28:00;0;0;0;0;0;0;0;0,4340480164238565;0;0;0;0;0,5151450602290072;0,39930516527980237;0;0;0,1;0;0,95909272866352;0;0;0,34719606909326556;0,01;0,4331384762439701;0;1,1387856407842052;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2849;1.23:29:00;0;0;0;0;0;0;0;0,4340572497865171;0;0;0;0;0,5151451628998691;0,3993073880578755;0;0;0,1;0;0,959116797795567;0;0;0,3472183816102388;0,01;0,4331452756827282;0;1,1388015515778098;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2850;1.23:30:00;0;0;0;0;0;0;0;0,4340624669579623;0;0;0;0;0,5151461712770351;0,3993471281586085;0;0;0,1;0;0,9591404876712877;0;0;0,34722228492939067;0,01;0,43316246591446805;0;1,1389055569197895;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2851;1.23:31:00;0;0;0;0;0;0;0;0,43407626592478393;0;0;0;0;0,5151730273922792;0,399349893616122;0;0;0,1;0;0,9591691641814599;0;0;0,3472480354859778;0,01;0,4331626235591648;0;1,1389912920333134;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2852;1.23:32:00;0;0;0;0;0;0;0;0,4340897546790459;0;0;0;0;0,515214007606915;0,3993518904284784;0;0;0,1;0;0,959226717661014;0;0;0,34725856097721897;0,01;0,43319129161901776;0;1,1390103059550742;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2853;1.23:33:00;0;0;0;0;0;0;0;0,434091068983895;0;0;0;0;0,5152300262863231;0,3993661968700306;0;0;0,1;0;0,959258406790223;0;0;0,3472617237467823;0,01;0,4331917683225096;0;1,1390151588203443;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2854;1.23:34:00;0;0;0;0;0;0;0;0,4340978225694596;0;0;0;0;0,5152785517348443;0,3993723420242879;0;0;0,1;0;0,9592704027099774;0;0;0,34726482188662955;0,01;0,4332124545159169;0;1,1390233905371472;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
2855;1.23:35:00;0;0;0;0;0;0;0;0,43411023482597166;0;0;0;0;0,515284611223082;0,3993949585756427;0;0;0,1;0;0,9592835119767431;0;0;0,34727044565613074;0,01;0,433213083257009;0;1,1390471169769218;0;0;0;0;0;0;0;0;0;0;-9,84698459016394;2,15274360655738;-4,1173793442623;
