"Latitude (decimal degrees):	41.811"
"Longitude (decimal degrees):	12.632"
"Elevation (m):	149"
"Radiation database:	PVGIS-SARAH3"


Slope: 35 deg. 
Azimuth: 0 deg. 
"Nominal power of the PV system (c-Si) (kWp):	1.0"
"System losses (%):	14.0"
time,P,G(i),H_sun,T2m,WS10m,Int
20230730:0310,0.0,0.0,0.0,20.27,0.97,0.0
20230730:0410,0.0,0.0,0.0,19.55,1.1,0.0
20230730:0510,29.78,56.57,11.26,19.68,1.03,0.0
20230730:0610,164.36,243.16,22.25,23.14,0.69,0.0
20230730:0710,351.43,466.73,33.42,25.4,0.62,0.0
20230730:0810,504.78,677.91,44.4,27.42,0.48,0.0
20230730:0910,626.09,849.72,54.63,29.02,1.45,0.0
20230730:1010,686.06,930.67,62.88,30.03,2.55,0.0
20230730:1110,732.27,990.67,66.71,30.38,3.38,0.0
20230730:1210,643.65,857.63,64.0,30.31,3.79,0.0
20230730:1310,660.64,876.56,56.34,30.07,3.79,0.0
20230730:1410,539.94,707.38,46.35,29.76,3.66,0.0
20230730:1510,357.66,470.57,35.45,29.2,3.38,0.0
20230730:1610,197.15,284.28,24.28,28.47,2.97,0.0
20230730:1710,36.69,81.65,13.24,27.51,2.41,0.0
20230730:1810,1.9,10.49,2.61,26.38,1.93,0.0
20230730:1910,0.0,0.0,0.0,25.33,1.31,0.0
20230730:2010,0.0,0.0,0.0,24.43,0.9,0.0
20230730:2110,0.0,0.0,0.0,23.86,0.55,0.0
20230730:2210,0.0,0.0,0.0,23.82,0.28,0.0
20230730:2310,0.0,0.0,0.0,23.45,0.21,0.0
20230731:0010,0.0,0.0,0.0,21.9,0.9,0.0
20230731:0110,0.0,0.0,0.0,21.02,1.17,0.0
20230731:0210,0.0,0.0,0.0,20.55,1.24,0.0
20230731:0310,0.0,0.0,0.0,20.13,1.17,0.0
20230731:0410,0.0,0.0,0.0,19.93,1.24,0.0
20230731:0510,29.22,55.78,11.11,20.29,1.1,0.0
20230731:0610,164.5,244.27,22.11,23.58,0.76,0.0
20230731:0710,351.58,469.21,33.27,26.04,0.48,0.0
20230731:0810,502.72,675.01,44.25,27.92,0.62,0.0
20230731:0910,617.09,846.71,54.46,29.47,0.97,0.0
20230731:1010,618.16,845.92,62.67,30.52,1.66,0.0
20230731:1110,688.29,945.73,66.47,31.1,2.28,0.0
20230731:1210,643.17,869.78,63.78,30.97,2.83,0.0
20230731:1310,615.53,822.79,56.15,30.68,3.1,0.0
20230731:1410,534.68,703.32,46.18,30.24,3.45,0.0
20230731:1510,384.63,506.65,35.29,29.65,3.52,0.0
20230731:1610,196.61,284.16,24.12,28.91,3.31,0.0
20230731:1710,38.42,81.98,13.07,27.82,2.9,0.0
20230731:1810,1.5,9.62,2.44,26.64,2.0,0.0
20230731:1910,0.0,0.0,0.0,25.63,1.03,0.0
20230731:2010,0.0,0.0,0.0,24.83,0.55,0.0
20230731:2110,0.0,0.0,0.0,23.95,0.69,0.0
20230731:2210,0.0,0.0,0.0,23.14,0.83,0.0
20230731:2310,0.0,0.0,0.0,22.5,0.97,0.0
20230801:0010,0.0,0.0,0.0,22.04,0.83,0.0
20230801:0110,0.0,0.0,0.0,21.95,0.83,0.0
20230801:0210,0.0,0.0,0.0,21.45,0.97,0.0
20230801:0310,0.0,0.0,0.0,20.82,1.1,0.0
20230801:0410,0.0,0.0,0.0,20.5,1.17,0.0
20230801:0510,28.29,54.73,10.96,20.98,0.9,0.0
20230801:0610,166.12,245.12,21.96,23.27,1.45,0.0
20230801:0710,358.09,468.54,33.13,24.08,1.45,0.0
20230801:0810,519.95,678.24,44.1,25.61,1.86,0.0
20230801:0910,643.55,851.26,54.28,27.11,2.55,0.0
20230801:1010,700.97,931.88,62.46,28.09,3.38,0.0
20230801:1110,740.19,986.29,66.22,28.37,3.79,0.0
20230801:1210,725.56,963.36,63.55,28.38,3.86,0.0
20230801:1310,656.45,862.6,55.95,28.25,3.79,0.0
20230801:1410,505.63,655.1,46.0,28.0,3.86,0.0
20230801:1510,378.92,492.53,35.12,27.34,3.86,0.0
20230801:1610,124.05,173.53,23.96,26.4,3.59,0.0
20230801:1710,41.39,83.34,12.9,25.45,3.31,0.0
20230801:1810,1.53,9.62,2.26,24.44,2.9,0.0
20230801:1910,0.0,0.0,0.0,23.71,2.48,0.0
20230801:2010,0.0,0.0,0.0,23.28,2.34,0.0
20230801:2110,0.0,0.0,0.0,22.94,2.0,0.0
20230801:2210,0.0,0.0,0.0,22.4,1.93,0.0
20230801:2310,0.0,0.0,0.0,22.13,1.93,0.0
20230802:0010,0.0,0.0,0.0,21.84,1.93,0.0
20230802:0110,0.0,0.0,0.0,21.54,1.79,0.0
20230802:0210,0.0,0.0,0.0,21.37,1.79,0.0
20230802:0310,0.0,0.0,0.0,21.21,1.86,0.0
20230802:0410,0.0,0.0,0.0,20.96,1.86,0.0
20230802:0510,26.8,52.87,10.8,21.17,1.79,0.0
20230802:0610,165.4,242.16,21.81,22.29,2.21,0.0
20230802:0710,358.54,464.01,32.98,23.98,2.83,0.0
20230802:0810,520.93,672.29,43.94,25.36,2.69,0.0
20230802:0910,640.71,844.05,54.1,26.65,2.62,0.0
20230802:1010,710.81,953.32,62.24,27.82,2.69,0.0
20230802:1110,720.94,972.8,65.97,28.72,2.83,0.0
20230802:1210,654.46,874.62,63.31,29.4,3.17,0.0
20230802:1310,539.58,709.45,55.74,29.37,3.52,0.0
20230802:1410,521.99,680.22,45.82,28.96,3.72,0.0
20230802:1510,387.32,505.56,34.95,28.22,3.86,0.0
20230802:1610,196.24,280.83,23.79,27.17,3.66,0.0
20230802:1710,39.21,81.17,12.73,26.22,2.83,0.0
20230802:1810,0.42,7.0,2.07,25.27,2.0,0.0
20230802:1910,0.0,0.0,0.0,24.78,1.66,0.0
20230802:2010,0.0,0.0,0.0,24.1,1.59,0.0
20230802:2110,0.0,0.0,0.0,23.43,1.59,0.0
20230802:2210,0.0,0.0,0.0,22.85,1.59,0.0
20230802:2310,0.0,0.0,0.0,22.32,1.66,0.0
20230803:0010,0.0,0.0,0.0,21.84,1.79,0.0
20230803:0110,0.0,0.0,0.0,21.47,1.79,0.0
20230803:0210,0.0,0.0,0.0,21.08,1.79,0.0
20230803:0310,0.0,0.0,0.0,20.74,1.79,0.0
20230803:0410,0.0,0.0,0.0,20.54,1.79,0.0
20230803:0510,26.39,52.12,10.65,20.89,1.93,0.0
20230803:0610,165.14,241.96,21.67,22.44,2.14,0.0
20230803:0710,359.13,466.77,32.83,24.01,2.21,0.0
20230803:0810,513.27,666.31,43.78,25.41,2.14,0.0
20230803:0910,535.58,703.79,53.92,26.99,2.28,0.0
20230803:1010,618.66,825.6,62.02,28.07,2.41,0.0
20230803:1110,733.25,997.61,65.71,29.07,2.55,0.0
20230803:1210,714.33,967.61,63.06,29.76,2.83,0.0
20230803:1310,651.22,871.03,55.53,30.06,3.03,0.0
20230803:1410,540.32,713.03,45.64,30.04,3.03,0.0
20230803:1510,384.27,508.34,34.78,29.7,2.9,0.0
20230803:1610,193.53,280.22,23.62,29.08,2.69,0.0
20230803:1710,38.01,80.41,12.55,28.19,2.41,0.0
20230803:1810,0.09,6.12,1.88,27.07,2.21,0.0
20230803:1910,0.0,0.0,0.0,25.76,2.34,0.0
20230803:2010,0.0,0.0,0.0,24.95,2.14,0.0
20230803:2110,0.0,0.0,0.0,24.25,1.93,0.0
20230803:2210,0.0,0.0,0.0,23.68,1.66,0.0
20230803:2310,0.0,0.0,0.0,23.17,1.66,0.0
20230804:0010,0.0,0.0,0.0,22.72,1.72,0.0
20230804:0110,0.0,0.0,0.0,22.22,1.72,0.0
20230804:0210,0.0,0.0,0.0,21.78,1.72,0.0
20230804:0310,0.0,0.0,0.0,21.58,1.66,0.0
20230804:0410,0.0,0.0,0.0,21.32,1.79,0.0
20230804:0510,31.36,57.57,10.49,21.94,1.72,0.0
20230804:0610,158.94,231.77,21.52,23.63,2.62,0.0
20230804:0710,303.08,392.88,32.68,24.46,3.03,0.0
20230804:0810,512.41,659.24,43.62,25.85,3.24,0.0
20230804:0910,584.12,759.55,53.73,27.02,3.59,0.0
20230804:1010,673.97,889.5,61.79,28.59,4.0,0.0
20230804:1110,463.89,603.28,65.45,29.05,4.9,0.0
20230804:1210,45.79,74.17,62.81,26.88,4.76,0.0
20230804:1310,393.24,504.35,55.32,26.09,4.48,0.0
20230804:1410,195.67,259.13,45.44,25.7,3.52,0.0
20230804:1510,129.64,178.13,34.59,25.41,3.03,0.0
20230804:1610,29.32,51.92,23.44,24.23,3.03,0.0
20230804:1710,50.03,83.56,12.37,22.54,3.72,0.0
20230804:1810,0.0,0.87,1.69,20.41,4.07,0.0
20230804:1910,0.0,0.0,0.0,20.37,3.24,0.0
20230804:2010,0.0,0.0,0.0,20.02,1.79,0.0
20230804:2110,0.0,0.0,0.0,19.58,1.24,0.0
20230804:2210,0.0,0.0,0.0,19.51,1.38,0.0
20230804:2310,0.0,0.0,0.0,19.08,1.1,0.0
20230805:0010,0.0,0.0,0.0,18.41,1.17,0.0
20230805:0110,0.0,0.0,0.0,17.88,1.1,0.0
20230805:0210,0.0,0.0,0.0,17.76,1.03,0.0
20230805:0310,0.0,0.0,0.0,17.9,0.83,0.0
20230805:0410,0.0,0.0,0.0,17.33,1.1,0.0
20230805:0510,30.44,55.57,10.33,17.02,1.59,0.0
20230805:0610,133.19,182.52,21.37,17.69,1.38,0.0
20230805:0710,320.79,411.4,32.53,19.0,0.69,0.0
20230805:0810,456.27,588.07,43.46,20.41,0.48,0.0
20230805:0910,310.69,397.63,53.55,21.72,1.93,0.0
20230805:1010,102.47,142.77,61.56,22.17,2.83,0.0
20230805:1110,216.07,279.31,65.19,21.63,3.52,0.0
20230805:1210,85.43,121.45,62.56,21.36,3.86,0.0
20230805:1310,459.91,578.79,55.1,21.46,3.72,0.0
20230805:1410,568.19,711.41,45.25,21.41,4.21,0.0
20230805:1510,407.48,512.07,34.41,20.44,3.86,0.0
20230805:1610,195.63,269.18,23.25,20.35,3.38,0.0
20230805:1710,44.44,81.95,12.18,20.29,3.03,0.0
20230805:1810,0.0,3.5,1.49,19.98,2.34,0.0
20230805:1910,0.0,0.0,0.0,20.1,1.17,0.0
20230805:2010,0.0,0.0,0.0,19.7,0.62,0.0
20230805:2110,0.0,0.0,0.0,19.55,0.48,0.0
20230805:2210,0.0,0.0,0.0,19.16,0.62,0.0
20230805:2310,0.0,0.0,0.0,18.68,0.69,0.0
20230806:0010,0.0,0.0,0.0,17.94,0.9,0.0
20230806:0110,0.0,0.0,0.0,17.61,1.17,0.0
20230806:0210,0.0,0.0,0.0,17.15,1.38,0.0
20230806:0310,0.0,0.0,0.0,16.94,1.45,0.0
20230806:0410,0.0,0.0,0.0,16.6,1.45,0.0
20230806:0510,25.13,49.6,10.18,16.65,1.31,0.0
20230806:0610,170.23,247.34,21.22,19.24,1.17,0.0
20230806:0710,316.76,407.06,32.38,21.09,1.66,0.0
20230806:0810,469.91,596.5,43.3,22.26,2.69,0.0
20230806:0910,624.03,801.74,53.36,22.93,3.03,0.0
20230806:1010,727.76,949.54,61.33,23.82,3.31,0.0
20230806:1110,769.49,1010.47,64.92,23.83,3.31,0.0
20230806:1210,746.08,980.3,62.3,24.32,3.17,0.0
20230806:1310,675.67,882.18,54.87,24.67,2.9,0.0
20230806:1410,559.49,721.22,45.04,24.65,2.76,0.0
20230806:1510,394.99,510.41,34.22,24.44,2.55,0.0
20230806:1610,196.42,277.82,23.06,24.08,2.48,0.0
20230806:1710,35.96,76.62,11.98,23.57,2.41,0.0
20230806:1810,0.0,2.62,1.28,22.76,1.86,0.0
20230806:1910,0.0,0.0,0.0,21.84,1.66,0.0
20230806:2010,0.0,0.0,0.0,20.98,1.31,0.0
20230806:2110,0.0,0.0,0.0,20.35,0.69,0.0
20230806:2210,0.0,0.0,0.0,20.57,0.07,0.0
20230806:2310,0.0,0.0,0.0,19.29,0.69,0.0
20230807:0010,0.0,0.0,0.0,18.92,0.83,0.0
20230807:0110,0.0,0.0,0.0,18.15,0.97,0.0
20230807:0210,0.0,0.0,0.0,17.46,1.1,0.0
20230807:0310,0.0,0.0,0.0,17.0,1.31,0.0
20230807:0410,0.0,0.0,0.0,16.89,1.38,0.0
20230807:0510,35.43,59.2,10.02,17.08,1.31,0.0
20230807:0610,148.15,206.84,21.06,19.77,1.17,0.0
20230807:0710,305.11,393.73,32.23,20.33,0.69,0.0
20230807:0810,433.5,559.93,43.13,21.72,0.69,0.0
20230807:0910,480.05,626.23,53.16,22.36,0.69,0.0
20230807:1010,575.11,761.78,61.09,23.39,0.97,0.0
20230807:1110,590.65,782.27,64.64,24.31,1.45,0.0
20230807:1210,195.6,259.59,62.03,24.89,2.07,0.0
20230807:1310,617.12,804.87,54.64,24.96,2.69,0.0
20230807:1410,436.09,559.76,44.83,25.3,3.17,0.0
20230807:1510,375.59,484.01,34.02,25.25,3.59,0.0
20230807:1610,195.26,276.23,22.87,24.99,3.66,0.0
20230807:1710,47.62,79.54,11.78,24.43,3.38,0.0
20230807:1810,0.0,0.0,0.0,23.41,2.76,0.0
20230807:1910,0.0,0.0,0.0,22.03,1.24,0.0
20230807:2010,0.0,0.0,0.0,21.41,0.9,0.0
20230807:2110,0.0,0.0,0.0,20.78,0.9,0.0
20230807:2210,0.0,0.0,0.0,19.53,1.1,0.0
20230807:2310,0.0,0.0,0.0,18.42,1.59,0.0
20230808:0010,0.0,0.0,0.0,17.53,1.79,0.0
20230808:0110,0.0,0.0,0.0,16.69,1.79,0.0
20230808:0210,0.0,0.0,0.0,16.02,1.72,0.0
20230808:0310,0.0,0.0,0.0,15.67,1.66,0.0
20230808:0410,0.0,0.0,0.0,15.75,1.59,0.0
20230808:0510,23.3,47.16,9.86,16.01,1.38,0.0
20230808:0610,171.4,247.75,20.91,18.5,1.03,0.0
20230808:0710,372.35,482.72,32.07,21.42,1.03,0.0
20230808:0810,537.96,700.64,42.96,23.04,1.17,0.0
20230808:0910,660.65,880.08,52.97,24.26,1.38,0.0
20230808:1010,692.3,928.61,60.85,25.25,1.79,0.0
20230808:1110,733.8,987.54,64.36,25.79,2.21,0.0
20230808:1210,701.31,933.87,61.76,26.14,2.62,0.0
20230808:1310,631.61,825.15,54.4,25.89,3.1,0.0
20230808:1410,564.99,730.52,44.62,25.65,3.03,0.0
20230808:1510,398.69,516.43,33.82,25.37,2.9,0.0
20230808:1610,199.88,284.42,22.67,24.77,2.83,0.0
20230808:1710,33.68,73.83,11.58,23.82,2.62,0.0
20230808:1810,0.0,0.0,0.0,22.69,1.72,0.0
20230808:1910,0.0,0.0,0.0,21.38,0.69,0.0
20230808:2010,0.0,0.0,0.0,21.35,0.07,0.0
20230808:2110,0.0,0.0,0.0,20.15,0.62,0.0
20230808:2210,0.0,0.0,0.0,19.92,0.69,0.0
20230808:2310,0.0,0.0,0.0,19.53,0.62,0.0
20230809:0010,0.0,0.0,0.0,19.02,0.62,0.0
20230809:0110,0.0,0.0,0.0,18.43,0.76,0.0
20230809:0210,0.0,0.0,0.0,17.85,0.76,0.0
20230809:0310,0.0,0.0,0.0,17.22,0.9,0.0
20230809:0410,0.0,0.0,0.0,16.62,0.97,0.0
20230809:0510,35.34,59.43,9.69,16.45,0.97,0.0
20230809:0610,170.52,247.08,20.75,18.44,0.41,0.0
20230809:0710,372.01,482.13,31.91,21.39,1.03,0.0
20230809:0810,537.39,700.22,42.79,23.15,1.17,0.0
20230809:0910,656.8,879.78,52.77,24.61,1.17,0.0
20230809:1010,741.62,998.24,60.61,25.72,2.14,0.0
20230809:1110,764.5,1025.09,64.08,26.29,2.83,0.0
20230809:1210,756.44,1005.36,61.49,26.42,3.31,0.0
20230809:1310,663.35,866.92,54.15,26.21,3.45,0.0
20230809:1410,491.56,631.41,44.4,25.65,3.45,0.0
20230809:1510,393.18,507.05,33.61,25.05,3.31,0.0
20230809:1610,195.71,276.84,22.46,24.21,2.97,0.0
20230809:1710,37.01,75.14,11.37,23.19,2.28,0.0
20230809:1810,0.0,0.0,0.0,22.19,1.52,0.0
20230809:1910,0.0,0.0,0.0,20.93,1.24,0.0
20230809:2010,0.0,0.0,0.0,19.99,0.97,0.0
20230809:2110,0.0,0.0,0.0,19.52,0.76,0.0
20230809:2210,0.0,0.0,0.0,19.51,0.55,0.0
20230809:2310,0.0,0.0,0.0,19.04,0.76,0.0
20230810:0010,0.0,0.0,0.0,18.0,0.97,0.0
20230810:0110,0.0,0.0,0.0,17.58,0.97,0.0
20230810:0210,0.0,0.0,0.0,16.96,1.03,0.0
20230810:0310,0.0,0.0,0.0,16.01,1.24,0.0
20230810:0410,0.0,0.0,0.0,15.64,1.38,0.0
20230810:0510,23.25,46.73,9.53,15.68,1.17,0.0
20230810:0610,166.7,242.4,20.6,19.09,0.55,0.0
20230810:0710,361.06,471.03,31.75,21.81,0.55,0.0
20230810:0810,522.41,690.28,42.62,23.71,0.41,0.0
20230810:0910,636.03,862.81,52.57,25.39,0.62,0.0
20230810:1010,716.4,985.66,60.36,26.8,1.17,0.0
20230810:1110,751.25,1030.1,63.79,27.78,1.93,0.0
20230810:1210,731.58,985.72,61.21,28.15,2.76,0.0
20230810:1310,671.82,885.91,53.9,27.92,3.45,0.0
20230810:1410,553.79,717.64,44.17,27.48,3.66,0.0
20230810:1510,388.5,504.97,33.4,26.76,3.38,0.0
20230810:1610,192.32,275.97,22.25,26.0,2.76,0.0
20230810:1710,36.72,73.65,11.15,25.23,2.07,0.0
20230810:1810,0.0,0.0,0.0,24.25,1.17,0.0
20230810:1910,0.0,0.0,0.0,22.73,0.69,0.0
20230810:2010,0.0,0.0,0.0,22.35,0.41,0.0
20230810:2110,0.0,0.0,0.0,22.28,0.28,0.0
20230810:2210,0.0,0.0,0.0,21.87,0.34,0.0
20230810:2310,0.0,0.0,0.0,20.52,0.9,0.0
20230811:0010,0.0,0.0,0.0,19.37,1.17,0.0
20230811:0110,0.0,0.0,0.0,18.67,1.38,0.0
20230811:0210,0.0,0.0,0.0,18.12,1.38,0.0
20230811:0310,0.0,0.0,0.0,17.75,1.45,0.0
20230811:0410,0.0,0.0,0.0,17.41,1.38,0.0
20230811:0510,25.5,49.18,9.37,17.53,1.24,0.0
20230811:0610,161.25,235.64,20.44,20.86,0.69,0.0
20230811:0710,351.53,464.7,31.6,23.74,0.21,0.0
20230811:0810,513.09,681.28,42.45,25.63,0.62,0.0
20230811:0910,630.01,852.29,52.36,27.08,1.1,0.0
20230811:1010,707.27,972.75,60.11,28.22,1.45,0.0
20230811:1110,737.24,1017.07,63.5,29.07,1.86,0.0
20230811:1210,717.26,979.61,60.92,29.52,2.28,0.0
20230811:1310,657.44,879.85,53.65,29.53,2.83,0.0
20230811:1410,543.67,711.66,43.94,28.22,2.9,0.0
20230811:1510,379.09,497.27,33.18,27.82,2.76,0.0
20230811:1610,187.4,269.74,22.04,26.63,2.69,0.0
20230811:1710,33.89,70.59,10.94,25.57,2.14,0.0
20230811:1810,0.0,0.0,0.0,24.54,1.38,0.0
20230811:1910,0.0,0.0,0.0,23.25,0.83,0.0
20230811:2010,0.0,0.0,0.0,23.2,0.28,0.0
20230811:2110,0.0,0.0,0.0,22.73,0.48,0.0
20230811:2210,0.0,0.0,0.0,21.49,0.83,0.0
20230811:2310,0.0,0.0,0.0,20.31,1.1,0.0
20230812:0010,0.0,0.0,0.0,19.42,1.17,0.0
20230812:0110,0.0,0.0,0.0,18.63,1.38,0.0
20230812:0210,0.0,0.0,0.0,18.14,1.52,0.0
20230812:0310,0.0,0.0,0.0,17.78,1.52,0.0
20230812:0410,0.0,0.0,0.0,17.47,1.52,0.0
20230812:0510,22.4,45.97,9.2,17.43,1.38,0.0
20230812:0610,167.15,244.1,20.28,20.52,0.83,0.0
20230812:0710,361.69,476.75,31.43,23.89,0.55,0.0
20230812:0810,521.26,694.85,42.27,25.83,0.55,0.0
20230812:0910,638.62,868.8,52.16,27.16,0.97,0.0
20230812:1010,719.33,990.84,59.85,28.24,1.52,0.0
20230812:1110,743.02,1029.35,63.2,28.98,1.72,0.0
20230812:1210,728.92,996.57,60.63,29.49,2.34,0.0
20230812:1310,668.96,890.63,53.39,29.53,3.38,0.0
20230812:1410,559.52,728.52,43.71,28.74,3.93,0.0
20230812:1510,393.42,511.3,32.96,27.41,4.0,0.0
20230812:1610,191.76,275.49,21.82,26.39,3.31,0.0
20230812:1710,31.0,68.25,10.71,25.46,2.41,0.0
20230812:1810,0.0,0.0,0.0,24.33,1.45,0.0
20230812:1910,0.0,0.0,0.0,23.15,0.69,0.0
20230812:2010,0.0,0.0,0.0,22.87,0.28,0.0
20230812:2110,0.0,0.0,0.0,22.28,0.48,0.0
20230812:2210,0.0,0.0,0.0,21.35,0.69,0.0
20230812:2310,0.0,0.0,0.0,20.23,0.9,0.0
20230813:0010,0.0,0.0,0.0,19.06,1.1,0.0
20230813:0110,0.0,0.0,0.0,18.12,1.31,0.0
20230813:0210,0.0,0.0,0.0,17.76,1.45,0.0
20230813:0310,0.0,0.0,0.0,17.5,1.52,0.0
20230813:0410,0.0,0.0,0.0,17.36,1.52,0.0
20230813:0510,21.31,44.54,9.04,17.52,1.38,0.0
20230813:0610,166.14,242.11,20.12,20.4,0.9,0.0
20230813:0710,361.12,473.41,31.27,23.63,0.9,0.0
20230813:0810,526.91,693.39,42.09,25.5,1.24,0.0
20230813:0910,648.62,871.94,51.95,26.98,1.59,0.0
20230813:1010,728.33,994.13,59.6,28.12,2.0,0.0
20230813:1110,754.74,1032.64,62.9,28.87,2.41,0.0
20230813:1210,734.9,993.85,60.33,29.21,2.97,0.0
20230813:1310,673.82,892.6,53.12,29.09,3.66,0.0
20230813:1410,556.45,722.5,43.47,28.44,4.07,0.0
20230813:1510,389.32,506.66,32.73,27.52,3.86,0.0
20230813:1610,189.97,273.77,21.6,26.69,2.9,0.0
20230813:1710,30.87,67.07,10.48,25.84,1.86,0.0
20230813:1810,0.0,0.0,0.0,24.87,1.03,0.0
20230813:1910,0.0,0.0,0.0,23.94,0.28,0.0
20230813:2010,0.0,0.0,0.0,23.56,0.28,0.0
20230813:2110,0.0,0.0,0.0,22.54,0.55,0.0
20230813:2210,0.0,0.0,0.0,21.17,0.97,0.0
20230813:2310,0.0,0.0,0.0,20.13,1.17,0.0
20230814:0010,0.0,0.0,0.0,19.28,1.31,0.0
20230814:0110,0.0,0.0,0.0,18.53,1.38,0.0
20230814:0210,0.0,0.0,0.0,17.94,1.52,0.0
20230814:0310,0.0,0.0,0.0,17.53,1.59,0.0
20230814:0410,0.0,0.0,0.0,17.23,1.59,0.0
20230814:0510,22.61,45.8,8.87,17.24,1.45,0.0
20230814:0610,164.86,239.94,19.96,20.31,0.97,0.0
20230814:0710,357.94,469.97,31.11,23.86,0.83,0.0
20230814:0810,524.37,688.75,41.92,25.63,1.38,0.0
20230814:0910,650.26,870.81,51.74,26.97,1.79,0.0
20230814:1010,728.57,988.29,59.33,27.98,2.28,0.0
20230814:1110,754.47,1026.73,62.6,28.63,2.62,0.0
20230814:1210,731.27,987.83,60.03,28.95,2.9,0.0
20230814:1310,661.5,881.87,52.85,29.0,2.97,0.0
20230814:1410,547.45,716.58,43.22,28.76,3.24,0.0
20230814:1510,384.15,501.9,32.49,28.0,3.59,0.0
20230814:1610,186.49,269.36,21.37,27.02,3.17,0.0
20230814:1710,31.41,66.71,10.25,26.01,2.21,0.0
20230814:1810,0.0,0.0,0.0,24.98,1.24,0.0
20230814:1910,0.0,0.0,0.0,24.04,0.69,0.0
20230814:2010,0.0,0.0,0.0,23.74,0.14,0.0
20230814:2110,0.0,0.0,0.0,23.16,0.62,0.0
20230814:2210,0.0,0.0,0.0,21.48,0.9,0.0
20230814:2310,0.0,0.0,0.0,20.8,1.03,0.0
20230815:0010,0.0,0.0,0.0,20.32,1.03,0.0
20230815:0110,0.0,0.0,0.0,20.07,0.97,0.0
20230815:0210,0.0,0.0,0.0,19.9,0.9,0.0
20230815:0310,0.0,0.0,0.0,20.04,0.83,0.0
20230815:0410,0.0,0.0,0.0,20.27,0.76,0.0
20230815:0510,23.68,47.1,8.7,19.28,1.03,0.0
20230815:0610,160.53,234.25,19.8,20.89,0.55,0.0
20230815:0710,352.7,466.46,30.94,23.56,0.07,0.0
20230815:0810,516.68,685.23,41.73,25.33,0.62,0.0
20230815:0910,641.37,862.65,51.52,26.91,1.45,0.0
20230815:1010,718.4,972.91,59.07,28.05,2.28,0.0
20230815:1110,701.1,942.31,62.29,28.72,2.97,0.0
20230815:1210,720.16,965.85,59.73,28.88,3.24,0.0
20230815:1310,654.77,866.44,52.57,28.48,3.24,0.0
20230815:1410,541.77,707.3,42.97,28.14,3.1,0.0
20230815:1510,378.71,494.05,32.26,27.38,3.31,0.0
20230815:1610,183.97,265.72,21.13,26.58,2.97,0.0
20230815:1710,29.46,63.84,10.01,25.7,2.28,0.0
20230815:1810,0.0,0.0,0.0,24.83,1.45,0.0
20230815:1910,0.0,0.0,0.0,23.79,0.97,0.0
20230815:2010,0.0,0.0,0.0,23.1,0.76,0.0
20230815:2110,0.0,0.0,0.0,22.44,0.83,0.0
20230815:2210,0.0,0.0,0.0,21.86,0.76,0.0
20230815:2310,0.0,0.0,0.0,21.64,0.55,0.0
20230816:0010,0.0,0.0,0.0,21.68,0.34,0.0
20230816:0110,0.0,0.0,0.0,21.62,0.34,0.0
20230816:0210,0.0,0.0,0.0,21.3,0.55,0.0
20230816:0310,0.0,0.0,0.0,20.86,0.62,0.0
20230816:0410,0.0,0.0,0.0,20.83,0.55,0.0
20230816:0510,26.01,49.19,8.53,21.16,0.48,0.0
20230816:0610,121.59,172.48,19.64,21.98,0.48,0.0
20230816:0710,296.12,387.14,30.78,23.86,1.1,0.0
20230816:0810,490.59,638.73,41.55,25.48,1.72,0.0
20230816:0910,630.6,835.51,51.31,26.88,2.21,0.0
20230816:1010,709.71,959.95,58.8,28.58,2.41,0.0
20230816:1110,730.35,996.94,61.98,29.79,2.55,0.0
20230816:1210,650.64,874.24,59.42,30.25,3.03,0.0
20230816:1310,584.88,773.27,52.29,30.18,3.59,0.0
20230816:1410,528.99,692.28,42.71,29.81,3.66,0.0
20230816:1510,364.14,478.9,32.01,29.19,3.45,0.0
20230816:1610,168.12,242.15,20.89,27.28,2.21,0.0
20230816:1710,33.86,60.7,9.77,26.86,1.93,0.0
20230816:1810,0.0,0.0,0.0,26.02,1.31,0.0
20230816:1910,0.0,0.0,0.0,24.75,1.31,0.0
20230816:2010,0.0,0.0,0.0,24.0,0.97,0.0
20230816:2110,0.0,0.0,0.0,23.31,0.69,0.0
20230816:2210,0.0,0.0,0.0,23.19,0.41,0.0
20230816:2310,0.0,0.0,0.0,22.71,0.48,0.0
20230817:0010,0.0,0.0,0.0,21.99,0.76,0.0
20230817:0110,0.0,0.0,0.0,21.29,0.83,0.0
20230817:0210,0.0,0.0,0.0,20.64,1.03,0.0
20230817:0310,0.0,0.0,0.0,20.2,1.1,0.0
20230817:0410,0.0,0.0,0.0,19.83,1.03,0.0
20230817:0510,25.06,48.09,8.37,19.79,0.97,0.0
20230817:0610,154.45,225.65,19.48,22.45,0.69,0.0
20230817:0710,345.02,454.29,30.61,24.67,0.83,0.0
20230817:0810,511.11,674.65,41.37,26.57,1.24,0.0
20230817:0910,625.74,845.86,51.09,28.31,1.45,0.0
20230817:1010,699.67,965.65,58.53,29.86,1.66,0.0
20230817:1110,723.53,1002.64,61.67,31.03,2.07,0.0
20230817:1210,704.6,962.36,59.1,31.54,2.83,0.0
20230817:1310,629.82,841.28,52.01,31.46,3.59,0.0
20230817:1410,528.54,695.09,42.45,30.51,3.52,0.0
20230817:1510,365.73,483.26,31.77,29.61,3.03,0.0
20230817:1610,172.61,252.55,20.65,28.78,2.21,0.0
