Apparent.Time;Time span;Kitchen Light (100W) [VA];Living Room Light (Energy Saving Lamp, 20W) [VA];Bathroom Light (100W) [VA];Bathroom Mirror Light 10 W (LED) [VA];Bedroom Light (60W) [VA];Children Room Light (200W) [VA];Children Room Light Device (20W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [VA];Coffee Machine / Braun Impression KF 600 [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster Salco MT 400 [VA];PC / Acer 8400 [VA];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [VA];Epson Stylus Color 860 [VA];TASKalfa 180 [VA];Canon CanoScan LIDE 110 [VA];External Harddrive Iomega 3.5" [VA];Laptop / ACER BT.00603.043 Replacement laptop battery [VA];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [VA];Fancy Ceiling Lights with at least 3 Bulbs [VA];CD/DVD Player / Phillips HDR3810/31 [VA];Panasonic TX-P58V10E [VA];SAT Receiver / Kathrein UFS913 [VA];Miele H 5241 B [VA];Handmixer / Phillips Robust HR 1581 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [VA];Microwave / Panasonic NN-V 359 W Inverter [VA];Extractor Hood / Miele DA 429-4 [VA];Miele DA 61 [VA];Deep Fryer / DeLonghi F 28311.W Rotofritteuse [VA];Ricecooker / Tristar RK-6112 [VA];Steam Cooker / Phillips HD9140 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Braun Multiquick 3 MR 300 Soup [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [VA];Fondue / Unold 48746 Asia [VA];Dishwashers / Bosch SGI 4662 Silence Comfort [VA];Dryer / Miele T 8626 WP [VA];Washing Machine Samsung P1405J [VA];Home Cinema System / Samsung HT-D5550 [VA];Hifi System / Sharp XL-HF300PH [VA];AEG NM 2701 Premium [VA];Hair Dryer Babyliss 2000 [VA];Canister Vacuum Cleaner / Siemens Z6.0 VSZ61260 [VA];TV Medion MD20123_DE_A [VA];Microsoft Xbox 360 [VA];TV / Phillips Goya 9770 VT [VA];Liebherr CBP 4056-20A [VA];Router O2 Box 6431 [VA];Electric Razor Braun Cruzer 5 [VA];Electric Tooth Brush / Phillips HX9332 [VA];Phone Siemens Gigaset C320 [VA];Yamaha RX-V667 [VA];Liebherr GP 2756-20A [VA];
3910;2.17:10:00;0;0;0;0;0;0;0;0;0;1,454857274679595;0;0;0;0;1,7966099455954814;1,3922919829555995;0,2565414730938305;2,7164779488051973;0;0;7,867735263519751;0;0;0,8651456751321096;321,4895153164018;4,6124199311283;0;0;0;23,397139681495066;0;0;0;0;0;0;0;0;0;0;0;0;2,2659275077703667;3,1899580238229905;0;0;0;0,5700000000000001;3,841142737965413;2,792720251286749;0;11,7405770491803;2,95598737704918;2,1290012794966438;4,41780180327869;12,77888561973056;0;
3911;2.17:11:00;0;0;0;0;0;0;0;0;0;1,4549302579378218;0;0;0;0;1,7966723081848779;1,3927191159465055;0,2565420645875945;2,7164853085932568;0;0;7,867895644382051;0;0;0,8653011677874325;321,6209447012902;4,612568141036972;0;0;0;23,40117823156901;0;0;0;0;0;0;0;0;0;0;0;0;2,266033982004236;3,1902879272167923;0;0;0;0,5700000000000001;3,8411657450508288;2,7928622771992635;0;11,7405770491803;2,95598737704918;2,129117807015519;4,41780180327869;12,779298959205672;0;
3912;2.17:12:00;0;0;0;0;0;0;0;0;0;1,4549467217931602;0;0;0;0;1,796694811206053;1,392845264710856;0,2565427001639602;2,7165402125183884;0;0;7,868883569943216;0;0;0,8653360730850472;321,68368869813935;4,613755104039216;0;0;0;23,401595062050625;0;0;0;0;0;0;0;0;0;0;0;0;2,2660600154915724;3,1903163890559663;0;0;0;0,5700000000000001;3,841249135524758;2,792969306952953;0;11,7405770491803;2,95598737704918;2,129172579823638;4,41780180327869;12,779746820834104;0;
3913;2.17:13:00;0;0;0;0;0;0;0;0;0;1,454947678907267;0;0;0;0;1,7967109861678219;1,3930527115011093;0,2565678829825591;2,7166112201038186;0;0;7,87067721712876;0;0;0,8655069754253013;321,7630466315817;4,6141323618721835;0;0;0;23,401708823617096;0;0;0;0;0;0;0;0;0;0;0;0;2,266198280384435;3,190486940050447;0;0;0;0,5700000000000001;3,8413499165214717;2,79312665708854;0;11,7405770491803;2,95598737704918;2,129200483119317;4,41780180327869;12,779864891879638;0;
3914;2.17:14:00;0;0;0;0;0;0;0;0;0;1,4549581083513448;0;0;0;0;1,7967413468731301;1,3931950685609862;0,2565944226134423;2,7166183649691784;0;0;7,87077192806089;0;0;0,865531613154527;321,7736163766949;4,614189932996789;0;0;0;23,402390250070376;0;0;0;0;0;0;0;0;0;0;0;0;2,2662118741006494;3,1905974384857627;0;0;0;0,5700000000000001;3,841523556517928;2,793185437783993;0;11,7405770491803;2,95598737704918;2,129266677628947;4,41780180327869;12,77993263954602;0;
3915;2.17:15:00;0;0;0;0;0;0;0;0;0;1,4549778763713774;0;0;0;0;1,7969478183605632;1,3932798287229076;0,2566020997051587;2,716863615532483;0;0;7,871224255739792;0;0;0,8655866722706502;321,88358731102755;4,614615356729266;0;0;0;23,402505692823922;0;0;0;0;0;0;0;0;0;0;0;0;2,2662342839321075;3,1906424732681162;0;0;0;0,5700000000000001;3,8416190544875395;2,793269280189959;0;11,7405770491803;2,95598737704918;2,129400022330792;4,41780180327869;12,780044887176139;0;
3916;2.17:16:00;0;0;0;0;0;0;0;0;0;1,4549865420256718;0;0;0;0;1,7969585584065582;1,3933035753852259;0,2566054545323237;2,7170289982477276;0;0;7,87138945072192;0;0;0,8656552104645011;322,0073596253109;4,6155978314408275;0;0;0;23,404356526815867;0;0;0;0;0;0;0;0;0;0;0;0;2,2663752987939816;3,190661379713886;0;0;0;0,5700000000000001;3,841737688713304;2,793276563669134;0;11,7405770491803;2,95598737704918;2,129526356402369;4,41780180327869;12,781119589954185;0;
3917;2.17:17:00;0;0;0;0;0;0;0;0;0;1,455017039197293;0;0;0;0;1,7969971542397962;1,3933050361160868;0,25660724789258205;2,71716585019871;0;0;7,871436221539796;0;0;0,8656659215524088;322,0182007091211;4,6156129896776115;0;0;0;23,40497066860251;0;0;0;0;0;0;0;0;0;0;0;0;2,266450349037558;3,1907008747700956;0;0;0;0,5700000000000001;3,841934014331207;2,7933008841040503;0;11,7405770491803;2,95598737704918;2,1296333516414223;4,41780180327869;12,781321920291125;0;
3918;2.17:18:00;0;0;0;0;0;0;0;0;0;1,4550228018568756;0;0;0;0;1,7970241024323566;1,3934544993716869;0,2566084389732074;2,717184911737787;0;0;7,871683787617052;0;0;0,8657199207434073;322,18453956445427;4,6156700896221565;0;0;0;23,40551873984532;0;0;0;0;0;0;0;0;0;0;0;0;2,2664763879699024;3,190703340353512;0;0;0;0,5700000000000001;3,8419592800628988;2,793372164341632;0;11,7405770491803;2,95598737704918;2,1297039719719293;4,41780180327869;12,781367741501725;0;
3919;2.17:19:00;0;0;0;0;0;0;0;0;0;1,4550436924309267;0;0;0;0;1,7970825413973364;1,393536720134116;0,256628192025968;2,7173544793361826;0;0;7,871741414730234;0;0;0,8657875666662249;322,5697030220654;4,61590010653025;0;0;0;23,405743878607275;0;0;0;0;0;0;0;0;0;0;0;0;2,2667509639849963;3,1908595534502857;0;0;0;0,5700000000000001;3,842162819144256;2,7935838883008928;0;11,7405770491803;2,95598737704918;2,1297515383796246;4,41780180327869;12,781463924520681;0;
3920;2.17:20:00;0;0;0;0;0;0;0;0;0;1,4550802719200835;0;0;0;0;1,7970881697669405;1,393546865302023;0,25662887616104485;2,7173763568108398;0;0;7,872206388064877;0;0;0,8658189902350266;322,59051254621215;4,616488984542654;0;0;0;23,407246952120786;0;0;0;0;0;0;0;0;0;0;0;0;2,266757717882257;3,191188813309035;0;0;0;0,5700000000000001;3,8422108952514185;2,793684600284832;0;11,7405770491803;2,95598737704918;2,1297883253803236;4,41780180327869;12,781665175028127;0;
3921;2.17:21:00;0;0;0;0;0;0;0;0;0;1,455100248962871;0;0;0;0;1,7972107237332517;1,393601163376945;0,25665123118425615;2,7174101098422465;0;0;7,872587679883405;0;0;0,865836459982283;322,62323552178884;4,617992476429258;0;0;0;23,407261133226985;0;0;0;0;0;0;0;0;0;0;0;0;2,2667895030046696;3,191226874000927;0;0;0;0,5700000000000001;3,8422477539852755;2,7938467663407973;0;11,7405770491803;2,95598737704918;2,129792151827952;4,41780180327869;12,782834056440498;0;
3922;2.17:22:00;0;0;0;0;0;0;0;0;0;1,45518225028351;0;0;0;0;1,7974900491668828;1,3936790093479026;0,25665843025600604;2,717765681856244;0;0;7,872625125217847;0;0;0,865863281720022;322,6488368894725;4,618840508010122;0;0;0;23,409338430474506;0;0;0;0;0;0;0;0;0;0;0;0;2,2669092319033908;3,19130409258572;0;0;0;0,5700000000000001;3,8423104472066747;2,7940201774554616;0;11,7405770491803;2,95598737704918;2,1298035546032748;4,41780180327869;12,783374001092856;0;
3923;2.17:23:00;0;0;0;0;0;0;0;0;0;1,4552084432950685;0;0;0;0;1,797644970067405;1,393697953811087;0,25666371462525944;2,71777178794227;0;0;7,873457503686871;0;0;0,8660020186292003;322,6616670957359;4,618880983063917;0;0;0;23,40942529111936;0;0;0;0;0;0;0;0;0;0;0;0;2,2670971653099046;3,19137115552046;0;0;0;0,5700000000000001;3,842310571741832;2,79407942972344;0;11,7405770491803;2,95598737704918;2,129819900473667;4,41780180327869;12,784155924881492;0;
3924;2.17:24:00;0;0;0;0;0;0;0;0;0;1,4552366632896228;0;0;0;0;1,7977041049001259;1,3937855416769316;0,2566684615480537;2,7177997286187607;0;0;7,873565201270854;0;0;0,8660310579286755;322,70130522060276;4,619837817516126;0;0;0;23,40946843760788;0;0;0;0;0;0;0;0;0;0;0;0;2,2671076715022824;3,1915185368636316;0;0;0;0,5700000000000001;3,8423709598344096;2,7940991680365466;0;11,7405770491803;2,95598737704918;2,1299963028394595;4,41780180327869;12,784227741476172;0;
3925;2.17:25:00;0;0;0;0;0;0;0;0;0;1,4553185077711341;0;0;0;0;1,7977688643886618;1,3938163572619444;0,25667331425582934;2,717924732945641;0;0;7,874386056457072;0;0;0,8660445043378285;322,92230869747937;4,619897627253412;0;0;0;23,410457837616033;0;0;0;0;0;0;0;0;0;0;0;0;2,267128638672719;3,1916458992086154;0;0;0;0,5700000000000001;3,842538424665047;2,7941232747999902;0;11,7405770491803;2,95598737704918;2,130020781293487;4,41780180327869;12,784427471112927;0;
3926;2.17:26:00;0;0;0;0;0;0;0;0;0;1,4553424229795233;0;0;0;0;1,797792098696133;1,393923612399356;0,25668233089399156;2,7179276054795714;0;0;7,8750661498933106;0;0;0,8660673253460951;323,01636046980633;4,620279866516567;0;0;0;23,411249320485755;0;0;0;0;0;0;0;0;0;0;0;0;2,2671707147426376;3,1917838313619793;0;0;0;0,5700000000000001;3,8427156521430192;2,7941678477745353;0;11,7405770491803;2,95598737704918;2,1302712325014967;4,41780180327869;12,784450452879934;0;
3927;2.17:27:00;0;0;0;0;0;0;0;0;0;1,455353860459239;0;0;0;0;1,797901558613643;1,3940776250873632;0,25670636672637936;2,7179423675004597;0;0;7,875126657905923;0;0;0,8660891628635694;323,2452126834575;4,62163334139841;0;0;0;23,41153663036731;0;0;0;0;0;0;0;0;0;0;0;0;2,267286249536363;3,1918488952753;0;0;0;0,5700000000000001;3,842732577167736;2,7941927736355816;0;11,7429508196721;2,95598737704918;2,1302733075431473;4,41780180327869;12,78465194146233;0;
3928;2.17:28:00;0;0;0;0;0;0;0;0;0;1,4553599074169166;0;0;0;0;1,7979109522703;1,394208876562101;0,256707224405376;2,7180182120010286;0;0;7,875217227855409;0;0;0,8661039480403774;323,34904301181837;4,621645592284782;0;0;0;23,411779362718082;0;0;0;0;0;0;0;0;0;0;0;0;2,2673878855561367;3,1918734498782975;0;0;0;0,5700000000000001;3,842851416392862;2,7945246323208512;0;11,7429508196721;2,95598737704918;2,130450606655666;4,41780180327869;12,785227708531432;0;
3929;2.17:29:00;0;0;0;0;0;0;0;0;0;1,4554009773125507;0;0;0;0;1,7980181566610431;1,394234294040661;0,2567176355960162;2,718040722169673;0;0;7,875773435643716;0;0;0,8661073581309722;323,4134427883356;4,621817522116954;0;0;0;23,412376752813838;0;0;0;0;0;0;0;0;0;0;0;0;2,2674488269335327;3,1921604027951287;0;0;0;0,5700000000000001;3,842889666190816;2,794749058471445;0;11,7429508196721;2,95598737704918;2,130720572162504;4,41780180327869;12,785556696961534;0;
3930;2.17:30:00;0;0;0;0;0;0;0;0;0;1,4554089977194633;0;0;0;0;1,7980191872345168;1,3943324890266673;0,25672482939125874;2,7180722101554973;0;0;7,875781427028264;0;0;0,8661081584329323;323,45539890710216;4,622003459703779;0;0;0;23,414159991782185;0;0;0;0;0;0;0;0;0;0;0;0;2,2674504534067945;3,1921649374022967;0;0;0;0,5700000000000001;3,8431075840903866;2,795076591229481;0;11,7429508196721;2,95598737704918;2,1308681500174096;4,41780180327869;12,786256519636893;0;
3931;2.17:31:00;0;0;0;0;0;0;0;0;0;1,4554605282951514;0;0;0;0;1,7984458378607224;1,394564801682564;0,2567269841075217;2,7181461424418436;0;0;7,875882192049512;0;0;0,866285482047955;323,4703354942209;4,622397513281042;0;0;0;23,416363436014905;0;0;0;0;0;0;0;0;0;0;0;0;2,2676477192342546;3,192299671059156;0;0;0;0,5700000000000001;3,843512823397313;2,795197003297147;0;11,7429508196721;2,95598737704918;2,130920390784719;4,41780180327869;12,78823067664586;0;
3932;2.17:32:00;0;0;0;0;0;0;0;0;0;1,4555001833298122;0;0;0;0;1,7986180253650257;1,3945897469430795;0,25673170684831953;2,718199182686205;0;0;7,87624135319933;0;0;0,8662905788978812;323,5106476138811;4,622643679621759;0;0;0;23,41745699477304;0;0;0;0;0;0;0;0;0;0;0;0;2,26767670106855;3,192455411187039;0;0;0;0,5700000000000001;3,8436386473112645;2,795327765587533;0;11,7429508196721;2,95598737704918;2,1309276169812836;4,41780180327869;12,788244093237111;0;
3933;2.17:33:00;0;0;0;0;0;0;0;0;0;1,4555324042509112;0;0;0;0;1,7986235547728169;1,39464303378483;0,2567462105193827;2,7184031871980046;0;0;7,876907731085099;0;0;0,8662993875061122;323,65448216735615;4,622746202766444;0;0;0;23,417467375259776;0;0;0;0;0;0;0;0;0;0;0;0;2,267716201522644;3,1928047253614986;0;0;0;0,5700000000000001;3,8437016245524966;2,7954141614801005;0;11,7429508196721;2,95598737704918;2,130971506790209;4,41780180327869;12,788310494486437;0;
3934;2.17:34:00;0;0;0;0;0;0;0;0;0;1,4556010132568837;0;0;0;0;1,7986462706361188;1,3949282365896252;0,2567562502959445;2,7184576269855008;0;0;7,878809594848102;0;0;0,8663281756874303;323,69227763214093;4,623425215767476;0;0;0;23,418103584143807;0;0;0;0;0;0;0;0;0;0;0;0;2,2681876090057562;3,1930860328386856;0;0;0;0,5700000000000001;3,8437440487551493;2,795457781432808;0;11,7429508196721;2,95598737704918;2,1309830878685347;4,41780180327869;12,79004413871725;0;
3935;2.17:35:00;0;0;0;0;0;0;0;0;0;1,455611252420733;0;0;0;0;1,7987095698058007;1,395034209756183;0,25676554741225505;2,718459168096611;0;0;7,879364496338766;0;0;0,8665800153888406;323,698135981743;4,62420159947;0;0;0;23,41855862897676;0;0;0;0;0;0;0;0;0;0;0;0;2,2682465803012812;3,193275834918251;0;0;0;0,5700000000000001;3,8437702282704738;2,795730576913267;0;11,7429508196721;2,95598737704918;2,131260625726088;4,41780180327869;12,790296161900704;0;
3936;2.17:36:00;0;0;0;0;0;0;0;0;0;1,455685609845153;0;0;0;0;1,7988993006525507;1,3950686789895297;0,25677874780694016;2,7186477969282956;0;0;7,879419791979824;0;0;0,866612150562709;323,7191399904646;4,624944850541618;0;0;0;23,418580032395102;0;0;0;0;0;0;0;0;0;0;0;0;2,268293634549344;3,193305402740458;0;0;0;0,5700000000000001;3,8439288666266043;2,7957438881318226;0;11,7429508196721;2,95598737704918;2,1313911340764418;4,41780180327869;12,791189768426202;0;
3937;2.17:37:00;0;0;0;0;0;0;0;0;0;1,4557500585715413;0;0;0;0;1,7989631403630835;1,3950932785719254;0,25678679069322297;2,7186585961773844;0;0;7,880490878487866;0;0;0,8666301104267192;323,77476331668845;4,625522987141742;0;0;0;23,418670656218357;0;0;0;0;0;0;0;0;0;0;0;0;2,268320961434401;3,193339050524433;0;0;0;0,5700000000000001;3,8441898427906755;2,795808275278738;0;11,7429508196721;2,95598737704918;2,1315758686575674;4,41780180327869;12,791348878380658;0;
3938;2.17:38:00;0;0;0;0;0;0;0;0;0;1,4559361226486291;0;0;0;0;1,7991296592019645;1,3951338275476766;0,25680055533111273;2,718840765036201;0;0;7,881082969203517;0;0;0,8667171842239527;323,93319830942005;4,625986909063981;0;0;0;23,419457346050677;0;0;0;0;0;0;0;0;0;0;0;0;2,2683705321229173;3,193359507608672;0;0;0;0,5700000000000001;3,84433637785291;2,7958095665426295;0;11,7429508196721;2,95598737704918;2,13158561958176;4,41780180327869;12,791349891142126;0;
3939;2.17:39:00;0;0;0;0;0;0;0;0;0;1,455979201365412;0;0;0;0;1,799138082289601;1,395167523363175;0,2568017828884782;2,7189514645266453;0;0;7,881519718035864;0;0;0,8667387394326627;323,9543598184469;4,626129505610606;0;0;0;23,420968470925505;0;0;0;0;0;0;0;0;0;0;0;0;2,26923985398052;3,1933833990488303;0;0;0;0,5700000000000001;3,8451963690409965;2,795937344492205;0;11,7429508196721;2,95598737704918;2,1315979840719885;4,41780180327869;12,793514932941653;0;
3940;2.17:40:00;0;0;0;0;0;0;0;0;0;1,4560095994925921;0;0;0;0;1,7991631268765695;1,3952178511366087;0,25680839433232466;2,7190740287265953;0;0;7,88216620001985;0;0;0,8667461197938863;324,0676582967654;4,6268302160663906;0;0;0;23,421089797647724;0;0;0;0;0;0;0;0;0;0;0;0;2,269303676535828;3,193423058477708;0;0;0;0,5700000000000001;3,845495589365679;2,7963632747093614;0;11,7429508196721;2,95598737704918;2,1317960623360617;4,41780180327869;12,793823585047889;0;
3941;2.17:41:00;0;0;0;0;0;0;0;0;0;1,4560829869288525;0;0;0;0;1,7993143214597798;1,395224163747138;0,2568229668548166;2,7190998837580875;0;0;7,882233565108227;0;0;0,8667755077971032;324,0747734930321;4,627331137277078;0;0;0;23,425211421793804;0;0;0;0;0;0;0;0;0;0;0;0;2,2694921512881714;3,193430827130026;0;0;0;0,5700000000000001;3,845506268772086;2,7964333237513173;0;11,7429508196721;2,95598737704918;2,131844526152955;4,41780180327869;12,794058890041518;0;
3942;2.17:42:00;0;0;0;0;0;0;0;0;0;1,4561177170622277;0;0;0;0;1,7997069916255815;1,3952693455442535;0,2568381685925735;2,719212454234857;0;0;7,884405769482657;0;0;0,8668589205301915;324,1336696780871;4,627840845050862;0;0;0;23,426023024928526;0;0;0;0;0;0;0;0;0;0;0;0;2,2695009353731828;3,193540274094148;0;0;0;0,5700000000000001;3,845708847325981;2,7964506576972905;0;11,7429508196721;2,95598737704918;2,1318482417874947;4,41780180327869;12,794933626277741;0;
3943;2.17:43:00;0;0;0;0;0;0;0;0;0;1,4562407637427521;0;0;0;0;1,799998670905238;1,3953786536240784;0,25683977547157194;2,719242626093656;0;0;7,8853181965059695;0;0;0,8668839497079398;324,1698091452441;4,627973025169894;0;0;0;23,426422016154216;0;0;0;0;0;0;0;0;0;0;0;0;2,269535478257622;3,193594542490302;0;0;0;0,5700000000000001;3,845827282614152;2,7966226727735433;0;11,7429508196721;2,95598737704918;2,1318926330336656;4,41780180327869;12,795731587582134;0;
3944;2.17:44:00;0;0;0;0;0;0;0;0;0;1,456257068236405;0;0;0;0;1,8001616998747125;1,3954389612553315;0,2568431748834578;2,7193664102681834;0;0;7,885440599951165;0;0;0,8670144490769538;324,2226918142728;4,628230887198104;0;0;0;23,42675545964101;0;0;0;0;0;0;0;0;0;0;0;0;2,269580711901437;3,1938893086151654;0;0;0;0,5700000000000001;3,845840088488211;2,7967563052662077;0;11,7429508196721;2,95598737704918;2,1319066829932276;4,41780180327869;12,797049177418444;0;
3945;2.17:45:00;0;0;0;0;0;0;0;0;0;1,4562709816611472;0;0;0;0;1,8003142230219948;1,3954750804599703;0,256864648987254;2,719499620391418;0;0;7,886127777275303;0;0;0,867087479623148;324,2949314987864;4,62932137693902;0;0;0;23,42753231410308;0;0;0;0;0;0;0;0;0;0;0;0;2,269599301852971;3,194012671254409;0;0;0;0,5700000000000001;3,8460785844684455;2,796775744504177;0;11,7429508196721;2,95598737704918;2,1320123732964955;4,41780180327869;12,797090481770077;0;
3946;2.17:46:00;0;0;0;0;0;0;0;0;0;1,4563586177092078;0;0;0;0;1,8003903842650255;1,395508186803398;0,256870650493459;2,7195202911605425;0;0;7,887495572455949;0;0;0,8670951227444768;324,3770045209716;4,6304084764872036;0;0;0;23,427701183407265;0;0;0;0;0;0;0;0;0;0;0;0;2,2701624324716465;3,194197523700055;0;0;0;0,5700000000000001;3,846385066086404;2,7967852982461787;0;11,7429508196721;2,95598737704918;2,1321127492219722;4,41780180327869;12,797370368411302;0;
3947;2.17:47:00;0;0;0;0;0;0;0;0;0;1,45636876465482;0;0;0;0;1,8004243713658026;1,3955970961265864;0,2568769320258949;2,7196025980120075;0;0;7,887993991072586;0;0;0,867105858338459;324,4205864318724;4,631030040165088;0;0;0;23,429595717675877;0;0;0;0;0;0;0;0;0;0;0;0;2,2701921530763944;3,1942858080236434;0;0;0;0,5700000000000001;3,8467835779716637;2,7968101464659147;0;11,7429508196721;2,95598737704918;2,132279395863938;4,41780180327869;12,797571606466681;0;
3948;2.17:48:00;0;0;0;0;0;0;0;0;0;1,4564386900958677;0;0;0;0;1,8004523126180938;1,3956387609494194;0,25689844642669346;2,7198618465351907;0;0;7,888517177158045;0;0;0,8671290497349241;324,43987922449566;4,631094994687212;0;0;0;23,431514671432836;0;0;0;0;0;0;0;0;0;0;0;0;2,2702719688485766;3,194308680443312;0;0;0;0,5700000000000001;3,8469663119389303;2,7968114852642443;0;11,7429508196721;2,95598737704918;2,132354359812865;4,41780180327869;12,797847906011883;0;
3949;2.17:49:00;0;0;0;0;0;0;0;0;0;1,4564760377477404;0;0;0;0;1,8005081544355717;1,3958300203002325;0,25690598977856777;2,7199396040011936;0;0;7,889135649774424;0;0;0,8671606423019595;324,5513331188434;4,631501572078106;0;0;0;23,43379991768229;0;0;0;0;0;0;0;0;0;0;0;0;2,270463081209938;3,194460197404663;0;0;0;0,5700000000000001;3,84705626403371;2,7970109455153827;0;11,7429508196721;2,95598737704918;2,132363640862724;4,41780180327869;12,798281348942647;0;
3950;2.17:50:00;0;0;0;0;0;0;0;0;0;1,4564977593116042;0;0;0;0;1,8005784730530165;1,395887481448039;0,256907043044562;2,7200130159175147;0;0;7,890070291591368;0;0;0,8671670890736162;324,61499425167267;4,632000271829373;0;0;0;23,434824727282948;0;0;0;0;0;0;0;0;0;0;0;0;2,2705066602736834;3,1948352602998336;0;0;0;0,5700000000000001;3,8471400319273634;2,797101144154918;0;11,7429508196721;2,95598737704918;2,132373279072289;4,41780180327869;12,7984519297507;0;
3951;2.17:51:00;0;0;0;0;0;0;0;0;0;1,4565367443363821;0;0;0;0;1,8005978559222504;1,3959013021154112;0,2569190283504187;2,7201234342530154;0;0;7,890128431902905;0;0;0,8672011287929073;324,6547853610705;4,632562719515268;0;0;0;23,438366154661814;0;0;0;0;0;0;0;0;0;0;0;0;2,270552747221904;3,194939982181423;0;0;0;0,5700000000000001;3,847347238250737;2,7971068807825437;0;11,7429508196721;2,95598737704918;2,1325205623615595;4,41780180327869;12,79880383527918;0;
3952;2.17:52:00;0;0;0;0;0;0;0;0;0;1,456540865619835;0;0;0;0;1,8008144228299778;1,3959084845796168;0,25694511447450386;2,7201845566679035;0;0;7,890290702011792;0;0;0,8674859311790918;324,77076030740835;4,63257137210834;0;0;0;23,438972448459857;0;0;0;0;0;0;0;0;0;0;0;0;2,270571925552711;3,1949732419047887;0;0;0;0,5700000000000001;3,84744446449153;2,7971460891193645;0;11,7429508196721;2,95598737704918;2,1327547422020694;4,41780180327869;12,79938654403913;0;
3953;2.17:53:00;0;0;0;0;0;0;0;0;0;1,4566841456300395;0;0;0;0;1,8008470258038842;1,3959650544358664;0,2569557303238794;2,7203007250130624;0;0;7,891324585501602;0;0;0,8676724302517905;324,95386290299456;4,632989240061513;0;0;0;23,439107821687223;0;0;0;0;0;0;0;0;0;0;0;0;2,270592262281084;3,1950793017932044;0;0;0;0,5700000000000001;3,847574171215444;2,7971515587697167;0;11,7429508196721;2,95598737704918;2,1328284197250023;4,41780180327869;12,79944299135041;0;
3954;2.17:54:00;0;0;0;0;0;0;0;0;0;1,4567086375715215;0;0;0;0;1,8012177386637755;1,396018945198895;0,2569561218983458;2,720413222246821;0;0;7,891661556724081;0;0;0,8679180374185198;324,95787357621765;4,633638920610981;0;0;0;23,440088105328613;0;0;0;0;0;0;0;0;0;0;0;0;2,2707650675737203;3,195396084791329;0;0;0;0,5700000000000001;3,8475912238000527;2,797342710149105;0;11,7429508196721;2,95598737704918;2,132897428691824;4,41780180327869;12,799587657581467;0;
3955;2.17:55:00;0;0;0;0;0;0;0;0;0;1,4567309438290543;0;0;0;0;1,8012608629317122;1,3964706332884114;0,2569717643244085;2,72061853282028;0;0;7,891686072201034;0;0;0,8679916349381228;325,0708938695598;4,63418888726858;0;0;0;23,44029810359153;0;0;0;0;0;0;0;0;0;0;0;0;2,2709690097206785;3,195403081681703;0;0;0;0,5700000000000001;3,8476995560400553;2,7973562465394166;0;11,7429508196721;2,95598737704918;2,132956050475439;4,42039196721312;12,800315396004581;0;
3956;2.17:56:00;0;0;0;0;0;0;0;0;0;1,4567549480823856;0;0;0;0;1,8012791090797429;1,396654738316732;0,25698188774034;2,720780758093206;0;0;7,89182982501527;0;0;0,8680693816597111;325,1355118415637;4,634200570992604;0;0;0;23,442728170421052;0;0;0;0;0;0;0;0;0;0;0;0;2,2712022608111586;3,1954364110306805;0;0;0;0,5700000000000001;3,8478231848249074;2,797356398990176;0;11,7429508196721;2,95598737704918;2,1329580134821255;4,42039196721312;12,800393927024997;0;
3957;2.17:57:00;0;0;0;0;0;0;0;0;0;1,4568368480989538;0;0;0;0;1,8014210396291903;1,3966982001587416;0,25699514051678224;2,72083633642492;0;0;7,892278770988657;0;0;0,8680940100498401;325,19581613830866;4,634345643404801;0;0;0;23,44530858094864;0;0;0;0;0;0;0;0;0;0;0;0;2,2713111696364368;3,195561278366474;0;0;0;0,5700000000000001;3,847958482814913;2,7976209230163067;0;11,7429508196721;2,95598737704918;2,1329813091629646;4,42039196721312;12,800520764171505;0;
3958;2.17:58:00;0;0;0;0;0;0;0;0;0;1,4569438757560695;0;0;0;0;1,8014847594123726;1,3968331950560582;0,257004408560227;2,7209285087901924;0;0;7,893211695272099;0;0;0,8681867198892752;325,2355607503241;4,634616837988149;0;0;0;23,448006187156633;0;0;0;0;0;0;0;0;0;0;0;0;2,2714313534157387;3,1955940191223635;0;0;0;0,5700000000000001;3,8481980908802735;2,797732801372783;0;11,7429508196721;2,95598737704918;2,1329844492691596;4,42039196721312;12,800649928209815;0;
3959;2.17:59:00;0;0;0;0;0;0;0;0;0;1,4570226059997466;0;0;0;0;1,8015016280281337;1,3968889137670017;0,2570126245607767;2,7210921152128456;0;0;7,893268179437019;0;0;0,8682129572771851;325,2897955402996;4,634656362480904;0;0;0;23,448709375486548;0;0;0;0;0;0;0;0;0;0;0;0;2,2717842766584537;3,195742739242111;0;0;0;0,5700000000000001;3,8482241398132038;2,797852910820807;0;11,7429508196721;2,95598737704918;2,1331701671575085;4,42039196721312;12,800948032241601;0;
