Apparent.Time;Time span;Living Room Light (200W) [VA];Kitchen Light (300W) [VA];Bathroom Light (60W) [VA];Bathroom Mirror Light 100W (Conventional) [VA];Bedroom Light (60W) [VA];Bedroom Light (20W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [VA];Coffee Machine / Braun Impression KF 600 [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster / Bosch TAT8SL1 [VA];Miele H 5241 B [VA];Handmixer / Phillips Robust HR 1581 [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [VA];Microwave / Panasonic NN-CD757W [VA];Electronic hometrainer / Kettler Track Perfomance [VA];Laptop Lenovo Thinkpad x220 [VA];Washing Machine Samsung P1405J [VA];CD/DVD Player / Philips DVDR 725 H [VA];Home Cinema System / Samsung HT-D5550 [VA];TV Medion MD20123_DE_A [VA];SAT Receiver / Kathrein UFS913 [VA];Hifi System / Sharp XL-HF300PH [VA];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [VA];Energy Saving Lamp / EL-REF 11 E27 [VA];Vacuum Cleaner FiF [VA];Nintendo Wii [VA];Coffee Machine / Braun KF 580E [VA];Electric Kettle / Petra WK288 1.5L [VA];Hair Dryer / Braun Satin Pro 2200 Ion Care [VA];Heater / Honeywell BH-888E [VA];Liebherr CBNPes 3956 [VA];Electric Razor Braun Cruzer 5 [VA];Electric Tooth Brush / Phillips HX9332 [VA];Phone Siemens Gigaset C320 [VA];Router O2 Box 6431 [VA];Yamaha RX-V667 [VA];
4689;3.06:09:00;0;0;0;0;0;0;0;0;1,5116425301618623;0;0;0;0;0;0;0;0;26,260543500677233;0;77,616;0;1,188332198041416;2,347998320811092;0,5700000000000001;1,5018069205776077;3,2781985533560305;0;0;0;2,158065919652377;0;0;0;0;0;2,95955901639344;2,185921027623685;4,43417;11,7572918032787;13,101293667194808;
4690;3.06:10:00;0;0;0;0;0;0;0;0;1,5118481196582463;0;0;0;0;0;0;0;0;26,261499237833043;0;77,616;0;1,18835675721181;2,348031113570645;0,5700000000000001;1,5019173601900375;3,278303492678961;0;0;0;2,158088667881399;0;0;0;0;0;2,95955901639344;2,186092367113892;4,43417;11,7572918032787;13,101672083278215;
4691;3.06:11:00;0;0;0;0;0;0;0;0;1,5118512464473572;0;0;0;0;0;0;0;0;26,263630538700617;0;77,616;0;1,1884332203321284;2,3481181329045677;0,5700000000000001;1,5021471203043748;3,2783351785464863;0;0;0;2,158297392061215;0;0;0;0;0;2,95955901639344;2,186137147223586;4,43417;11,7572918032787;13,101760304385463;
4692;3.06:12:00;0;0;0;0;0;0;0;0;1,512028715712814;0;0;0;0;0;0;0;0;26,26780384743001;0;77,616;0;1,1884788826805286;2,348129917013123;0,5700000000000001;1,5022004822760329;3,2785091799073105;0;0;0;2,158300122333068;0;0;0;0;0;2,95955901639344;2,1861835530136293;4,43417;11,7572918032787;13,101867543062534;
4693;3.06:13:00;0;0;0;0;0;0;0;0;1,5120536773426305;0;0;0;0;0;0;0;0;26,26993158124316;0;77,616;0;1,1884807600569693;2,3481384517874355;0,5700000000000001;1,5023380924357892;3,2786709627765958;0;0;0;2,1583551110426353;0;0;0;0;0;2,95955901639344;2,186232647096204;4,43417;11,7572918032787;13,101880858492292;
4694;3.06:14:00;0;0;0;0;0;0;0;0;1,5121445766139068;0;0;0;0;0;0;0;0;26,269945299160742;0;77,616;0;1,1884897396691412;2,3481496919120977;0,5700000000000001;1,5023734096136219;3,2787430019168933;0;0;0;2,158600040599354;0;0;0;0;0;2,95955901639344;2,1862733656693987;4,43417;11,7572918032787;13,101928644303134;
4695;3.06:15:00;0;0;0;0;0;0;0;0;1,512250465630109;0;0;0;0;0;0;0;0;26,271702142551817;0;77,616;0;1,1885025225601336;2,3483350561915817;0,5700000000000001;1,502554297708545;3,278838539946691;0;0;0;2,1586055251423146;0;0;0;0;0;2,95955901639344;2,1862892818806827;4,43417;11,7572918032787;13,103107258186881;
4696;3.06:16:00;0;0;0;0;0;0;0;0;1,5122988859314053;0;0;0;0;0;0;0;0;26,273378598076487;0;77,616;0;1,1885308749662555;2,3484197830270026;0,5700000000000001;1,5025569567272554;3,278976926051204;0;0;0;2,158630616894791;0;0;0;0;0;2,95955901639344;2,186399536851537;4,43417;11,7572918032787;13,103550470445466;
4697;3.06:17:00;0;0;0;0;0;0;0;0;1,5123701332058097;0;0;0;0;0;0;0;0;26,273725245025606;0;77,616;0;1,1885312011895937;2,348481780401813;0,5700000000000001;1,5025887368281376;3,2791946770933516;0;0;0;2,1588816989503234;0;0;0;0;0;2,95955901639344;2,1864512334612822;4,43417;11,7572918032787;13,103721034984549;
4698;3.06:18:00;0;0;0;0;0;0;0;0;1,5124164123504122;0;0;0;0;0;0;0;0;26,274185175362263;0;77,616;0;1,1885339424683032;2,3486041681418564;0,5700000000000001;1,5026212974772295;3,2792480604582885;0;0;0;2,15890399802044;0;0;0;0;0;2,95955901639344;2,1864697434493423;4,43417;11,7572918032787;13,103991334532344;
4699;3.06:19:00;0;0;0;0;0;0;0;0;1,5125192907761205;0;0;0;0;0;0;0;0;26,27547612721083;0;77,616;0;1,188545407130953;2,348612250997761;0,5700000000000001;1,5026973469465583;3,2794218080843938;0;0;0;2,1593989267842835;0;0;0;0;0;2,95955901639344;2,1865996414556435;4,43417;11,7572918032787;13,104767496117429;
4700;3.06:20:00;0;0;0;0;0;0;0;0;1,512694491081201;0;0;0;0;0;0;0;0;26,27726634993013;0;77,616;0;1,1885676079549736;2,3488508802944232;0,5700000000000001;1,5027423727446947;3,2794617051756387;0;0;0;2,159415953557486;0;0;0;0;0;2,95955901639344;2,18664748313191;4,43417;11,7572918032787;13,105006700892645;
4701;3.06:21:00;0;0;0;0;0;0;0;0;1,512701004025062;0;0;0;0;0;0;0;0;26,277335801482742;0;77,616;0;1,1885988407027706;2,3489708504990268;0,5700000000000001;1,502871511048907;3,279590863076543;0;0;0;2,1594224216864935;0;0;0;0;0;2,95955901639344;2,1869785967186277;4,43417;11,7572918032787;13,105471116726543;
4702;3.06:22:00;0;0;0;0;0;0;0;0;1,5127352154263474;0;0;0;0;0;0;0;0;26,27824034850766;0;77,616;0;1,1886238779160136;2,348997624127195;0,5700000000000001;1,5029504496217492;3,279630323951808;0;0;0;2,1594243415901837;0;0;0;0;0;2,95955901639344;2,187007730535654;4,43417;11,7572918032787;13,105698935128284;
4703;3.06:23:00;0;0;0;0;0;0;0;0;1,5128388152070424;0;0;0;0;0;0;0;0;26,278260171334775;0;77,616;0;1,1886248825503958;2,3491313683514448;0,5700000000000001;1,502979315811643;3,2798523676708635;0;0;0;2,1594626013970544;0;0;0;0;0;2,95955901639344;2,187020316857726;4,43417;11,7572918032787;13,108974684629533;
4704;3.06:24:00;0;0;0;0;0;0;0;0;1,5128745638625454;0;0;0;0;0;0;0;0;26,278349102334058;0;77,616;0;1,1886573368366096;2,349256771516365;0,5700000000000001;1,5031040968526457;3,2801436091052616;0;0;0;2,1594877841964895;0;0;0;0;0;2,95955901639344;2,1870789838016043;4,43417;11,7572918032787;13,110520126523777;
4705;3.06:25:00;0;0;0;0;0;0;0;0;1,5128904489130013;0;0;0;0;0;0;0;0;26,2796302912921;0;77,616;0;1,1887751519583087;2,349303111012956;0,5700000000000001;1,5031985211556183;3,2801832113201206;0;0;0;2,159525711005046;0;0;0;0;0;2,95955901639344;2,187225932462234;4,43417;11,7572918032787;13,11073280365994;
4706;3.06:26:00;0;0;0;0;0;0;0;0;1,5129737341279927;0;0;0;0;0;0;0;0;26,283804859909985;0;77,616;0;1,1887826846655893;2,349304001033714;0,5700000000000001;1,5032760818822954;3,2802148766957613;0;0;0;2,1595442445058692;0;0;0;0;0;2,95955901639344;2,1873235866039242;4,43417;11,7572918032787;13,111468688800576;
4707;3.06:27:00;0;0;0;0;0;0;0;0;1,5132346470803668;0;0;0;0;0;0;0;0;26,28414407012985;0;77,616;0;1,188821675280535;2,3493792425132116;0,5700000000000001;1,5033191952899632;3,28031533894128;0;0;0;2,159808835029974;0;0;0;0;0;2,95955901639344;2,187333928075218;4,43417;11,7572918032787;13,112422417432281;
4708;3.06:28:00;0;0;0;0;0;0;0;0;1,5132841729768345;0;0;0;0;0;0;0;0;26,28446534191659;0;77,616;0;1,1888717871159697;2,3494129236738175;0,5700000000000001;1,5033272179867148;3,280346559368023;0;0;0;2,159809021864582;0;0;0;0;0;2,95955901639344;2,1873957993113944;4,43438262295082;11,7572918032787;13,113105501320778;
4709;3.06:29:00;0;0;0;0;0;0;0;0;1,5133296317261729;0;0;0;0;0;0;0;0;26,28584765566528;0;77,616;0;1,1889403539240142;2,3495882433414135;0,5700000000000001;1,5033610693626747;3,2806641696404997;0;0;0;2,1598756557793974;0;0;0;0;0;2,95955901639344;2,1875383179823915;4,43438262295082;11,7572918032787;13,11336075452285;
4710;3.06:30:00;0;0;0;0;0;0;0;0;1,513392221592345;0;0;0;0;0;0;0;0;26,28602832465717;0;77,616;0;1,1890140480537976;2,3495897320541776;0,5700000000000001;1,5033683036031849;3,280772518853816;0;0;0;2,159890230418398;0;0;0;0;0;2,95955901639344;2,1877300217278153;4,43438262295082;11,7572918032787;13,113381878249061;
4711;3.06:31:00;0;0;0;0;0;0;0;0;1,513395294439223;0;0;0;0;0;0;0;0;26,287417023914706;0;77,616;0;1,1890890734198893;2,349610797919351;0,5700000000000001;1,5034233426437036;3,280846253882529;0;0;0;2,159964227577828;0;0;0;0;0;2,95955901639344;2,1877727061639654;4,43438262295082;11,7572918032787;13,113783197579284;
4712;3.06:32:00;0;0;0;0;0;0;0;0;1,513435950006893;0;0;0;0;0;0;0;0;26,288008297927004;0;77,616;0;1,1892055918797368;2,349645484258748;0,5700000000000001;1,5034715760579513;3,280918714320952;0;0;0;2,1600337698983214;0;0;0;0;0;2,95955901639344;2,18785701073481;4,43438262295082;11,7572918032787;13,113822521033976;
4713;3.06:33:00;0;0;0;0;0;0;0;0;1,5137303913668947;0;0;0;0;0;0;0;0;26,289142015984257;0;77,616;0;1,1892214541976418;2,349839589032791;0,5700000000000001;1,503536574271425;3,280925801930771;0;0;0;2,1600360873250994;0;0;0;0;0;2,95955901639344;2,1882058396301356;4,43438262295082;11,7572918032787;13,114106598342692;
4714;3.06:34:00;0;0;0;0;0;0;0;0;1,5137922595290865;0;0;0;0;0;0;0;0;26,29055337127993;0;77,616;0;1,1892262266120663;2,34985974941649;0,5700000000000001;1,5037278038167636;3,281156024000632;0;0;0;2,160177279047521;0;0;0;0;0;2,95955901639344;2,1883291134785545;4,43438262295082;11,7572918032787;13,114527772339585;
4715;3.06:35:00;0;0;0;0;0;0;0;0;1,513807730670204;0;0;0;0;0;0;0;0;26,291900670548056;0;77,616;0;1,1892666182647456;2,350051453006032;0,5700000000000001;1,5037772877418418;3,2814215694211173;0;0;0;2,1603114950047253;0;0;0;0;0;2,95955901639344;2,1886569052331986;4,43438262295082;11,7572918032787;13,114706045420506;
4716;3.06:36:00;0;0;0;0;0;0;0;0;1,5138751426322574;0;0;0;0;0;0;0;0;26,29234612542158;0;77,616;0;1,1892766976470421;2,350113287882051;0,5700000000000001;1,5037987980821108;3,2814960396263837;0;0;0;2,1604692409672617;0;0;0;0;0;2,95955901639344;2,1887699361418322;4,43438262295082;11,7572918032787;13,114796881330854;
4717;3.06:37:00;0;0;0;0;0;0;0;0;1,513904681872601;0;0;0;0;0;0;0;0;26,292425182481658;0;77,616;0;1,189310206115057;2,3502874552772783;0,5700000000000001;1,5038245098232137;3,281626826791154;0;0;0;2,1605195167771316;0;0;0;0;0;2,95955901639344;2,1888473561982145;4,43438262295082;11,7572918032787;13,116396959923891;
4718;3.06:38:00;0;0;0;0;0;0;0;0;1,5139474277963256;0;0;0;0;0;0;0;0;26,293373782681705;0;77,616;0;1,189328285266401;2,3502960271624285;0,5700000000000001;1,5038601986502185;3,2816861324825926;0;0;0;2,1606190650944908;0;0;0;0;0;2,95955901639344;2,188992496398455;4,43438262295082;11,7572918032787;13,116439570925783;
4719;3.06:39:00;0;0;0;0;0;0;0;0;1,5139871756343692;0;0;0;0;0;0;0;0;26,295297537757826;0;77,616;0;1,1893852925516302;2,35052654399277;0,5700000000000001;1,5038813263852833;3,2817009823998338;0;0;0;2,1606408402397537;0;0;0;0;0;2,95955901639344;2,1890011824397333;4,43438262295082;11,7572918032787;13,116476811848223;
4720;3.06:40:00;0;0;0;0;0;0;0;0;1,5140697357805906;0;0;0;0;0;0;0;0;26,295682835425094;0;77,616;0;1,1893923404207245;2,350787391608505;0,5700000000000001;1,5039004717835738;3,28178112628587;0;0;0;2,160666399778978;0;0;0;0;0;2,95955901639344;2,1890047335557314;4,43438262295082;11,7572918032787;13,116945989039909;
4721;3.06:41:00;0;0;0;0;0;0;0;0;1,514133162892048;0;0;0;0;0;0;0;0;26,296231137784456;0;77,616;0;1,1894088552202333;2,350816212358231;0,5700000000000001;1,5040238834732131;3,2820992925575356;0;0;0;2,160970497125355;0;0;0;0;0;2,95955901639344;2,1890062863935413;4,43438262295082;11,7572918032787;13,117782492300575;
4722;3.06:42:00;0;0;0;0;0;0;0;0;1,5142059644907926;0;0;0;0;0;0;0;0;26,296400952205385;0;77,616;0;1,1894497190067808;2,350829325142189;0,5700000000000001;1,5040347984113498;3,2821544153838436;0;0;0;2,160979946695231;0;0;0;0;0;2,95955901639344;2,1890824608585215;4,43438262295082;11,7572918032787;13,117898355340762;
4723;3.06:43:00;0;0;0;0;0;0;0;0;1,5142633328466018;0;0;0;0;0;0;0;0;26,29810569758881;0;77,616;0;1,1894654181277136;2,350855811236739;0,5700000000000001;1,5041096523309632;3,2821763831114854;0;0;0;2,1610029523839542;0;0;0;0;0;2,95982344262295;2,189103633961816;4,43438262295082;11,7572918032787;13,118267976433092;
4724;3.06:44:00;0;0;0;0;0;0;0;0;1,5142827302719308;0;0;0;0;0;0;0;0;26,298232842267954;0;77,616;0;1,189507983917411;2,3508672579618777;0,5700000000000001;1,5041425832913433;3,282235851454463;0;0;0;2,161074543851437;0;0;0;0;0;2,95982344262295;2,1894246701832545;4,43438262295082;11,7572918032787;13,118316063196012;
4725;3.06:45:00;0;0;0;0;0;0;0;0;1,5143403036414051;0;0;0;0;0;0;0;0;26,29856193237172;0;77,616;0;1,1895323275151086;2,3508721534393375;0,5700000000000001;1,5042321387021327;3,282240371951362;0;0;0;2,1614961437429825;0;0;0;0;0;2,95982344262295;2,1894774290519803;4,43438262295082;11,7572918032787;13,118619950293725;
4726;3.06:46:00;0;0;0;0;0;0;0;0;1,5144163273239062;0;0;0;0;0;0;0;0;26,298664637607367;0;77,616;0;1,189552120770961;2,350887019758354;0,5700000000000001;1,5043213662583756;3,2823845167874586;0;0;0;2,1615494923554888;0;0;0;0;0;2,95982344262295;2,1895280369962604;4,43438262295082;11,7572918032787;13,119137755922614;
4727;3.06:47:00;0;0;0;0;0;0;0;0;1,5144197328459341;0;0;0;0;0;0;0;0;26,298955181220357;0;77,616;0;1,1895552894104178;2,351097185531066;0,5700000000000001;1,50438799112557;3,2825792164986916;0;0;0;2,1617920983381946;0;0;0;0;0;2,95982344262295;2,189634532011451;4,43438262295082;11,7572918032787;13,119186682145571;
4728;3.06:48:00;0;0;0;0;0;0;0;0;1,5144826473981639;0;0;0;0;0;0;0;0;26,30207594429571;0;77,616;0;1,1895704311244184;2,3511622961908056;0,5700000000000001;1,5044255755999454;3,2826155224608846;0;0;0;2,161876474796154;0;0;0;0;0;2,95982344262295;2,1897076577032433;4,43438262295082;11,7572918032787;13,119224463199107;
4729;3.06:49:00;0;0;0;0;0;0;0;0;1,5145613241116735;0;0;0;0;0;0;0;0;26,302541537562284;0;77,616;0;1,1895909862392908;2,351184433618728;0,5700000000000001;1,5044558549201814;3,282747764621262;0;0;0;2,16192274144662;0;0;0;0;0;2,95982344262295;2,1897650189716353;4,43438262295082;11,7572918032787;13,119947611956984;
4730;3.06:50:00;0;0;0;0;0;0;0;0;1,5146296149085077;0;0;0;0;0;0;0;0;26,304459940287863;0;77,616;0;1,1896279836241057;2,3515118927784853;0,5700000000000001;1,5044661318391455;3,2831179570878133;0;0;0;2,1619772363996668;0;0;0;0;0;2,95982344262295;2,1898146872635653;4,43438262295082;11,7572918032787;13,120251758671813;
4731;3.06:51:00;0;0;0;0;0;0;0;0;1,5146764404967101;0;0;0;0;0;0;0;0;26,30552344596414;0;77,616;0;1,1896558194055726;2,3516081401834312;0,5700000000000001;1,504482779529592;3,2832175072196197;0;0;0;2,1620081583359143;0;0;0;0;0;2,95982344262295;2,1898257987950274;4,43438262295082;11,7572918032787;13,120299596685905;
4732;3.06:52:00;0;0;0;0;0;0;0;0;1,5147386502547258;0;0;0;0;0;0;0;0;26,305758023236205;0;77,616;0;1,189776459458193;2,351803808818309;0,5700000000000001;1,5046089760018566;3,283298162364972;0;0;0;2,1620876806748592;0;0;0;0;0;2,95982344262295;2,1898403757736804;4,43438262295082;11,7572918032787;13,120357330601852;
4733;3.06:53:00;0;0;0;0;0;0;0;0;1,5149871187632111;0;0;0;0;0;0;0;0;26,306299910754113;0;77,616;0;1,1898500970562238;2,3519104225121468;0,5700000000000001;1,5047110648372533;3,283314990109095;0;0;0;2,162138584129905;0;0;0;0;0;2,95982344262295;2,1901568417933954;4,43438262295082;11,7572918032787;13,121400662933771;
4734;3.06:54:00;0;0;0;0;0;0;0;0;1,515017450007771;0;0;0;0;0;0;0;0;26,307486238935777;0;77,616;0;1,1899031957938444;2,3520177996115836;0,5700000000000001;1,504803151284748;3,2837150701548796;0;0;0;2,1621942379455645;0;0;0;0;0;2,95982344262295;2,190228883796551;4,43438262295082;11,7572918032787;13,12280915873853;
4735;3.06:55:00;0;0;0;0;0;0;0;0;1,5150542636043587;0;0;0;0;0;0;0;0;26,307641386690136;0;77,616;0;1,1899428950138549;2,3521120392687553;0,5700000000000001;1,5048208384144002;3,2837363408694165;0;0;0;2,1623031852204684;0;0;0;0;0;2,95982344262295;2,1903725101113136;4,43438262295082;11,7572918032787;13,122863104187415;
4736;3.06:56:00;0;0;0;0;0;0;0;0;1,5150967145613927;0;0;0;0;0;0;0;0;26,308558505432085;0;77,616;0;1,1899478703689623;2,35225856420712;0,5700000000000001;1,5048274935737014;3,283855789809428;0;0;0;2,162481905998292;0;0;0;0;0;2,95982344262295;2,190384482862922;4,43438262295082;11,7572918032787;13,123391777340768;
4737;3.06:57:00;0;0;0;0;0;0;0;0;1,5151239239294467;0;0;0;0;0;0;0;0;26,308702440761884;0;77,616;0;1,1900593525243475;2,352320906176278;0,5700000000000001;1,5049045163327057;3,2840369144905366;0;0;0;2,162587304738443;0;0;0;0;0;2,95982344262295;2,1906812668420304;4,43438262295082;11,7572918032787;13,12356003168749;
4738;3.06:58:00;0;0;0;0;0;0;0;0;1,5151845055618711;0;0;0;0;0;0;0;0;26,308884169270247;0;77,682;0;1,1901690359628163;2,352695567295777;0,5700000000000001;1,504946169570935;3,284100851094632;0;0;0;2,1627897004250327;0;0;0;0;0;2,95982344262295;2,1906813840452033;4,43438262295082;11,7572918032787;13,124810137119576;
4739;3.06:59:00;0;0;0;0;0;0;0;0;1,515192932217039;0;0;0;0;0;0;0;0;26,310537914446964;0;77,682;0;1,1901724274110748;2,352928266433532;0,5700000000000001;1,5049499258994656;3,2841136328909637;0;0;0;2,1628356903137687;0;0;0;0;0;2,95982344262295;2,19070299721079;4,43438262295082;11,7572918032787;13,124871537833712;
4740;3.07:00:00;0;0;0;0;0;0;0;0;1,5152684442060993;0;0;0;0;0;0;0;0;26,311165773705888;0;77,682;0;1,1903544619489674;2,3529687575962828;0,5700000000000001;1,5051261984978574;3,2841402859391877;0;0;0;2,1628486309830257;0;0;0;0;0;2,95982344262295;2,190936071863867;4,43438262295082;11,7572918032787;13,124876793129092;
4741;3.07:01:00;0;0;0;0;0;0;0;0;1,515337584852917;0;0;0;0;0;0;0;0;26,312341799316737;0;77,682;0;1,1903581638705076;2,3529855594247655;0,5700000000000001;1,5051388458513337;3,2847395397329704;0;0;0;2,1629279569986446;0;0;0;0;0;2,95982344262295;2,1910074977672784;4,43438262295082;11,7572918032787;13,125334721769073;
4742;3.07:02:00;0;0;0;0;0;0;0;0;1,5153714299837928;0;0;0;0;0;0;0;0;26,312445921133158;0;77,682;0;1,1904288025901342;2,3530390932106817;0,5700000000000001;1,5051840231992755;3,2847898810197167;0;0;0;2,1630692433930467;0;0;0;0;0;2,95982344262295;2,1910542462773246;4,43438262295082;11,7572918032787;13,125762328123328;
4743;3.07:03:00;0;0;0;0;0;0;0;0;1,5153815448990031;0;0;0;0;0;0;0;0;26,312874849311328;0;77,682;0;1,1904822507611124;2,353390197396572;0,5700000000000001;1,505230819509689;3,2848286066196652;0;0;0;2,1632716569873884;0;0;0;0;0;2,95982344262295;2,191091296409129;4,43438262295082;11,7572918032787;13,125794449490323;
4744;3.07:04:00;0;0;0;0;0;0;0;0;1,5155738614837992;0;0;0;0;0;0;0;0;26,31291805853752;0;77,682;0;1,1904879287008994;2,353533976252426;0,5700000000000001;1,505343701655304;3,284952152176352;0;0;0;2,163293560822883;0;0;0;0;0;2,95982344262295;2,1912229649684485;4,43438262295082;11,7572918032787;13,12610758218536;
4745;3.07:05:00;0;0;0;0;0;0;0;0;1,5155956689583217;0;0;0;0;0;0;0;0;26,312927985621073;0;77,682;0;1,1905843361195334;2,3536356363949706;0,5700000000000001;1,5053588256006327;3,2850909933917607;0;0;0;2,1633209753092073;0;0;0;0;0;2,95982344262295;2,1912401327609348;4,43438262295082;11,7572918032787;13,126370175270681;
4746;3.07:06:00;0;0;0;0;0;0;0;0;1,5156177713092995;0;0;0;0;0;0;0;0;26,313447453849165;0;77,682;0;1,1905946690000369;2,3537144195115323;0,5700000000000001;1,5053950978525277;3,2855484043392527;0;0;0;2,163378183812413;0;0;0;0;0;2,95982344262295;2,1913494489386136;4,43438262295082;11,7572918032787;13,127277454856271;
4747;3.07:07:00;0;0;0;0;0;0;0;0;1,515733864753611;0;0;0;0;0;0;0;0;26,31372410647021;0;77,682;0;1,1906759396329303;2,353715848417598;0,5700000000000001;1,5054028549509684;3,285607896475275;0;0;0;2,163475515423697;0;0;0;0;0;2,95982344262295;2,1914930271897584;4,43438262295082;11,7572918032787;13,129604642483839;
4748;3.07:08:00;0;0;0;0;0;0;0;0;1,5158183452324452;0;0;0;0;0;0;0;0;26,313929937328563;0;77,682;0;1,1906947446926142;2,3539327243411896;0,5700000000000001;1,50553246415135;3,2856180199914387;0;0;0;2,163524881631402;0;0;0;0;0;2,95982344262295;2,1915448380142304;4,43438262295082;11,7572918032787;13,129868304240578;
4749;3.07:09:00;0;0;0;0;0;0;0;0;1,5158320115536006;0;0;0;0;0;0;0;0;26,314438957548344;0;77,682;0;1,1907091697096432;2,3539752477607756;0,5700000000000001;1,5055971392051868;3,285658591830678;0;0;0;2,1635648619297996;0;0;0;0;0;2,95982344262295;2,191589582588327;4,43438262295082;11,7572918032787;13,130134771012061;
4750;3.07:10:00;0;0;0;0;0;0;0;0;1,5158844439437797;0;0;0;0;0;0;0;0;26,31703360305515;0;77,682;0;1,190861463254313;2,354073137338812;0,5700000000000001;1,5055991118936691;3,2857346796150773;0;0;0;2,163608989363053;0;0;0;0;0;2,95982344262295;2,191626358473276;4,43438262295082;11,7572918032787;13,130418931220614;
4751;3.07:11:00;0;0;0;0;0;0;0;0;1,5158884617461115;0;0;0;0;0;0;0;0;26,31985268199992;0;77,682;0;1,190873258832397;2,35408127233982;0,5700000000000001;1,5058408746023544;3,2857903879028334;0;0;0;2,1636863109583717;0;0;0;0;0;2,95982344262295;2,1918118270743214;4,43438262295082;11,7572918032787;13,13061726912528;
4752;3.07:12:00;0;0;0;0;0;0;0;0;1,5159095146029535;0;0;0;0;0;0;0;0;26,32369899857024;0;77,682;0;1,1908934412617844;2,354205421891275;0,5700000000000001;1,5059061138274172;3,285882893708775;0;0;0;2,1637068955231653;0;0;0;0;0;2,95982344262295;2,1918909638300352;4,43438262295082;11,7572918032787;13,130973273565784;
4753;3.07:13:00;0;0;0;0;0;0;0;0;1,5161657718922021;0;0;0;0;0;0;0;0;26,32414521279824;0;77,682;0;1,1909455970287999;2,3546019657963617;0,5700000000000001;1,5059918375735113;3,285937710980867;0;0;0;2,1637512253281748;0;0;0;0;0;2,95982344262295;2,1919061751223965;4,43438262295082;11,7572918032787;13,131190921594206;
4754;3.07:14:00;0;0;0;0;0;0;0;0;1,5162327879675193;0;0;0;0;0;0;0;0;26,324320415118052;0;77,682;0;1,1909891387111908;2,3548263592345284;0,5700000000000001;1,5060072017449808;3,285975709109585;0;0;0;2,1637609781923017;0;0;0;0;0;2,95982344262295;2,191981991110993;4,43438262295082;11,7572918032787;13,131223116071247;
4755;3.07:15:00;0;0;0;0;0;0;0;0;1,516267816536933;0;0;0;0;0;0;0;0;26,324452076610626;0;77,682;0;1,1910171386946815;2,3548726336252335;0,5700000000000001;1,5060296934919286;3,2859925734129254;0;0;0;2,1638345119230595;0;0;0;0;0;2,95982344262295;2,192029269094037;4,43438262295082;11,7572918032787;13,132081746056125;
4756;3.07:16:00;0;0;0;0;0;0;0;0;1,516309803830153;0;0;0;0;0;0;0;0;26,325851763695358;0;77,682;0;1,1910493324811897;2,3550346676873772;0,5700000000000001;1,5060922043379668;3,286147083686868;0;0;0;2,163879591457751;0;0;0;0;0;2,95982344262295;2,1920599592201815;4,43438262295082;11,7572918032787;13,13252018331538;
4757;3.07:17:00;0;0;0;0;0;0;0;0;1,5164290582860558;0;0;0;0;0;0;0;0;26,32604309165221;0;77,682;0;1,1910556115421185;2,3551001726081062;0,5700000000000001;1,5061146156237;3,2861764427419917;0;0;0;2,1642128137018486;0;0;0;0;0;2,95982344262295;2,1920703875544407;4,43438262295082;11,7572918032787;13,132646997435119;
4758;3.07:18:00;0;0;0;0;0;0;0;0;1,516513036310455;0;0;0;0;0;0;0;0;26,327153924211757;0;77,682;0;1,1911015669219889;2,35512933630334;0,5700000000000001;1,5063816165526394;3,2863177587612795;0;0;0;2,1643241588792845;0;0;0;0;0;2,95982344262295;2,1922549126699398;4,43438262295082;11,7572918032787;13,132698152905876;
4759;3.07:19:00;0;0;0;0;0;0;0;0;1,5165153459059597;0;0;0;0;0;0;0;0;26,32751292539697;0;77,682;0;1,1911043616665988;2,3552382409536627;0,5700000000000001;1,5064759065992535;3,286570655337811;0;0;0;2,16441824757317;0;0;0;0;0;2,95982344262295;2,192301391890528;4,43438262295082;11,7572918032787;13,133181261395821;
4760;3.07:20:00;0;0;0;0;0;0;0;0;1,5165324943346477;0;0;0;0;0;0;0;0;26,328262685913714;0;77,682;0;1,1911720028091806;2,3552574156912924;0,5700000000000001;1,506487745310941;3,286573471927912;0;0;0;2,1644620586645673;0;0;0;0;0;2,95982344262295;2,192391150056806;4,43438262295082;11,7572918032787;13,133742374272149;
4761;3.07:21:00;0;0;0;0;0;0;0;0;1,5166117414400888;0;0;0;0;0;0;0;0;26,32836516877361;0;77,682;0;1,1912016943912225;2,3554898089161282;0,5700000000000001;1,506611877229348;3,2867222989708718;0;0;0;2,164486307030151;0;0;0;0;0;2,95982344262295;2,1926021932463535;4,43438262295082;11,7572918032787;13,133758448808315;
4762;3.07:22:00;0;0;0;0;0;0;0;0;1,5168377294987678;0;0;0;0;0;0;0;0;26,329904068938664;0;77,682;0;1,1913166146244258;2,355846289466927;0,5700000000000001;1,5066672819095699;3,286771502421637;0;0;0;2,16453969457998;0;0;0;0;0;2,95982344262295;2,192650669836664;4,43438262295082;11,7572918032787;13,133989964474113;
