Apparent.Time;Time span;Bathroom Light (20W) [VA];Bathroom Mirror Light 100W (Conventional) [VA];Kitchen Light (60W) [VA];Living Room Light (Energy Saving Lamp, 20W) [VA];Bedroom Light (200W) [VA];Toaster / Bosch TAT8SL1 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [VA];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [VA];Westinghouse Fanaway [VA];Clatronic MS 3249 Milk Foamer [VA];Nespresso Coffee Machine, Single Cup [VA];PC / Acer Aspire M3640 [VA];PC Monitor / Fujitsu Siemens Scaleoview H19-1 [VA];Epson Stylus Color 860 [VA];TASKalfa 180 [VA];Canon CanoScan LIDE 110 [VA];External Harddrive Iomega 3.5" [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen radio / AEG KRC 4323 CD [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [VA];Microwave / Panasonic NN 5259 [VA];Oven / AEG B 33512-5-M [VA];Miele DA 61 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Bauknecht GTM 2511 [VA];Dehumidifier / Trotec TTK 50 S [VA];Dishwasher Whirlpool 45cm from Ikea [VA];Miele T 495 C [VA];Electronic hometrainer / Kettler Track Perfomance [VA];Coffee Machine / Braun Impression KF 600 [VA];Electric Kettle / Petra WK288 1.5L [VA];Washing Machine AEG Lavamat 54610 [VA];Tectro TP 020 [VA];Sony PlayStation 3 [VA];TV Samsung LED UE40 B7090 [VA];Osram Light Bulb Classic A 60W [VA];CD/DVD Player / Phillips CD 380 [VA];SAT Receiver / Kathrein UFS913 [VA];Siemens VS 91143 S Super 911 [VA];Siemens Kl 20 LA 65 (A+) [VA];Router O2 Box 6431 [VA];Electric Razor / Phillips PT860/16 Razor PowerTouch Plus [VA];Electric Toothbrush Dondodent Professional Clean [VA];Smartphone Samung S4 [VA];Yamaha RX-V667 [VA];
3692;2.13:32:00;0;0;0;0;0;0;0;0;0;0;0;5,674359840320813;1,6716553670618788;0,25421892616221275;2,6915927258657333;0;0;0;1,4263388075940469;0;12,435966270818913;0;0;0;0;0;0;0;0;0;0;0;0;4,833050934595672;2,5;0;0,9530831415813561;1,4309948154621894;0;0;11,7397524590164;0,22761397977677592;4,11033491803279;0,7883024386033621;12,676805211629704;
3693;2.13:33:00;0;0;0;0;0;0;0;0;0;0;0;5,674809592088439;1,6716561711677362;0,25422883985267974;2,691618346697557;0;0;0;1,4263646012366085;0;12,436102668603116;0;0;0;0;0;0;0;0;0;0;0;0;4,833101356976551;2,5;0;0,9530891935039552;1,4310247174022226;0;0;11,7397524590164;0,22762148919947392;4,11033491803279;0,7883224824381405;12,67786113263479;
3694;2.13:34:00;0;0;0;0;0;0;0;0;0;0;0;5,674930427598249;1,6716788294243867;0,2542343101568881;2,6917246473504624;0;0;0;1,4264545618490367;0;12,436608515567173;0;0;0;0;0;0;0;0;0;0;0;0;4,833148961093003;2,5;0;0,9531148526498758;1,4310280164033138;0;0;11,7397524590164;0,2276247830219067;4,11033491803279;0,7884459140980072;12,67827727703239;
3695;2.13:35:00;0;0;0;0;0;0;0;0;0;0;0;5,675199048413703;1,6716970614447004;0,2542344786338587;2,691879318669123;0;0;0;1,4265171850855276;0;12,436783767924497;0;0;0;0;0;0;0;0;0;0;0;0;4,833506435161006;2,5;0;0,9531280790482453;1,4310315058899037;0;0;11,7397524590164;0,22762670359905623;4,11033491803279;0,7890925668399216;12,678699273023442;
3696;2.13:36:00;0;0;0;0;0;0;0;0;0;0;0;5,676052702982371;1,6717842086923822;0,25423625729353716;2,691927949149783;0;0;0;1,4265281686704243;0;12,436984189864088;0;0;0;0;0;0;0;0;0;0;0;0;4,83376369506595;2,5;0;0,9531349484511492;1,4310457752819765;0;0;11,7397524590164;0,22763217349257514;4,11033491803279;0,7891784009030394;12,679410934154559;
3697;2.13:37:00;0;0;0;0;0;0;0;0;0;0;0;5,676089574777791;1,671883777541831;0,2542416879891769;2,6919957940943084;0;0;0;1,4265511176969814;0;12,437087096987074;0;0;0;0;0;0;0;0;0;0;0;0;4,8340966057097905;2,5;0;0,9532273193577072;1,4310534637550896;0;0;11,7397524590164;0,22763224780272814;4,11033491803279;0,7894852198584943;12,68011667609263;
3698;2.13:38:00;0;0;0;0;0;0;0;0;0;0;0;5,677066070649172;1,672110539948668;0,25424402044304534;2,692108524969957;0;0;0;1,4266261612493818;0;12,438263242753177;0;0;0;0;0;0;0;0;0;0;0;0;4,83414012713;2,5;0;0,953283324992127;1,4310757785461552;0;0;11,7397524590164;0,22763707505079975;4,11033491803279;0,7905147344417672;12,68017727175969;
3699;2.13:39:00;0;0;0;0;0;0;0;0;0;0;0;5,677222298336256;1,6721544725161017;0,25426017452213723;2,6922098630925286;0;0;0;1,4266746110866801;0;12,438697228314387;0;0;0;0;0;0;0;0;0;0;0;0;4,834151774475935;2,5;0;0,9533023895607247;1,4310877951042134;0;0;11,7397524590164;0,22764362414920133;4,11033491803279;0,79069417031029;12,68034395258849;
3700;2.13:40:00;0;0;0;0;0;0;0;0;0;0;0;5,677607053237983;1,6721944603921672;0,254261166701526;2,6924764486273363;0;0;0;1,4267287587371056;0;12,438750598245015;0;0;0;0;0;0;0;0;0;0;0;0;4,83420123907156;2,5;0;0,9533169028677037;1,4310894708542716;0;0;11,7397524590164;0,2276459749918022;4,11033491803279;0,7908986177200953;12,680535408869849;
3701;2.13:41:00;0;0;0;0;0;0;0;0;0;0;0;5,67765642103402;1,6722330605294393;0,25427608620531894;2,6926012225362097;0;0;0;1,4268476659227631;0;12,439743397777836;0;0;0;0;0;0;0;0;0;0;0;0;4,8343220408689;2,5;0;0,9534687509158892;1,4311086382490155;0;0;11,7397524590164;0,2276618457819626;4,11033491803279;0,7909948675954955;12,68091710572832;
3702;2.13:42:00;0;0;0;0;0;0;0;0;0;0;0;5,678652962466319;1,6723117267934056;0,2543010336070916;2,6926833320074333;0;0;0;1,4268587529970478;0;12,440216517790414;0;0;0;0;0;0;0;0;0;0;0;0;4,834541102154853;2,5;0;0,9534719208557505;1,4311846999360027;0;0;11,7397524590164;0,2276692589583765;4,11033491803279;0,791095193148014;12,681120368601523;
3703;2.13:43:00;0;0;0;0;0;0;0;0;0;0;0;5,679028543004377;1,6724561971878538;0,2543045200122435;2,692702831186518;0;0;0;1,4269003764196924;0;12,440288664531924;0;0;0;0;0;0;0;0;0;0;0;0;4,834590129370058;2,5;0;0,9535802063390776;1,4312040978097587;0;0;11,7397524590164;0,2276702844377551;4,11033491803279;0,7911078035220714;12,681539383470914;
3704;2.13:44:00;0;0;0;0;0;0;0;0;0;0;0;5,679276789940915;1,6725197820233775;0,2543090981549404;2,692749383072789;0;0;0;1,4269425895735637;0;12,440955560851561;0;0;0;0;0;0;0;0;0;0;0;0;4,834715884082738;2,5;0;0,9536585310127819;1,4312111713927165;0;0;11,7397524590164;0,22767486509047757;4,11033491803279;0,7911464961399866;12,681833146335787;
3705;2.13:45:00;0;0;0;0;0;0;0;0;0;0;0;5,67943994798677;1,6727870554343878;0,25432295333994087;2,692926375103543;0;0;0;1,4269442222476225;0;12,441076951973248;0;0;0;0;0;0;0;0;0;0;0;0;4,835728389563431;2,5;0;0,9536651202591833;1,431232820725662;0;0;11,7397524590164;0,22767505952617156;4,11033491803279;0,7917476419728006;12,682100123378662;
3706;2.13:46:00;0;0;0;0;0;0;0;0;0;0;0;5,679572434406009;1,6727893435241332;0,2543297415136709;2,6929325319064783;0;0;0;1,4269748153784714;0;12,441116052334577;0;0;0;0;0;0;0;0;0;0;0;0;4,835762768114153;2,5;0;0,9537128083187316;1,431247712087827;0;0;11,7397524590164;0,22767853262474663;4,11033491803279;0,7917558722079218;12,683029973902412;
3707;2.13:47:00;0;0;0;0;0;0;0;0;0;0;0;5,679579233977496;1,6728741044884545;0,25433849670765957;2,693048669096543;0;0;0;1,4270178921487646;0;12,44164135586027;0;0;0;0;0;0;0;0;0;0;0;0;4,835887694160792;2,5;0;0,9537443429295136;1,431307119469102;0;0;11,7397524590164;0,22767891503999468;4,11033491803279;0,7918971914001678;12,68312528738977;
3708;2.13:48:00;0;0;0;0;0;0;0;0;0;0;0;5,679753967947636;1,6729441948875121;0,25436041279571464;2,6930899737486467;0;0;0;1,4270351990530712;0;12,44192584256077;0;0;0;0;0;0;0;0;0;0;0;0;4,835895203306848;2,5;0;0,9537762025315428;1,4313524052815094;0;0;11,7397524590164;0,2277000140984475;4,11033491803279;0,7922295680546511;12,683490698260611;
3709;2.13:49:00;0;0;0;0;0;0;0;0;0;0;0;5,680242138277334;1,6729859263986595;0,25438358974291225;2,693212984470873;0;0;0;1,4270720005938513;0;12,442658694289925;0;0;0;0;0;0;0;0;0;0;0;0;4,8361328108044725;2,5;0;0,9538285708065454;1,4313673499502273;0;0;11,7397524590164;0,22770341532701657;4,11033491803279;0,7923335951643243;12,68368461839273;
3710;2.13:50:00;0;0;0;0;0;0;0;0;0;0;0;5,680281144197543;1,6730628870046211;0,25440536255531776;2,6932671034253954;0;0;0;1,4271334078693503;0;12,442754922780626;0;0;0;0;0;0;0;0;0;0;0;0;4,836480002386183;2,5;0;0,9538386806793321;1,43140375305104;0;0;11,7397524590164;0,22771174980478018;4,11033491803279;0,7925981276909086;12,68493946576179;
3711;2.13:51:00;0;0;0;0;0;0;0;0;0;0;0;5,680374256514941;1,673211367702394;0,254422758283734;2,693326805604051;0;0;0;1,4271368186623512;0;12,443177890061882;0;0;0;0;0;0;0;0;0;0;0;0;4,836911319680893;2,5;0;0,9538409138939784;1,4314724751418741;0;0;11,7397524590164;0,22771337385048077;4,11033491803279;0,7927407676722806;12,685100702467098;
3712;2.13:52:00;0;0;0;0;0;0;0;0;0;0;0;5,680421440400732;1,6732381461454366;0,2544244286969469;2,69403733631685;0;0;0;1,427250015153214;0;12,4432818163468;0;0;0;0;0;0;0;0;0;0;0;0;4,836912093379625;2,5;0;0,9538636840285438;1,4314984279221348;0;0;11,7397524590164;0,22774102603816873;4,11033491803279;0,7928968287443997;12,685132373819279;
3713;2.13:53:00;0;0;0;0;0;0;0;0;0;0;0;5,6807126692451115;1,6732435477584215;0,2544310567441588;2,694048096924571;0;0;0;1,4272680061813032;0;12,444075506475667;0;0;0;0;0;0;0;0;0;0;0;0;4,837036242612236;2,5;0;0,953869003932202;1,4315011526115333;0;0;11,7397524590164;0,22774400952020563;4,11033491803279;0,7930216352422244;12,68542643726749;
3714;2.13:54:00;0;0;0;0;0;0;0;0;0;0;0;5,680944005964425;1,673320347104702;0,25444394206528387;2,694055224119403;0;0;0;1,427306395541414;0;12,444358421601393;0;0;0;0;0;0;0;0;0;0;0;0;4,837075152879264;2,5;0;0,9539097500797877;1,431601926537881;0;0;11,7397524590164;0,22774450368468493;4,11033491803279;0,7930731601441803;12,685496788233412;
3715;2.13:55:00;0;0;0;0;0;0;0;0;0;0;0;5,68168060800415;1,673592569948143;0,2544572048595963;2,6941333332473736;0;0;0;1,4273243350723122;0;12,444988588930443;0;0;0;0;0;0;0;0;0;0;0;0;4,8371119634801465;2,5;0;0,9539449606363941;1,4316430705939258;0;0;11,7397524590164;0,22775291254349866;4,11033491803279;0,7939970089385524;12,685717893338124;
3716;2.13:56:00;0;0;0;0;0;0;0;0;0;0;0;5,681756430559143;1,6736490782701008;0,25445889758241724;2,69419756065512;0;0;0;1,4274152274935332;0;12,445750348757096;0;0;0;0;0;0;0;0;0;0;0;0;4,837197303570808;2,5;0;0,9539513230485414;1,431715103930776;0;0;11,7397524590164;0,22775520414834635;4,11033491803279;0,7943453700553501;12,687205499112876;
3717;2.13:57:00;0;0;0;0;0;0;0;0;0;0;0;5,68178419649286;1,6737270715874815;0,25445903858861185;2,694244322049909;0;0;0;1,4274896387389058;0;12,44583393651236;0;0;0;0;0;0;0;0;0;0;0;0;4,8374365925914775;2,5;0;0,9539523045994558;1,4318015004168883;0;0;11,7397524590164;0,22777249347014805;4,11033491803279;0,7945269609033728;12,687548528717617;
3718;2.13:58:00;0;0;0;0;0;0;0;0;0;0;0;5,682037631983721;1,6737527051147971;0,25446183666666855;2,6942574000374186;0;0;0;1,4276011111520284;0;12,446366004647283;0;0;0;0;0;0;0;0;0;0;0;0;4,837679144095169;2,5;0;0,953998474550801;1,4318290115765566;0;0;11,7397524590164;0,22778095525911565;4,11033491803279;0,7947595555398733;12,687610347370654;
3719;2.13:59:00;0;0;0;0;0;0;0;0;0;0;0;5,6824059775559945;1,6737599473490627;0,25447002930919904;2,694276130885229;0;0;0;1,4276688655611312;0;12,447565586816497;0;0;0;0;0;0;0;0;0;0;0;0;4,837990015946104;2,5;0;0,9540603656279013;1,431920842313133;0;0;11,7397524590164;0,2277911096162105;4,11033491803279;0,794827611525241;12,687736447216986;
3720;2.14:00:00;0;0;0;0;0;0;0;0;0;0;0;5,682554563649914;1,673809860568682;0,2544716811088345;2,694277060118403;0;0;0;1,4277785717486047;0;12,447693281475683;0;0;0;0;0;0;0;0;0;0;0;0;4,838296262237766;2,5;0;0,9540689506751162;1,4319277465972025;0;0;11,7397524590164;0,2278055056017745;4,11033491803279;0,7950671876493743;12,68842694535004;
3721;2.14:01:00;0;0;0;0;0;0;0;0;0;0;0;5,682685593542592;1,6738117868203592;0,2544756175896076;2,6943518755920097;0;0;0;1,427788311273209;0;12,44774768468631;0;0;0;0;0;0;0;0;0;0;0;0;4,838319075408299;2,5;0;0,9540831272582655;1,4319998497039963;0;0;11,7397524590164;0,22781588269063605;4,11033491803279;0,7951516021821167;12,688478678223277;
3722;2.14:02:00;0;0;0;0;0;0;0;0;0;0;0;5,683253629421972;1,6738328706898056;0,25447736678145483;2,694554356978805;0;0;0;1,4278149239665967;0;12,447952871894024;0;0;0;0;0;0;0;0;0;0;0;0;4,838688447272347;2,5;0;0,9540881365947658;1,432269519484814;0;0;11,7397524590164;0,22781890224824283;4,11033491803279;0,7956050695006139;12,688594940743368;
3723;2.14:03:00;0;0;0;0;0;0;0;0;0;0;0;5,683694317512169;1,6739618406451666;0,25449558551789075;2,6946225993683792;0;0;0;1,427950566416632;0;12,447958705190604;0;0;0;0;0;0;0;0;0;0;0;0;4,838996637190585;2,5;0;0,9541492719695257;1,4324036432154863;0;0;11,7397524590164;0,22783337756872454;4,11033491803279;0,7956961762789945;12,688908533854116;
3724;2.14:04:00;0;0;0;0;0;0;0;0;0;0;0;5,6837590186963185;1,6740649098830986;0,2545117844743323;2,694628193417719;0;0;0;1,4280009020356965;0;12,448651548915539;0;0;0;0;0;0;0;0;0;0;0;0;4,839052192468852;2,5;0;0,9541599868651718;1,4324244355721472;0;0;11,7397524590164;0,22783564701557443;4,11033491803279;0,7957651695839462;12,690634555348;
3725;2.14:05:00;0;0;0;0;0;0;0;0;0;0;0;5,683785767721057;1,6744826057953721;0,25451886728051426;2,6947282611316092;0;0;0;1,4280462068333992;0;12,448940979484599;0;0;0;0;0;0;0;0;0;0;0;0;4,839121869129878;2,5;0;0,9542327014899696;1,4324259971668256;0;0;11,7397524590164;0,2278418211476507;4,11033491803279;0,7964859910133206;12,691258989746535;
3726;2.14:06:00;0;0;0;0;0;0;0;0;0;0;0;5,684106786625979;1,6745870493660697;0,25452507111483486;2,6950486989721467;0;0;0;1,4281335779594535;0;12,449712949716519;0;0;0;0;0;0;0;0;0;0;0;0;4,839405992024086;2,5;0;0,954281836880596;1,432427711047941;0;0;11,7397524590164;0,22786029255517823;4,11033491803279;0,7966324879040627;12,691593628544826;
3727;2.14:07:00;0;0;0;0;0;0;0;0;0;0;0;5,684142855396253;1,6746815656475342;0,2545283721706888;2,6950515430804076;0;0;0;1,4281399888914093;0;12,450090143364843;0;0;0;0;0;0;0;0;0;0;0;0;4,83941965887759;2,5;0;0,9542842390964685;1,4324309268125521;0;0;11,7397524590164;0,22787358240714908;4,11033491803279;0,7969567968726731;12,692005803568291;
3728;2.14:08:00;0;0;0;0;0;0;0;0;0;0;0;5,68424053797447;1,6747832897167432;0,25453491163511666;2,695201722917383;0;0;0;1,4282001006177798;0;12,450346079946009;0;0;0;0;0;0;0;0;0;0;0;0;4,839511708011298;2,5;0;0,954332627919697;1,4324396278519658;0;0;11,7397524590164;0,2278778702608126;4,11033491803279;0,7970508257918713;12,693412926853922;
3729;2.14:09:00;0;0;0;0;0;0;0;0;0;0;0;5,684272524850733;1,6748358314926166;0,25455128026097606;2,695227941978961;0;0;0;1,4282520847409907;0;12,450966406144836;0;0;0;0;0;0;0;0;0;0;0;0;4,839547895126927;2,5;0;0,9543787057971832;1,4325103208656567;0;0;11,7397524590164;0,22789651444146974;4,11033491803279;0,7972222901833399;12,69402531934806;
3730;2.14:10:00;0;0;0;0;0;0;0;0;0;0;0;5,684714643642684;1,674981299461524;0,2545739465002568;2,6955260631123754;0;0;0;1,4284961339799984;0;12,45100987171585;0;0;0;0;0;0;0;0;0;0;0;0;4,839572334229427;2,5;0;0,9544060615749721;1,4325293636944425;0;0;11,7397524590164;0,2279076520491318;4,11033491803279;0,7973423380320915;12,69429531814503;
3731;2.14:11:00;0;0;0;0;0;0;0;0;0;0;0;5,684895184968655;1,6750020405632047;0,254585900177317;2,695553462452554;0;0;0;1,428499250964091;0;12,451970569844315;0;0;0;0;0;0;0;0;0;0;0;0;4,8395955034422435;2,5;0;0,9544350074292254;1,432565967088242;0;0;11,7397524590164;0,22791633750009035;4,11033491803279;0,7974412138314085;12,69437492381886;
3732;2.14:12:00;0;0;0;0;0;0;0;0;0;0;0;5,684903934611416;1,675082811765034;0,25459675398106674;2,6955711074924698;0;0;0;1,4285644595297355;0;12,453751606245474;0;0;0;0;0;0;0;0;0;0;0;0;4,83969433909438;2,5;0;0,9544435231435711;1,4326605307737497;0;0;11,7397524590164;0,22792517941825902;4,11033491803279;0,7974832717746542;12,694424409437746;
3733;2.14:13:00;0;0;0;0;0;0;0;0;0;0;0;5,686064354510034;1,675220370067686;0,25459692327413647;2,695580182608943;0;0;0;1,428625950372088;0;12,455082069745893;0;0;0;0;0;0;0;0;0;0;0;0;4,839994721091359;2,5;0;0,9544868600999954;1,4326988163389394;0;0;11,7397524590164;0,22792636657960375;4,11033491803279;0,7980930444532592;12,694695157575259;
3734;2.14:14:00;0;0;0;0;0;0;0;0;0;0;0;5,686073275432645;1,6752337243765734;0,25460611104043146;2,695601330577562;0;0;0;1,4286477928633032;0;12,455376198235378;0;0;0;0;0;0;0;0;0;0;0;0;4,840098141807245;2,5;0;0,9544890800648433;1,4327304133033913;0;0;11,7397524590164;0,22793266324582348;4,11033491803279;0,7983909931465977;12,695603870315752;
3735;2.14:15:00;0;0;0;0;0;0;0;0;0;0;0;5,686278791914934;1,6752340576903029;0,2546120684111974;2,695624817301932;0;0;0;1,4286516011714245;0;12,456652891538925;0;0;0;0;0;0;0;0;0;0;0;0;4,840581448044932;2,5;0;0,9545165539764564;1,4327746589952823;0;0;11,7397524590164;0,22794376812779266;4,11033491803279;0,7984605518262825;12,69629364016235;
3736;2.14:16:00;0;0;0;0;0;0;0;0;0;0;0;5,686525761998699;1,6752533514704429;0,25462154559971645;2,6958320495882826;0;0;0;1,4286828805373792;0;12,457272847475025;0;0;0;0;0;0;0;0;0;0;0;0;4,840684089225884;2,5;0;0,9545173065606236;1,4327785178128198;0;0;11,7397524590164;0,22795376613522775;4,11033491803279;0,7986515429964859;12,696330596713763;
3737;2.14:17:00;0;0;0;0;0;0;0;0;0;0;0;5,686703392955369;1,6752802872547674;0,2546349451229275;2,695896273517245;0;0;0;1,4287084669275034;0;12,458015239954838;0;0;0;0;0;0;0;0;0;0;0;0;4,840880382942669;2,5;0;0,9545669955961488;1,4328933212006738;0;0;11,7397524590164;0,22796793932031442;4,11033491803279;0,7986968566187691;12,696807082056267;
3738;2.14:18:00;0;0;0;0;0;0;0;0;0;0;0;5,686759022687429;1,6754583228970283;0,2546363364306525;2,696060181531335;0;0;0;1,4287612272787844;0;12,458022675018507;0;0;0;0;0;0;0;0;0;0;0;0;4,841301808323344;2,5;0;0,9545891661552257;1,4329026348257576;0;0;11,7397524590164;0,2279726430813872;4,11033491803279;0,7990402236783297;12,69713205760849;
3739;2.14:19:00;0;0;0;0;0;0;0;0;0;0;0;5,687022602263945;1,6754584131923416;0,25463685820773163;2,6962534346519553;0;0;0;1,4289077591478492;0;12,458261446528457;0;0;0;0;0;0;0;0;0;0;0;0;4,841486901846664;2,5;0;0,9546104246192059;1,4330781073852157;0;0;11,7397524590164;0,22797682352964124;4,11033491803279;0,7990679405423802;12,69714509781434;
3740;2.14:20:00;0;0;0;0;0;0;0;0;0;0;0;5,687076712562532;1,675494865912538;0,2546548083243029;2,696315435720937;0;0;0;1,4290498579676671;0;12,458305591195566;0;0;0;0;0;0;0;0;0;0;0;0;4,841510889906442;2,5;0;0,9546380659470769;1,4330863505126996;0;0;11,7397524590164;0,22797799595723808;4,11033491803279;0,7992825903151839;12,69716369909583;
3741;2.14:21:00;0;0;0;0;0;0;0;0;0;0;0;5,687802798382464;1,6755227873758043;0,2546622140924033;2,6963532952774933;0;0;0;1,4290820785912182;0;12,458911637968448;0;0;0;0;0;0;0;0;0;0;0;0;4,841635849299878;2,5;0;0,9546650881221352;1,4331679510446287;0;0;11,7397524590164;0,22798499010616963;4,11033491803279;0,7996013578676411;12,69774614928005;
3742;2.14:22:00;0;0;0;0;0;0;0;0;0;0;0;5,689511223089899;1,675634301499085;0,25468203228268504;2,6963884149041517;0;0;0;1,4290906652728375;0;12,458926463702774;0;0;0;0;0;0;0;0;0;0;0;0;4,8421333332040515;2,5;0;0,9546675475095711;1,4331944602827387;0;0;11,7397524590164;0,22802081039431715;4,11033491803279;0,7997964487247534;12,698327355730639;
3743;2.14:23:00;0;0;0;0;0;0;0;0;0;0;0;5,6901348826320834;1,675636754805601;0,25469324768703;2,696439297269387;0;0;0;1,429180413781216;0;12,460261359449051;0;0;0;0;0;0;0;0;0;0;0;0;4,842155173430661;2,5;0;0,9547318674050379;1,433203254569463;0;0;11,7397524590164;0,22802259067360786;4,11033491803279;0,7999481035943532;12,698882743907522;
3744;2.14:24:00;0;0;0;0;0;0;0;0;0;0;0;5,69033373143916;1,675779209372979;0,2546951063802714;2,696530942036578;0;0;0;1,429206757259787;0;12,461358330217418;0;0;0;0;0;0;0;0;0;0;0;0;4,842199834700769;2,5;0;0,9547353233511249;1,4332289848626323;0;0;11,7397524590164;0,22802284566684533;4,11033491803279;0,8002138305166943;12,700941920292166;
3745;2.14:25:00;0;0;0;0;0;0;0;0;0;0;0;5,690389732746593;1,6757976880410028;0,25469826706122567;2,6965908359646806;0;0;0;1,4294156230243478;0;12,461700841368023;0;0;0;0;0;0;0;0;0;0;0;0;4,842562370427239;2,5;0;0,9547903878871501;1,4332671915429875;0;0;11,7397524590164;0,22802303659208834;4,11033491803279;0,8004109542376147;12,701263368497928;
3746;2.14:26:00;0;0;0;0;0;0;0;0;0;0;0;5,690568732079004;1,6758908873698388;0,25470604891659915;2,696707098647389;0;0;0;1,4295523844305378;0;12,461820790201212;0;0;0;0;0;0;0;0;0;0;0;0;4,842781751026086;2,5;0;0,9547913036545154;1,4333567210967193;0;0;11,7397524590164;0,22802515725345765;4,11033491803279;0,8004150180819902;12,702133887065505;
3747;2.14:27:00;0;0;0;0;0;0;0;0;0;0;0;5,691114863158847;1,6759303024525165;0,25471000087754003;2,696891640901329;0;0;0;1,4295839949992997;0;12,461853971280375;0;0;0;0;0;0;0;0;0;0;0;0;4,842994828734318;2,5;0;0,9547920402535308;1,433357976683144;0;0;11,7397524590164;0,228031270569813;4,11033491803279;0,8005948889102354;12,702880768736884;
3748;2.14:28:00;0;0;0;0;0;0;0;0;0;0;0;5,691129306780661;1,6760615031445507;0,2547226250210821;2,6969256098110357;0;0;0;1,429597558038362;0;12,46218585803511;0;0;0;0;0;0;0;0;0;0;0;0;4,843136227346782;2,5;0;0,9548099986600719;1,4333817493516778;0;0;11,7397524590164;0,2280324948794371;4,11033491803279;0,8007651488064235;12,703354960415123;
3749;2.14:29:00;0;0;0;0;0;0;0;0;0;0;0;5,6912611940495905;1,6761614893097816;0,25474306689685733;2,6970874124961552;0;0;0;1,4296939440410248;0;12,462450648291224;0;0;0;0;0;0;0;0;0;0;0;0;4,843155269065821;2,5;0;0,9548659370490568;1,433398491865595;0;0;11,7397524590164;0,22803847449041498;4,11033491803279;0,800909658257258;12,703693496211876;
3750;2.14:30:00;0;0;0;0;0;0;0;0;0;0;0;5,692103428872613;1,676190011220686;0,2547589835729325;2,6971377247526784;0;0;0;1,4297280909572803;0;12,46250408661431;0;0;0;0;0;0;0;0;0;0;0;0;4,843218967076474;2,5;0;0,9548701949881483;1,433498370206147;0;0;11,7397524590164;0,22804777646125454;4,11033491803279;0,801030510347796;12,703899852933239;
3751;2.14:31:00;0;0;0;0;0;0;0;0;0;0;0;5,692132090349708;1,6763490112933088;0,2547663278546491;2,6971896710776115;0;0;0;1,429740805426668;0;12,462608939448813;0;0;0;0;0;0;0;0;0;0;0;0;4,843300602609516;2,5;0;0,9549342875976531;1,433532996083925;0;0;11,7397524590164;0,2280589642009453;4,11033491803279;0,8012200089687648;12,704163864856168;
3752;2.14:32:00;0;0;0;0;0;0;0;0;0;0;0;5,6923169071533914;1,6763695229403934;0,2547671360964298;2,6971981822512383;0;0;0;1,4297596561211623;0;12,46294320555507;0;0;0;0;0;0;0;0;0;0;0;0;4,843528147629418;2,5;0;0,9549536707768113;1,4335591038779738;0;0;11,7397524590164;0,22807176571829;4,11033491803279;0,8015360671649345;12,704956198969455;
3753;2.14:33:00;0;0;0;0;0;0;0;0;0;0;0;5,692629015611897;1,6767024494719118;0,25477483657802513;2,6972436182439274;0;0;0;1,4297772522957644;0;12,463498904615035;0;0;0;0;0;0;0;0;0;0;0;0;4,8436605797541;2,5;0;0,9550082714831134;1,4335845575999755;0;0;11,7397524590164;0,22808623951834298;4,11033491803279;0,8018901954547238;12,705132560350894;
3754;2.14:34:00;0;0;0;0;0;0;0;0;0;0;0;5,692844685668083;1,6767041004328438;0,25477878799606046;2,6973390509272486;0;0;0;1,4298759947652007;0;12,463596779346846;0;0;0;0;0;0;0;0;0;0;0;0;4,843740368808548;2,5;0;0,9551007516271167;1,433695266076914;0;0;11,7397524590164;0,22810286641669347;4,11033491803279;0,8027410264979375;12,705199028690688;
3755;2.14:35:00;0;0;0;0;0;0;0;0;0;0;0;5,693394429993486;1,6767695585822855;0,25478675024578;2,6973485451848283;0;0;0;1,429897067485443;0;12,464570003013986;0;0;0;0;0;0;0;0;0;0;0;0;4,843758783026875;2,5;0;0,9551077241050421;1,4337746296683123;0;0;11,7397524590164;0,22812580153835219;4,11033491803279;0,8028526583910008;12,705386068617008;
3756;2.14:36:00;0;0;0;0;0;0;0;0;0;0;0;5,693697378436523;1,6768950587361489;0,2547947357530155;2,6974409574100484;0;0;0;1,4299468888851725;0;12,465878973346248;0;0;0;0;0;0;0;0;0;0;0;0;4,843790848650142;2,5;0;0,9551204263419942;1,4338433514265898;0;0;11,7397524590164;0,22812968166616995;4,11033491803279;0,8028668999946393;12,706058388814487;
3757;2.14:37:00;0;0;0;0;0;0;0;0;0;0;0;5,6937203785038735;1,6769222844669944;0,25480546337272764;2,6976748528335226;0;0;0;1,4299539202700033;0;12,46607523407098;0;0;0;0;0;0;0;0;0;0;0;0;4,843876087816062;2,5;0;0,9551549530624603;1,4338661376208113;0;0;11,7397524590164;0,22813649134922354;4,11033491803279;0,8034026507041304;12,706299472010642;
